method,n,imp_V0,tr_V0,pval0,imp_V1,tr_V1,pval1,tr_time
R-CPI,500,0.5410143667604399,1.0,0.0001126544936588504,-0.0077268743646069,0.0,0.535667117118502,0.8159759044647217
R-CPI,700,0.6929894524023392,1.0,4.106480143873176e-05,-0.008555494036867768,0.0,0.5350253363124131,1.1239337921142578
R-CPI,1000,0.7394738968792648,1.0,8.32439812295105e-09,0.0027036136292095266,0.0,0.48626000552798393,2.1781396865844727
R-CPI,2000,0.6234085153136596,1.0,2.3272337146729706e-16,-0.004771306557205257,0.0,0.5393536934588203,7.546152830123901
R-CPI,3000,0.7107896995667203,1.0,6.697945913086491e-28,0.000568629868540237,0.0,0.4939535790593769,23.917397022247314
R-CPI_sqrt,100,1.025158384310261,1.0,0.10527651988551506,-0.16150647375265664,0.0,0.6227458358661143,9.751271724700928
R-CPI_sqrt,300,0.48746701846144996,1.0,0.10682305088496935,-0.01175090075911706,0.0,0.5152443058192655,0.5757424831390381
R-CPI_sqrt,500,0.5410143667604399,1.0,0.012573196334727798,-0.0077268743646069,0.0,0.5170009033494875,0.8059782981872559
R-CPI_sqrt,700,0.6929894524023392,1.0,0.004588813791052772,-0.008555494036867768,0.0,0.5182129095441925,1.1259791851043701
R-CPI_sqrt,1000,0.7394738968792648,1.0,0.0001761782523194242,0.0027036136292095266,0.0,0.4930144308066807,2.183039665222168
R-CPI_sqrt,2000,0.6234085153136596,1.0,4.727171181210313e-07,-0.004771306557205257,0.0,0.5192830023377224,7.5579845905303955
R-CPI_sqrt,3000,0.7107896995667203,1.0,1.8687989429136602e-11,0.000568629868540237,0.0,0.49715336501430213,23.94175124168396
R-CPI_n,100,1.025158384310261,1.0,0.04778826673228813,-0.16150647375265664,0.0,0.6971917889630415,9.731158971786499
R-CPI_n,300,0.48746701846144996,1.0,0.034387712797945245,-0.01175090075911706,0.0,0.5255548593152427,0.5950639247894287
R-CPI_n,500,0.5410143667604399,1.0,0.00022950627072688065,-0.0077268743646069,0.0,0.5327342984965552,0.809434175491333
R-CPI_n,700,0.6929894524023392,1.0,7.123879538064001e-05,-0.008555494036867768,0.0,0.5329288935613387,1.1255502700805664
R-CPI_n,1000,0.7394738968792648,1.0,2.3675219853413592e-08,0.0027036136292095266,0.0,0.48698642091514,2.171722173690796
R-CPI_n,2000,0.6234085153136596,1.0,1.3045481284696684e-15,-0.004771306557205257,0.0,0.5377507964893443,7.568881988525391
R-CPI_n,3000,0.7107896995667203,1.0,8.098620162870129e-27,0.000568629868540237,0.0,0.49417194423990446,23.921013355255127
R-CPI_bt,100,1.025158384310261,1.0,0.01607412737563576,-0.16150647375265664,0.0,0.9018227095737582,9.753554582595825
R-CPI_bt,300,0.48746701846144996,1.0,2.0674716839259557e-09,-0.01175090075911706,0.0,0.6060035222663308,0.5938272476196289
R-CPI_bt,500,0.5410143667604399,1.0,5.799822598568729e-65,-0.0077268743646069,0.0,0.6939774862724011,0.8217775821685791
R-CPI_bt,700,0.6929894524023392,1.0,1.2643482791040129e-84,-0.008555494036867768,0.0,0.7201266777183631,1.1653916835784912
R-CPI_bt,1000,0.7394738968792648,1.0,6.151758483395003e-222,0.0027036136292095266,0.0,0.4054294160969102,2.2598817348480225
R-CPI_bt,2000,0.6234085153136596,1.0,0.0,-0.004771306557205257,0.0,0.8650271745161132,7.8609230518341064
R-CPI_bt,3000,0.7107896995667203,1.0,0.0,0.000568629868540237,0.0,0.41777989580846475,24.50179100036621
R-CPI_sqd,100,1.025158384310261,1.0,0.0031959198880061337,-0.16150647375265664,0.0,0.9739043480540375,9.741083145141602
R-CPI_sqd,300,0.48746701846144996,1.0,1.2439213652728707e-10,-0.01175090075911706,0.0,0.6611043793285782,0.5991775989532471
R-CPI_sqd,500,0.5410143667604399,1.0,5.001210940516653e-148,-0.0077268743646069,0.0,0.8794408025431311,0.8451306819915771
R-CPI_sqd,700,0.6929894524023392,1.0,3.1874403372147166e-104,-0.008555494036867768,0.0,0.7976002361490132,1.165252447128296
R-CPI_sqd,1000,0.7394738968792648,1.0,0.0,0.0027036136292095266,0.0,0.3216802252354132,2.24641752243042
R-CPI_sqd,2000,0.6234085153136596,1.0,0.0,-0.004771306557205257,0.0,0.986633929235477,7.823687791824341
R-CPI_sqd,3000,0.7107896995667203,1.0,0.0,0.000568629868540237,0.0,0.3304222529814255,24.52005434036255
R-CPI2,100,0.8304431975249804,1.0,0.06667626171953146,-0.2017406976656128,0.0,0.7525698042788538,9.802554368972778
R-CPI2,300,0.4566993937775008,1.0,0.040884200113992526,-0.03343740462341747,0.0,0.5727976607334612,0.6604492664337158
R-CPI2,500,0.546157449220184,1.0,0.0004039415660469819,-0.009338741256422018,0.0,0.5396336709171411,0.9109523296356201
R-CPI2,700,0.645214284272894,1.0,0.0001029746564896954,-0.007278645181656946,0.0,0.5273011400889309,1.2582359313964844
R-CPI2,1000,0.6781071406817534,1.0,1.453966619907844e-07,-0.00033962027661480507,0.0,0.5015926857919365,2.3595902919769287
R-CPI2,2000,0.5984450799182777,1.0,1.1897476170562794e-13,-0.005573680648209823,0.0,0.5420182546935706,8.370164394378662
R-CPI2,3000,0.6812570148177409,1.0,9.124145095333843e-25,0.0006116107886238351,0.0,0.4940310819103534,25.774603605270386
R-CPI2_sqrt,100,0.8304431975249804,1.0,0.15036183108599133,-0.2017406976656128,0.0,0.6444355988818694,9.799393653869629
R-CPI2_sqrt,300,0.4566993937775008,1.0,0.12745729775797887,-0.03343740462341747,0.0,0.5414852626122846,0.6505868434906006
R-CPI2_sqrt,500,0.546157449220184,1.0,0.01712790722754784,-0.009338741256422018,0.0,0.5197252138373137,0.911670446395874
R-CPI2_sqrt,700,0.645214284272894,1.0,0.007235286286791131,-0.007278645181656946,0.0,0.5147896527935149,1.2573773860931396
R-CPI2_sqrt,1000,0.6781071406817534,1.0,0.0005602621055431321,-0.00033962027661480507,0.0,0.5008416544630399,2.3539962768554688
R-CPI2_sqrt,2000,0.5984450799182777,1.0,2.934995901069516e-06,-0.005573680648209823,0.0,0.5215346476962704,8.497110605239868
R-CPI2_sqrt,3000,0.6812570148177409,1.0,1.9850726917782792e-10,0.0006116107886238351,0.0,0.4970620630710366,25.829959869384766
R-CPI2_n,100,0.8304431975249804,1.0,0.08272758378926243,-0.2017406976656128,0.0,0.7229197958138288,9.805134534835815
R-CPI2_n,300,0.4566993937775008,1.0,0.04961242548683514,-0.03343740462341747,0.0,0.5674426810618131,0.6546545028686523
R-CPI2_n,500,0.546157449220184,1.0,0.0006919257332866882,-0.009338741256422018,0.0,0.5366181630666348,0.9074404239654541
R-CPI2_n,700,0.645214284272894,1.0,0.0001694742591241797,-0.007278645181656946,0.0,0.5257957390209897,1.2559199333190918
R-CPI2_n,1000,0.6781071406817534,1.0,3.439808516188649e-07,-0.00033962027661480507,0.0,0.5015146531517755,2.3551418781280518
R-CPI2_n,2000,0.5984450799182777,1.0,4.479664335345089e-13,-0.005573680648209823,0.0,0.540448849134152,8.400094032287598
R-CPI2_n,3000,0.6812570148177409,1.0,7.817321852975282e-24,0.0006116107886238351,0.0,0.4942295194374039,25.613425731658936
R-CPI2_bt,100,0.8304431975249804,1.0,0.00574339915743189,-0.2017406976656128,0.0,0.9441428671892591,9.804273843765259
R-CPI2_bt,300,0.4566993937775008,1.0,2.372041665417684e-07,-0.03343740462341747,0.0,0.8027291703870176,0.6652796268463135
R-CPI2_bt,500,0.546157449220184,1.0,4.0282761766242263e-73,-0.009338741256422018,0.0,0.6945657844272767,0.9297306537628174
R-CPI2_bt,700,0.645214284272894,1.0,1.2270301950066942e-57,-0.007278645181656946,0.0,0.6757896158540342,1.3113181591033936
R-CPI2_bt,1000,0.6781071406817534,1.0,1.191050197475786e-213,-0.00033962027661480507,0.0,0.5118774235706496,2.424527645111084
R-CPI2_bt,2000,0.5984450799182777,1.0,0.0,-0.005573680648209823,0.0,0.8644880821628108,8.70769715309143
R-CPI2_bt,3000,0.6812570148177409,1.0,0.0,0.0006116107886238351,0.0,0.4199750907439488,25.999807357788086
R-CPI2_sqd,100,0.8304431975249804,1.0,3.1894447604357025e-05,-0.2017406976656128,0.0,0.9859880976749404,9.80815315246582
R-CPI2_sqd,300,0.4566993937775008,1.0,7.051430814887746e-10,-0.03343740462341747,0.0,0.8822735538013129,0.6805386543273926
R-CPI2_sqd,500,0.546157449220184,1.0,7.386333157641883e-64,-0.009338741256422018,0.0,0.810715189045043,0.9321169853210449
R-CPI2_sqd,700,0.645214284272894,1.0,1.5579600373790088e-96,-0.007278645181656946,0.0,0.7468089093633269,1.2958226203918457
R-CPI2_sqd,1000,0.6781071406817534,1.0,0.0,-0.00033962027661480507,0.0,0.5177471001006622,2.437164068222046
R-CPI2_sqd,2000,0.5984450799182777,1.0,0.0,-0.005573680648209823,0.0,0.9775828931600528,8.440282344818115
R-CPI2_sqd,3000,0.6812570148177409,1.0,0.0,0.0006116107886238351,0.0,0.3670437837084636,25.872109413146973
LOCO,100,0.9065889190200704,1.0,0.06139797713616565,0.04173654418530637,0.0,0.446692598505677,0.6563646793365479
LOCO,300,0.49011445070439796,1.0,0.03512182316577186,-0.03628003585215711,0.0,0.5766646483622144,0.627284049987793
LOCO,500,0.5199129215308498,1.0,0.0005303959407259498,-0.009826139776489606,0.0,0.5412856034291008,0.8424091339111328
LOCO,700,0.6129787553969752,1.0,0.0002295495688241259,-0.00433632750277857,0.0,0.5159017895667544,1.145207405090332
LOCO,1000,0.6734898658486381,1.0,1.933542328050025e-07,-0.004186998965452604,0.0,0.5193808720208888,2.131622314453125
LOCO,2000,0.6176232980812671,1.0,4.582498009468413e-14,-0.005378846539257465,0.0,0.5401651562019534,7.154147148132324
LOCO,3000,0.671591306402945,1.0,5.763376299139462e-24,-0.00041091310136065484,0.0,0.5039642032216003,23.158411026000977
LOCO_sqrt,100,0.9065889190200704,1.0,0.13928412170825866,0.04173654418530637,0.0,0.47032686010365066,0.6336324214935303
LOCO_sqrt,300,0.49011445070439796,1.0,0.11567007064051327,-0.03628003585215711,0.0,0.5442558632829216,0.6347558498382568
LOCO_sqrt,500,0.5199129215308498,1.0,0.020238448715389726,-0.009826139776489606,0.0,0.5206517560817355,0.8246150016784668
LOCO_sqrt,700,0.6129787553969752,1.0,0.010351641598683075,-0.00433632750277857,0.0,0.5087023188943101,1.1399555206298828
LOCO_sqrt,1000,0.6734898658486381,1.0,0.0006221886037207527,-0.004186998965452604,0.0,0.510305805242965,2.1298162937164307
LOCO_sqrt,2000,0.6176232980812671,1.0,1.7870669914675107e-06,-0.005378846539257465,0.0,0.5206796844908703,7.122589111328125
LOCO_sqrt,3000,0.671591306402945,1.0,3.8001351257892585e-10,-0.00041091310136065484,0.0,0.5019626354824049,23.105615615844727
LOCO_n,100,0.9065889190200704,1.0,0.07603915022278918,0.04173654418530637,0.0,0.45345467960371766,0.6423590183258057
LOCO_n,300,0.49011445070439796,1.0,0.042939381009274094,-0.03628003585215711,0.0,0.5711821334880595,0.6282708644866943
LOCO_n,500,0.5199129215308498,1.0,0.0008996720604044988,-0.009826139776489606,0.0,0.5381738022361422,0.8208684921264648
LOCO_n,700,0.6129787553969752,1.0,0.0003579347487916646,-0.00433632750277857,0.0,0.5150430790911458,1.125756025314331
LOCO_n,1000,0.6734898658486381,1.0,4.4819475501743896e-07,-0.004186998965452604,0.0,0.518443362806109,2.132983922958374
LOCO_n,2000,0.6176232980812671,1.0,1.772001389107783e-13,-0.005378846539257465,0.0,0.538678435585139,7.197551965713501
LOCO_n,3000,0.671591306402945,1.0,4.550625329572594e-23,-0.00041091310136065484,0.0,0.5038338734044167,23.104689836502075
LOCO_bt,100,0.9065889190200704,1.0,0.030950752302315115,0.04173654418530637,0.0,0.3802083886645863,0.6453390121459961
LOCO_bt,300,0.49011445070439796,1.0,4.3270052239856335e-07,-0.03628003585215711,0.0,0.7977751014544098,0.6277337074279785
LOCO_bt,500,0.5199129215308498,1.0,7.247025387794015e-48,-0.009826139776489606,0.0,0.6986355950288697,0.8472437858581543
LOCO_bt,700,0.6129787553969752,1.0,4.407773187498704e-68,-0.00433632750277857,0.0,0.5919341441998087,1.1769390106201172
LOCO_bt,1000,0.6734898658486381,1.0,8.320609623075119e-195,-0.004186998965452604,0.0,0.6314773796906342,2.2078096866607666
LOCO_bt,2000,0.6176232980812671,1.0,0.0,-0.005378846539257465,0.0,0.871127558012141,7.4625937938690186
LOCO_bt,3000,0.671591306402945,1.0,0.0,-0.00041091310136065484,0.0,0.5533838943201047,23.788675546646118
LOCO_sqd,100,0.9065889190200704,1.0,0.00431781662249926,0.04173654418530637,0.0,0.36331998329201265,0.629744291305542
LOCO_sqd,300,0.49011445070439796,1.0,2.219871586662462e-15,-0.03628003585215711,0.0,0.8238698824858319,0.6264858245849609
LOCO_sqd,500,0.5199129215308498,1.0,1.335300794348335e-72,-0.009826139776489606,0.0,0.8570442538748069,0.845203161239624
LOCO_sqd,700,0.6129787553969752,1.0,4.161058921050212e-160,-0.00433632750277857,0.0,0.6430486627341674,1.1730663776397705
LOCO_sqd,1000,0.6734898658486381,1.0,0.0,-0.004186998965452604,0.0,0.712456268063759,2.2170839309692383
LOCO_sqd,2000,0.6176232980812671,1.0,0.0,-0.005378846539257465,0.0,0.9663075146202994,7.468374013900757
LOCO_sqd,3000,0.671591306402945,1.0,0.0,-0.00041091310136065484,0.0,0.6102850784214622,23.818740606307983
LOCO-W,100,1.141653644031589,1.0,2.626175810149789e-08,0.015309785471778017,0.0,0.4731483119585017,0.6177995204925537
LOCO-W,300,0.7001159039628196,1.0,5.6288307348495437e-14,-0.12256531317344706,0.0,0.840372049978547,0.7409482002258301
LOCO-W,500,0.6956193231414503,1.0,0.0,0.04278069361733262,0.0,0.33478248325372206,0.9654688835144043
LOCO-W,700,0.782672448532835,1.0,0.0,0.1842939179761894,0.0,0.017253265188047484,1.3763518333435059
LOCO-W,1000,0.7079353067308903,1.0,0.0,0.02100957790093379,0.0,0.39608508442791435,1.8313281536102295
LOCO-W,2000,0.6856396723953888,1.0,0.0,0.04864991688682005,0.0,0.1716422710044181,5.584559917449951
LOCO-W,3000,0.691071062948971,1.0,0.0,0.032671708077605575,0.0,0.21375718789001685,16.259589672088623
CPI,100,1.0163294309662834,1.0,0.0020095830532139676,0.04390573696653921,0.0,0.3906026929503004,0.444469690322876
CPI,300,0.5837142094142669,1.0,0.00013230138664107284,0.029664260983049306,0.0,0.3459437767923629,0.6068367958068848
CPI,500,0.7557890617458812,1.0,1.666872207874148e-08,-0.03897109307254887,0.0,0.7890249535971411,0.8135964870452881
CPI,700,0.7420921207109825,1.0,1.7447775960695684e-10,0.004019964596998826,0.0,0.4586377555055366,1.2089817523956299
CPI,1000,0.6652205197382952,1.0,1.3154389059263303e-14,-0.0005822540927261644,0.0,0.5052257455190465,2.059757709503174
CPI,2000,0.727837416379563,1.0,8.166591147798886e-26,0.001998139005128019,0.0,0.47035887617030936,6.01334023475647
CPI,3000,0.6749837691939107,1.0,1.2057946873953137e-36,-0.0020590150648363004,0.0,0.5372945009187069,21.74851942062378
CPI_sqrt,100,1.0163294309662834,1.0,0.05125339929513742,0.04390573696653921,0.0,0.45907173945105206,0.4528329372406006
CPI_sqrt,300,0.5837142094142669,1.0,0.026926182760290792,0.029664260983049306,0.0,0.44577836113573244,0.6135945320129395
CPI_sqrt,500,0.7557890617458812,1.0,0.0010044484434567585,-0.03897109307254887,0.0,0.5984111411259909,0.802276611328125
CPI_sqrt,700,0.7420921207109825,1.0,0.00010646831164756959,0.004019964596998826,0.0,0.4867311170495524,1.2001738548278809
CPI_sqrt,1000,0.6652205197382952,1.0,3.24832004611562e-05,-0.0005822540927261644,0.0,0.5018785598376588,2.052178382873535
CPI_sqrt,2000,0.727837416379563,1.0,1.2001551884223236e-09,0.001998139005128019,0.0,0.4899240205139455,6.009846448898315
CPI_sqrt,3000,0.6749837691939107,1.0,1.3370088431670258e-12,-0.0020590150648363004,0.0,0.5126567928488838,21.811245679855347
CPI_n,100,1.0163294309662834,1.0,0.005778013560937456,0.04390573696653921,0.0,0.4160981815151303,0.45205116271972656
CPI_n,300,0.5837142094142669,1.0,0.00042769801606489644,0.029664260983049306,0.0,0.37071024180027445,0.6052455902099609
CPI_n,500,0.7557890617458812,1.0,1.0566791592612661e-07,-0.03897109307254887,0.0,0.7516600799973909,0.8090283870697021
CPI_n,700,0.7420921207109825,1.0,1.0603642851374638e-09,0.004019964596998826,0.0,0.4639059687080427,1.193526268005371
CPI_n,1000,0.6652205197382952,1.0,2.3023010852781603e-13,-0.0005822540927261644,0.0,0.5047383164670176,2.0494213104248047
CPI_n,2000,0.727837416379563,1.0,2.0364694922483213e-24,0.001998139005128019,0.0,0.47253491193371844,6.015452146530151
CPI_n,3000,0.6749837691939107,1.0,7.201086656842835e-35,-0.0020590150648363004,0.0,0.5350239105095709,21.660027980804443
CPI_bt,100,1.0163294309662834,1.0,4.458267109880955e-06,0.04390573696653921,0.0,0.2586446778848498,0.4489326477050781
CPI_bt,300,0.5837142094142669,1.0,1.101164770880002e-47,0.029664260983049306,0.0,0.07563710937637552,0.6127810478210449
CPI_bt,500,0.7557890617458812,1.0,5.71355722279424e-202,-0.03897109307254887,0.0,0.9997162242498867,0.8288092613220215
CPI_bt,700,0.7420921207109825,1.0,0.0,0.004019964596998826,0.0,0.285045422645787,1.2364118099212646
CPI_bt,1000,0.6652205197382952,1.0,0.0,-0.0005822540927261644,0.0,0.5361598750943654,2.129328489303589
CPI_bt,2000,0.727837416379563,1.0,0.0,0.001998139005128019,0.0,0.2388403281042344,6.300518989562988
CPI_bt,3000,0.6749837691939107,1.0,0.0,-0.0020590150648363004,0.0,0.8651647466727648,22.422248363494873
CPI_sqd,100,1.0163294309662834,1.0,1.5180389587987516e-07,0.04390573696653921,0.0,0.07177407071945392,0.4536278247833252
CPI_sqd,300,0.5837142094142669,1.0,3.172363255311213e-178,0.029664260983049306,0.0,1.67248973508643e-06,0.6129989624023438
CPI_sqd,500,0.7557890617458812,1.0,1.4000013693474363e-257,-0.03897109307254887,0.0,1.0,0.8230185508728027
CPI_sqd,700,0.7420921207109825,1.0,0.0,0.004019964596998826,0.0,0.006685500840600545,1.2426197528839111
CPI_sqd,1000,0.6652205197382952,1.0,0.0,-0.0005822540927261644,0.0,0.6468175109381443,2.1281139850616455
CPI_sqd,2000,0.727837416379563,1.0,0.0,0.001998139005128019,0.0,0.0022711976951752754,6.390725612640381
CPI_sqd,3000,0.6749837691939107,1.0,0.0,-0.0020590150648363004,0.0,0.9999845788947876,22.37938094139099
R-CPI,100,1.1210682552372409,1.0,0.045603653972383466,-0.14906060578236494,0.0,0.729837884187284,0.4601786136627197
R-CPI,300,0.5679857116554273,1.0,0.003735024246650824,-0.009712420696383289,0.0,0.5310622969538469,0.6122522354125977
R-CPI,500,0.7465412393488724,1.0,2.0759349290994446e-05,-0.07034961003521553,0.0,0.7858109428810671,0.8168172836303711
R-CPI,700,0.6801233294790694,1.0,3.569846195685345e-07,-0.021214437213552942,0.0,0.6207883028632825,1.2176299095153809
R-CPI,1000,0.7624841075853793,1.0,9.483606932965617e-09,-0.004865787072946775,0.0,0.5245223176283894,2.0720157623291016
R-CPI,2000,0.7153559846934786,1.0,4.574936942976242e-15,-0.001539439445724958,0.0,0.512563818084964,6.1345930099487305
R-CPI,3000,0.6748588356870655,1.0,5.0401920430429506e-23,-0.002957880372465431,0.0,0.5292816783136572,21.83596181869507
R-CPI_sqrt,100,1.1210682552372409,1.0,0.11472872867170825,-0.14906060578236494,0.0,0.6144017678891831,0.4517526626586914
R-CPI_sqrt,300,0.5679857116554273,1.0,0.05482924609986523,-0.009712420696383289,0.0,0.514490137217249,0.6208364963531494
R-CPI_sqrt,500,0.7465412393488724,1.0,0.0050181030856415905,-0.07034961003521553,0.0,0.639723556242686,0.8195919990539551
R-CPI_sqrt,700,0.6801233294790694,1.0,0.0009645679675551854,-0.021214437213552942,0.0,0.5558217346439781,1.2149314880371094
R-CPI_sqrt,1000,0.7624841075853793,1.0,0.0001933719288254511,-0.004865787072946775,0.0,0.5122598167863809,2.092705726623535
R-CPI_sqrt,2000,0.7153559846934786,1.0,3.722118493713865e-07,-0.001539439445724958,0.0,0.5060737875947164,6.123685359954834
R-CPI_sqrt,3000,0.6748588356870655,1.0,7.575592723845481e-10,-0.002957880372465431,0.0,0.5141870111594407,21.878706693649292
R-CPI_n,100,1.1210682552372409,1.0,0.05790149090143784,-0.14906060578236494,0.0,0.6947934038817829,0.4504976272583008
R-CPI_n,300,0.5679857116554273,1.0,0.00624282666925484,-0.009712420696383289,0.0,0.5277217442490157,0.615056037902832
R-CPI_n,500,0.7465412393488724,1.0,4.617552621484179e-05,-0.07034961003521553,0.0,0.7644070242944621,0.8166682720184326
R-CPI_n,700,0.6801233294790694,1.0,9.640026206107018e-07,-0.021214437213552942,0.0,0.6118709008960281,1.195082664489746
R-CPI_n,1000,0.7624841075853793,1.0,2.6963290685835187e-08,-0.004865787072946775,0.0,0.5231838791079373,2.0725901126861572
R-CPI_n,2000,0.7153559846934786,1.0,1.7885621336826463e-14,-0.001539439445724958,0.0,0.5120386999720442,6.0658392906188965
R-CPI_n,3000,0.6748588356870655,1.0,3.5797519877361005e-22,-0.002957880372465431,0.0,0.5282791661018822,21.714012384414673
R-CPI_bt,100,1.1210682552372409,1.0,0.001588443408914896,-0.14906060578236494,0.0,0.9329524354093337,0.4634227752685547
R-CPI_bt,300,0.5679857116554273,1.0,3.624239489344248e-23,-0.009712420696383289,0.0,0.64216839732597,0.6217441558837891
R-CPI_bt,500,0.7465412393488724,1.0,2.2598417333770626e-79,-0.07034961003521553,0.0,0.9999990255162005,0.8344275951385498
R-CPI_bt,700,0.6801233294790694,1.0,5.293927198613825e-146,-0.021214437213552942,0.0,0.9801097277425747,1.251889944076538
R-CPI_bt,1000,0.7624841075853793,1.0,6.556268595652595e-257,-0.004865787072946775,0.0,0.6829169680973111,2.148010730743408
R-CPI_bt,2000,0.7153559846934786,1.0,0.0,-0.001539439445724958,0.0,0.6275860729867546,6.397212505340576
R-CPI_bt,3000,0.6748588356870655,1.0,0.0,-0.002957880372465431,0.0,0.8336588693113129,22.509798288345337
