method,n,imp_V0,tr_V0,pval0,imp_V1,tr_V1,pval1,imp_V2,tr_V2,pval2,imp_V3,tr_V3,pval3,imp_V4,tr_V4,pval4,imp_V5,tr_V5,pval5,imp_V6,tr_V6,pval6,imp_V7,tr_V7,pval7,imp_V8,tr_V8,pval8,imp_V9,tr_V9,pval9,imp_V10,tr_V10,pval10,imp_V11,tr_V11,pval11,imp_V12,tr_V12,pval12,imp_V13,tr_V13,pval13,imp_V14,tr_V14,pval14,imp_V15,tr_V15,pval15,imp_V16,tr_V16,pval16,imp_V17,tr_V17,pval17,imp_V18,tr_V18,pval18,imp_V19,tr_V19,pval19,tr_time
LOCO-W,200,0.17764785929530513,0.0,8.264701932270135e-06,1.8749644331314121,0.0,8.5979001696046e-12,-1.6879145267778857,0.0,0.9999999999967439,0.2760814182647386,1.0,0.0005763497951944974,-2.842861076760838,0.0,0.9999998746362468,0.17576154580400422,0.0,5.566625973174588e-06,5.197422969254526,1.0,0.0,-0.21751476041848375,0.0,0.9999999551545344,-0.012653522713558012,0.0,0.9782247713753907,0.18394635914007335,0.0,4.248480282686984e-06,-0.30073375166621746,1.0,0.9999999405767265,0.005320963918933887,0.0,0.15655025293635338,1.422842658390317,0.0,4.912781292887303e-09,-1.9157576151120692,0.0,0.9999999436631106,-0.012861234729328371,0.0,0.9458808827561439,-0.17346203085652206,0.0,0.9993085244640785,0.14902652937772345,1.0,1.3886238825477903e-09,-1.4030510828932212,0.0,0.9999999999999868,-0.19734962498725106,0.0,0.9999999062723697,-0.09564954375015854,0.0,0.9999858835458295,25.93334937095642
LOCO-W,500,-0.34740033964695394,0.0,0.9765628188334295,-1.904598786270351,0.0,0.9999999993040107,-0.6348309705642533,0.0,0.9999999459264441,2.4712262314702076,1.0,9.739001272102144e-09,0.02878559878143828,0.0,0.4320209955930252,-2.5730484079254214,0.0,0.9999999999999133,5.883487986440144,1.0,0.0,-0.12775903167213581,0.0,0.7647988702400468,0.67296378962455,0.0,2.3662577453009703e-09,0.7332100345064949,0.0,9.02904673250049e-09,-0.03389918091994905,1.0,0.5678219148877477,0.4642084905762134,0.0,7.588960586979443e-05,2.3056994642009414,0.0,9.2148511043888e-15,-0.24654808907082085,0.0,0.9878952772740904,-2.2190816089144616,0.0,0.9999999999990404,-0.5478829464217618,0.0,0.9999796703205412,0.7930565619769028,1.0,0.0006148000511611018,0.7004222257071785,0.0,1.948310101695938e-06,0.6127520230570779,0.0,1.4150158995196449e-05,-0.29092053791607175,0.0,0.9967358988916323,52.78047060966492
LOCO-W,1000,0.33163190407565746,0.0,0.012439470696871013,0.4462748669607332,0.0,0.006780714531377741,-0.6582501905792318,0.0,0.9999904113414576,5.89205186275792,1.0,0.0,-0.14763591831690065,0.0,0.8208384977287932,-1.9358631872623169,0.0,1.0,3.9469467553643898,1.0,1.1102230246251565e-16,0.06092505332337335,0.0,0.4213787087104217,-4.317332844999576,0.0,1.0,0.7885983330607864,0.0,0.00022883471016477142,1.7093441797248687,1.0,1.7236462315217693e-06,-2.9234473554010147,0.0,0.9999999999876438,0.10716603424447925,0.0,0.25602279363091296,-0.0521244910173125,0.0,0.6320608770211387,-1.6858896702147506,0.0,0.9999999271308426,-1.2524002626325585,0.0,0.9999999108609432,5.49727400352611,1.0,0.0,1.5530772837141016,0.0,3.175237850427948e-14,-1.726150289323901,0.0,0.9999999999999984,-0.09469793133821172,0.0,0.7290919576877762,96.2351770401001
CPI,200,-0.11107119907157648,0.0,0.5757939945790738,0.0039483229784909035,0.0,0.497456118489226,0.07348051520926635,0.0,0.45250999873865955,0.8003334590308815,1.0,0.1283817663150939,-0.0007265079490577087,0.0,0.5004696845439728,-0.1413137766889121,0.0,0.5954043467934784,1.8252518306664576,1.0,0.04527234650931488,-0.015995641049872056,0.0,0.5103709953767648,0.010274379593341987,0.0,0.4932272613474387,0.0009204599930239254,0.0,0.49939745251311873,1.8945887871823603,1.0,0.03612713487590905,-0.048892986406423145,0.0,0.5329549945899762,0.06158937899344963,0.0,0.4620955481314952,-0.0020589009032416783,0.0,0.5013254683077599,-0.010608669658527248,0.0,0.5068566981715359,-0.16232656708924553,0.0,0.6008802312000905,0.41100049545633643,1.0,0.2617896790284176,0.0370666058761131,0.0,0.4762260189007782,0.0225566067135623,0.0,0.48540746410754104,-0.2812407696794996,0.0,0.7070142990944137,21.388532876968384
CPI,500,0.004460623859064317,0.0,0.4962694764656783,-0.003942966728595287,0.0,0.5033097413139831,-0.10411664518979347,0.0,0.585785391317076,1.3777657316321061,1.0,0.01350948708304651,-0.05995697792823096,0.0,0.5505788629588245,0.06427665136449878,0.0,0.4486071227576146,0.9412956668060577,1.0,0.059055995079120446,-0.05227099627699339,0.0,0.5438219513365748,0.10591590967689246,0.0,0.41321298724468947,-0.018870313103915404,0.0,0.5158837473851496,1.1957341311884848,1.0,0.03657437441567058,0.0007282923637279559,0.0,0.49940346311021,-0.10143071263213477,0.0,0.5861822957307883,0.03046112279746538,0.0,0.4746100071844001,-0.021528813851451556,0.0,0.5181005710871298,0.008649826896131696,0.0,0.4926698872824794,0.9678967037476776,1.0,0.05795828908727882,-0.04559262994656965,0.0,0.5396541592642332,0.01816296522939176,0.0,0.48492708464655265,-0.012154564993159145,0.0,0.510211565314064,3.428262948989868
CPI,1000,0.027432991150210473,0.0,0.48511064170529766,-0.03400097407726044,0.0,0.5193223893469844,0.016897211246050148,0.0,0.4906522622585296,1.224518906793881,1.0,0.06337667327396744,-0.04594085245052737,0.0,0.5258194025706595,0.041563099292895256,0.0,0.4774802393689378,0.95926103317781,1.0,0.09953334458991087,0.03239598629057605,0.0,0.48230020551077163,0.05578621826676322,0.0,0.46928284224213546,0.01018654858543977,0.0,0.4944534889083289,0.5223650725506599,1.0,0.23323482825876019,-0.15821942666386946,0.0,0.5887045046164036,-0.020001150202998197,0.0,0.510972730068672,-0.05135877323733418,0.0,0.5285158711736224,-0.04247331678106159,0.0,0.523574056974921,-0.0017378187581620352,0.0,0.5009625265312514,0.8268088109922584,1.0,0.11677328610782078,-0.005880892536536564,0.0,0.5032447138244447,0.010031340956095036,0.0,0.49446226863037823,-0.007651128875109325,0.0,0.5042429309914971,6.5938873291015625
CPI_sqrt,200,-0.11107119907157648,0.0,0.5435175732559285,0.0039483229784909035,0.0,0.4985059953894283,0.07348051520926635,0.0,0.47212913348149277,0.8003334590308815,1.0,0.24148624434404542,-0.0007265079490577087,0.0,0.5002754536432517,-0.1413137766889121,0.0,0.5550755840688328,1.8252518306664576,1.0,0.11391865457174616,-0.015995641049872056,0.0,0.5060751357539,0.010274379593341987,0.0,0.49605996300426486,0.0009204599930239254,0.0,0.49964845268367714,1.8945887871823603,1.0,0.10163713003957303,-0.048892986406423145,0.0,0.5189978277907429,0.06158937899344963,0.0,0.4773115588400547,-0.0020589009032416783,0.0,0.5007786968645312,-0.010608669658527248,0.0,0.5040216907511104,-0.16232656708924553,0.0,0.5602831534032624,0.41100049545633643,1.0,0.351699694327639,0.0370666058761131,0.0,0.48600965180193517,0.0225566067135623,0.0,0.49144389526503734,-0.2812407696794996,0.0,0.6162274943914164,21.566980123519897
CPI_sqrt,500,0.004460623859064317,0.0,0.49756649096023847,-0.003942966728595287,0.0,0.5021562598800903,-0.10411664518979347,0.0,0.556348809818103,1.3777657316321061,1.0,0.058157549326443785,-0.05995697792823096,0.0,0.5329145184451234,0.06427665136449878,0.0,0.465933781137934,0.9412956668060577,1.0,0.13590544465857896,-0.05227099627699339,0.0,0.528574903281792,0.10591590967689246,0.0,0.44288268097664263,-0.018870313103915404,0.0,0.5103386864779744,1.1957341311884848,1.0,0.09722379026331812,0.0007282923637279559,0.0,0.4996080580862493,-0.10143071263213477,0.0,0.5560091704484631,0.03046112279746538,0.0,0.4834157045364784,-0.021528813851451556,0.0,0.5117865729975332,0.008649826896131696,0.0,0.49524032267532114,0.9678967037476776,1.0,0.13292814078778326,-0.04559262994656965,0.0,0.525522411789155,0.01816296522939176,0.0,0.490140635600705,-0.012154564993159145,0.0,0.5066508301389931,3.6671435832977295
CPI_sqrt,1000,0.027432991150210473,0.0,0.48802489846551855,-0.03400097407726044,0.0,0.5153990571504804,0.016897211246050148,0.0,0.49251028784272927,1.224518906793881,1.0,0.10592732240866032,-0.04594085245052737,0.0,0.5206241414772835,0.041563099292895256,0.0,0.48188102812800004,0.95926103317781,1.0,0.1500870333288135,0.03239598629057605,0.0,0.48578280370494753,0.05578621826676322,0.0,0.47536197862499613,0.01018654858543977,0.0,0.49554203164479615,0.5223650725506599,1.0,0.2799945495829367,-0.15821942666386946,0.0,0.5709781626197872,-0.020001150202998197,0.0,0.5088063340659759,-0.05135877323733418,0.0,0.5228340750859586,-0.04247331678106159,0.0,0.5188774367862568,-0.0017378187581620352,0.0,0.5007710140414192,0.8268088109922584,1.0,0.171787296972796,-0.005880892536536564,0.0,0.5026011143433944,0.010031340956095036,0.0,0.4955611668251931,-0.007651128875109325,0.0,0.5033979019094683,6.609189987182617
CPI_n,200,-0.11107119907157648,0.0,0.5691833879192472,0.0039483229784909035,0.0,0.4976677073905996,0.07348051520926635,0.0,0.4564633656012356,0.8003334590308815,1.0,0.1467537302569331,-0.0007265079490577087,0.0,0.5004304956577895,-0.1413137766889121,0.0,0.5871895239583829,1.8252518306664576,1.0,0.05383737741306312,-0.015995641049872056,0.0,0.509503465767411,0.010274379593341987,0.0,0.49380248355529655,0.0009204599930239254,0.0,0.4994483051502189,1.8945887871823603,1.0,0.04395196121155314,-0.048892986406423145,0.0,0.5301011300707765,0.06158937899344963,0.0,0.46511448573457836,-0.0020589009032416783,0.0,0.5012153027144552,-0.010608669658527248,0.0,0.5062847570317416,-0.16232656708924553,0.0,0.5928377635985709,0.41100049545633643,1.0,0.27870556555463355,0.0370666058761131,0.0,0.4781942759469015,0.0225566067135623,0.0,0.4866255359843751,-0.2812407696794996,0.0,0.6883714417594812,21.449104070663452
