method,n,imp_V0,tr_V0,pval0,imp_V1,tr_V1,pval1,imp_V2,tr_V2,pval2,imp_V3,tr_V3,pval3,imp_V4,tr_V4,pval4,imp_V5,tr_V5,pval5,imp_V6,tr_V6,pval6,imp_V7,tr_V7,pval7,imp_V8,tr_V8,pval8,imp_V9,tr_V9,pval9,imp_V10,tr_V10,pval10,imp_V11,tr_V11,pval11,imp_V12,tr_V12,pval12,imp_V13,tr_V13,pval13,imp_V14,tr_V14,pval14,imp_V15,tr_V15,pval15,imp_V16,tr_V16,pval16,imp_V17,tr_V17,pval17,imp_V18,tr_V18,pval18,imp_V19,tr_V19,pval19,tr_time
CPI_n,500,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.16572522035809356,1.0,0.1194651161637813,0.3586588461591903,1.0,0.01093599533888335,0.0,0.0,0.5,0.0,0.0,0.5,-4.260274679368514e-06,0.0,0.5000132088642187,0.27969810503479187,1.0,0.036643345265685405,0.0,0.0,0.5,-0.009448821791371298,0.0,0.5296310932885953,0.2826641506510471,1.0,0.039115634030106115,0.0007662487196067325,0.0,0.4976008166631349,0.0,0.0,0.5,-0.002671111965167894,0.0,0.508331047208912,0.0,0.0,0.5,0.0,0.0,0.5,1.2266380786895752
CPI_n,1000,-0.0023546654564400304,0.0,0.5116134357625203,0.37375711333352757,1.0,0.0010725217787693562,0.11790440364631838,1.0,0.08946223340195464,-0.0020653817106749406,0.0,0.5101400258633054,-6.812951313106552e-05,0.0,0.500335117610609,0.00023530360510992665,0.0,0.49884346162055443,0.0,0.0,0.5,0.0,0.0,0.5,5.130192350921714e-05,0.0,0.4997479606657721,0.000607693943910137,0.0,0.4970155011149719,5.2826105753855934e-05,0.0,0.4997403024686812,0.0,0.0,0.5,0.21714686990296372,1.0,0.01552218273147933,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0004210601274089454,0.0,0.4979274391757125,0.0,0.0,0.5,0.0010314523717006585,0.0,0.4949439370271936,0.3232331994917461,1.0,0.0006819688473687741,2.1353492736816406
CPI_bt,200,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,-0.010477800589970165,1.0,0.5560450511931704,0.22908299809027444,1.0,0.006983011400650379,0.0,0.0,0.5,0.031392354124273325,0.0,0.3653724406850932,-0.061664447095909014,1.0,0.7370700197437976,0.0,0.0,0.5,0.0,0.0,0.5,-0.0002444243276551461,0.0,0.5012879978730348,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.4483540692268799,1.0,2.2197424798518837e-09,7.051529407501221
CPI_bt,500,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.16572522035809356,1.0,9.709905056909755e-07,0.3586588461591903,1.0,3.158617899173552e-21,0.0,0.0,0.5,0.0,0.0,0.5,-4.260274679368514e-06,0.0,0.5000528009742479,0.27969810503479187,1.0,2.551110923392364e-13,0.0,0.0,0.5,-0.009448821791371298,0.0,0.616748480760358,0.2826641506510471,1.0,6.892568521037006e-13,0.0007662487196067325,0.0,0.49008819387008046,0.0,0.0,0.5,-0.002671111965167894,0.0,0.5342730678287171,0.0,0.0,0.5,0.0,0.0,0.5,1.2932374477386475
CPI_bt,1000,-0.0023546654564400304,0.0,0.5694808600648479,0.37375711333352757,1.0,7.434220728668218e-59,0.11790440364631838,1.0,4.861073953936837e-16,-0.0020653817106749406,0.0,0.5595582105392043,-6.812951313106552e-05,0.0,0.501881940860056,0.00023530360510992665,0.0,0.49343107131867,0.0,0.0,0.5,0.0,0.0,0.5,5.130192350921714e-05,0.0,0.498654008566642,0.000607693943910137,0.0,0.48277779322081893,5.2826105753855934e-05,0.0,0.4984963263016162,0.0,0.0,0.5,0.21714686990296372,1.0,6.602654830761305e-39,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0004210601274089454,0.0,0.48808525689803334,0.0,0.0,0.5,0.0010314523717006585,0.0,0.4702489248217197,0.3232331994917461,1.0,7.449952098936804e-84,2.3920555114746094
R-CPI,200,4.037174635000569e-16,0.0,0.49999999999999944,4.037174635000569e-16,0.0,0.49999999999999944,4.037174635000569e-16,0.0,0.49999999999999944,0.06306472728005431,1.0,0.412683981598794,-0.07477217496417055,1.0,0.5940297109928878,4.037174635000569e-16,0.0,0.49999999999999944,0.03289770849173923,0.0,0.45699132312499097,-0.17887068069119963,1.0,0.6937215133439136,4.037174635000569e-16,0.0,0.49999999999999944,4.037174635000569e-16,0.0,0.49999999999999944,0.00038023957133189026,0.0,0.4994998429467307,4.037174635000569e-16,0.0,0.49999999999999944,4.037174635000569e-16,0.0,0.49999999999999944,4.037174635000569e-16,0.0,0.49999999999999944,4.037174635000569e-16,0.0,0.49999999999999944,4.037174635000569e-16,0.0,0.49999999999999944,4.037174635000569e-16,0.0,0.49999999999999944,4.037174635000569e-16,0.0,0.49999999999999944,4.037174635000569e-16,0.0,0.49999999999999944,0.24726108252807855,1.0,0.19665586197013846,7.064752101898193
R-CPI,500,-4.037174635000569e-16,0.0,0.5000000000000008,-4.037174635000569e-16,0.0,0.5000000000000008,-4.037174635000569e-16,0.0,0.5000000000000008,-4.037174635000569e-16,0.0,0.5000000000000008,-4.037174635000569e-16,0.0,0.5000000000000008,-4.037174635000569e-16,0.0,0.5000000000000008,0.2985750814226013,1.0,0.08779335923496284,0.24346725169375052,1.0,0.11770451666055876,-4.037174635000569e-16,0.0,0.5000000000000008,-4.037174635000569e-16,0.0,0.5000000000000008,-0.00461129521030168,0.0,0.5093626823237706,0.30896819435875755,1.0,0.07397037125965496,-4.037174635000569e-16,0.0,0.5000000000000008,-0.003261674760091295,0.0,0.506651557345114,0.31749687300251467,1.0,0.0845918471055242,-0.006822583198936683,0.0,0.5139765763834458,-4.037174635000569e-16,0.0,0.5000000000000008,-0.0024151317240856344,0.0,0.5049247216718445,-4.037174635000569e-16,0.0,0.5000000000000008,-4.037174635000569e-16,0.0,0.5000000000000008,1.2652981281280518
R-CPI,1000,-0.006411385535196601,0.0,0.519594262928211,0.39472815347270057,1.0,0.008851884512399665,0.16614730529327099,1.0,0.12008267876167622,-0.005168213097258062,0.0,0.5157587174812173,-0.0002643337646199032,0.0,0.5008068535607374,0.00023067804895864958,0.0,0.4992977775793985,4.037174635000569e-16,0.0,0.4999999999999988,4.037174635000569e-16,0.0,0.4999999999999988,0.0020009391576132755,0.0,0.49393828649196436,-6.591868371354857e-06,0.0,0.5000200912190184,0.00014585416201473578,0.0,0.4995558929977326,4.037174635000569e-16,0.0,0.4999999999999988,0.23664249954658112,1.0,0.06506302853864232,4.037174635000569e-16,0.0,0.4999999999999988,4.037174635000569e-16,0.0,0.4999999999999988,4.037174635000569e-16,0.0,0.4999999999999988,0.004710411057110463,0.0,0.4856726841666951,4.037174635000569e-16,0.0,0.4999999999999988,0.0008654690682854203,0.0,0.49736908931032664,0.32122456098235747,1.0,0.015075020591269065,2.0823867321014404
R-CPI_sqrt,200,4.037174635000569e-16,0.0,0.4999999999999998,4.037174635000569e-16,0.0,0.4999999999999998,4.037174635000569e-16,0.0,0.4999999999999998,0.06306472728005431,1.0,0.46281388304484256,-0.07477217496417055,1.0,0.5422896215628916,4.037174635000569e-16,0.0,0.4999999999999998,0.03289770849173923,0.0,0.48110517360953586,-0.17887068069119963,1.0,0.5951250971295469,4.037174635000569e-16,0.0,0.4999999999999998,4.037174635000569e-16,0.0,0.4999999999999998,0.00038023957133189026,0.0,0.49978112701549987,4.037174635000569e-16,0.0,0.4999999999999998,4.037174635000569e-16,0.0,0.4999999999999998,4.037174635000569e-16,0.0,0.4999999999999998,4.037174635000569e-16,0.0,0.4999999999999998,4.037174635000569e-16,0.0,0.4999999999999998,4.037174635000569e-16,0.0,0.4999999999999998,4.037174635000569e-16,0.0,0.4999999999999998,4.037174635000569e-16,0.0,0.4999999999999998,0.24726108252807855,1.0,0.3579581593898389,7.077970027923584
R-CPI_sqrt,500,-4.037174635000569e-16,0.0,0.5000000000000003,-4.037174635000569e-16,0.0,0.5000000000000003,-4.037174635000569e-16,0.0,0.5000000000000003,-4.037174635000569e-16,0.0,0.5000000000000003,-4.037174635000569e-16,0.0,0.5000000000000003,-4.037174635000569e-16,0.0,0.5000000000000003,0.2985750814226013,1.0,0.2633312034822878,0.24346725169375052,1.0,0.29684245053996217,-4.037174635000569e-16,0.0,0.5000000000000003,-4.037174635000569e-16,0.0,0.5000000000000003,-0.00461129521030168,0.0,0.5041096363509142,0.30896819435875755,1.0,0.2530695963633488,-4.037174635000569e-16,0.0,0.5000000000000003,-0.003261674760091295,0.0,0.5029124033752455,0.31749687300251467,1.0,0.2550855538678712,-0.006822583198936683,0.0,0.5061043266719507,-4.037174635000569e-16,0.0,0.5000000000000003,-0.0024151317240856344,0.0,0.5021564090546667,-4.037174635000569e-16,0.0,0.5000000000000003,-4.037174635000569e-16,0.0,0.5000000000000003,1.3792669773101807
R-CPI_sqrt,1000,-0.006411385535196601,0.0,0.5088698480757687,0.39472815347270057,1.0,0.11176104360408423,0.16614730529327099,1.0,0.2894142628959072,-0.005168213097258062,0.0,0.5071422992698817,-0.0002643337646199032,0.0,0.5003654529658638,0.00023067804895864958,0.0,0.499681467964285,4.037174635000569e-16,0.0,0.49999999999999944,4.037174635000569e-16,0.0,0.49999999999999944,0.0020009391576132755,0.0,0.4972430565916908,-6.591868371354857e-06,0.0,0.500009107419685,0.00014585416201473578,0.0,0.49979857602269456,4.037174635000569e-16,0.0,0.49999999999999944,0.23664249954658112,1.0,0.22567918926602976,4.037174635000569e-16,0.0,0.49999999999999944,4.037174635000569e-16,0.0,0.49999999999999944,4.037174635000569e-16,0.0,0.49999999999999944,0.004710411057110463,0.0,0.4934977400722658,4.037174635000569e-16,0.0,0.49999999999999944,0.0008654690682854203,0.0,0.4988056803931841,0.32122456098235747,1.0,0.146929632833445,2.069861888885498
R-CPI_n,200,4.037174635000569e-16,0.0,0.49999999999999956,4.037174635000569e-16,0.0,0.49999999999999956,4.037174635000569e-16,0.0,0.49999999999999956,0.06306472728005431,1.0,0.425589032191158,-0.07477217496417055,1.0,0.5812474352196813,4.037174635000569e-16,0.0,0.49999999999999956,0.03289770849173923,0.0,0.46307076020394944,-0.17887068069119963,1.0,0.6712164611844317,4.037174635000569e-16,0.0,0.49999999999999956,4.037174635000569e-16,0.0,0.49999999999999956,0.00038023957133189026,0.0,0.49957101639356094,4.037174635000569e-16,0.0,0.49999999999999956,4.037174635000569e-16,0.0,0.49999999999999956,4.037174635000569e-16,0.0,0.49999999999999956,4.037174635000569e-16,0.0,0.49999999999999956,4.037174635000569e-16,0.0,0.49999999999999956,4.037174635000569e-16,0.0,0.49999999999999956,4.037174635000569e-16,0.0,0.49999999999999956,4.037174635000569e-16,0.0,0.49999999999999956,0.24726108252807855,1.0,0.2335262846368395,7.021031141281128
R-CPI_n,500,-4.037174635000569e-16,0.0,0.5000000000000008,-4.037174635000569e-16,0.0,0.5000000000000008,-4.037174635000569e-16,0.0,0.5000000000000008,-4.037174635000569e-16,0.0,0.5000000000000008,-4.037174635000569e-16,0.0,0.5000000000000008,-4.037174635000569e-16,0.0,0.5000000000000008,0.2985750814226013,1.0,0.10763823436937942,0.24346725169375052,1.0,0.140354414726311,-4.037174635000569e-16,0.0,0.5000000000000008,-4.037174635000569e-16,0.0,0.5000000000000008,-0.00461129521030168,0.0,0.5084779084425651,0.30896819435875755,1.0,0.09340531038971273,-4.037174635000569e-16,0.0,0.5000000000000008,-0.003261674760091295,0.0,0.5060204598526424,0.31749687300251467,1.0,0.10334829404300722,-0.006822583198936683,0.0,0.5126452035695004,-4.037174635000569e-16,0.0,0.5000000000000008,-0.0024151317240856344,0.0,0.5044574984669912,-4.037174635000569e-16,0.0,0.5000000000000008,-4.037174635000569e-16,0.0,0.5000000000000008,1.4152283668518066
R-CPI_n,1000,-0.006411385535196601,0.0,0.5183159368856022,0.39472815347270057,1.0,0.012268437676484634,0.16614730529327099,1.0,0.1349103844689914,-0.005168213097258062,0.0,0.514732697275812,-0.0002643337646199032,0.0,0.5007542566993133,0.00023067804895864958,0.0,0.4993434382850045,4.037174635000569e-16,0.0,0.49999999999999883,4.037174635000569e-16,0.0,0.49999999999999883,0.0020009391576132755,0.0,0.4943306410468766,-6.591868371354857e-06,0.0,0.5000187833347641,0.00014585416201473578,0.0,0.4995847764772581,4.037174635000569e-16,0.0,0.49999999999999883,0.23664249954658112,1.0,0.07632547917897875,4.037174635000569e-16,0.0,0.49999999999999883,4.037174635000569e-16,0.0,0.49999999999999883,4.037174635000569e-16,0.0,0.49999999999999883,0.004710411057110463,0.0,0.4866033900317576,4.037174635000569e-16,0.0,0.49999999999999883,0.0008654690682854203,0.0,0.4975399324318762,0.32122456098235747,1.0,0.020552430858878926,2.0631942749023438
R-CPI_bt,200,4.037174635000569e-16,0.0,0.499999999999999,4.037174635000569e-16,0.0,0.49999999999999906,4.037174635000569e-16,0.0,0.49999999999999883,0.06306472728005431,1.0,0.34134662725559506,-0.07477217496417055,1.0,0.6928375877340909,4.037174635000569e-16,0.0,0.49999999999999867,0.03289770849173923,0.0,0.40881222673283607,-0.17887068069119963,1.0,0.8240971417930287,4.037174635000569e-16,0.0,0.499999999999999,4.037174635000569e-16,0.0,0.49999999999999895,0.00038023957133189026,0.0,0.49881731337124524,4.037174635000569e-16,0.0,0.499999999999999,4.037174635000569e-16,0.0,0.49999999999999883,4.037174635000569e-16,0.0,0.49999999999999883,4.037174635000569e-16,0.0,0.4999999999999989,4.037174635000569e-16,0.0,0.49999999999999883,4.037174635000569e-16,0.0,0.4999999999999989,4.037174635000569e-16,0.0,0.4999999999999989,4.037174635000569e-16,0.0,0.4999999999999988,0.24726108252807855,1.0,0.03404836272603665,6.928247690200806
R-CPI_bt,500,-4.037174635000569e-16,0.0,0.5000000000000027,-4.037174635000569e-16,0.0,0.5000000000000027,-4.037174635000569e-16,0.0,0.500000000000003,-4.037174635000569e-16,0.0,0.500000000000003,-4.037174635000569e-16,0.0,0.5000000000000026,-4.037174635000569e-16,0.0,0.5000000000000027,0.2985750814226013,1.0,0.00022750468788033747,0.24346725169375052,1.0,3.0948248210560885e-06,-4.037174635000569e-16,0.0,0.5000000000000028,-4.037174635000569e-16,0.0,0.5000000000000028,-0.00461129521030168,0.0,0.5340279883913525,0.30896819435875755,1.0,3.2151186145642243e-07,-4.037174635000569e-16,0.0,0.5000000000000027,-0.003261674760091295,0.0,0.5218564104968528,0.31749687300251467,1.0,8.627297868454361e-06,-0.006822583198936683,0.0,0.5460906384706627,-4.037174635000569e-16,0.0,0.5000000000000027,-0.0024151317240856344,0.0,0.5174608072345731,-4.037174635000569e-16,0.0,0.5000000000000027,-4.037174635000569e-16,0.0,0.5000000000000028,1.4982020854949951
R-CPI_bt,1000,-0.006411385535196601,0.0,0.6016744220867032,0.39472815347270057,1.0,1.6435845455960818e-31,0.16614730529327099,1.0,9.115683802813817e-10,-0.005168213097258062,0.0,0.5898626290406164,-0.0002643337646199032,0.0,0.5038181670072059,0.00023067804895864958,0.0,0.4964991243919907,4.037174635000569e-16,0.0,0.4999999999999939,4.037174635000569e-16,0.0,0.49999999999999356,0.0020009391576132755,0.0,0.46900824075635117,-6.591868371354857e-06,0.0,0.5000962095859166,0.00014585416201473578,0.0,0.4976732946585518,4.037174635000569e-16,0.0,0.49999999999999395,0.23664249954658112,1.0,1.4743590734830303e-14,4.037174635000569e-16,0.0,0.49999999999999395,4.037174635000569e-16,0.0,0.4999999999999938,4.037174635000569e-16,0.0,0.4999999999999937,0.004710411057110463,0.0,0.43214402643539185,4.037174635000569e-16,0.0,0.4999999999999942,0.0008654690682854203,0.0,0.48686439675873266,0.32122456098235747,1.0,1.4626336875226577e-27,2.3498265743255615
R-CPI2,200,8.7938457396052e-16,0.0,0.49999999999999895,8.7938457396052e-16,0.0,0.49999999999999895,8.7938457396052e-16,0.0,0.49999999999999895,0.13309708935974815,1.0,0.34337097584480825,-0.10714243888475186,1.0,0.630685081874017,8.7938457396052e-16,0.0,0.49999999999999895,0.03230630279159124,0.0,0.46110276275225787,-0.09130818171952816,1.0,0.587604925330526,8.7938457396052e-16,0.0,0.49999999999999895,8.7938457396052e-16,0.0,0.49999999999999895,0.0026605425043354975,0.0,0.4967936741717534,8.7938457396052e-16,0.0,0.49999999999999895,8.7938457396052e-16,0.0,0.49999999999999895,8.7938457396052e-16,0.0,0.49999999999999895,8.7938457396052e-16,0.0,0.49999999999999895,8.7938457396052e-16,0.0,0.49999999999999895,8.7938457396052e-16,0.0,0.49999999999999895,8.7938457396052e-16,0.0,0.49999999999999895,8.7938457396052e-16,0.0,0.49999999999999895,0.2682769360497742,1.0,0.19983466519725313,7.019462585449219
R-CPI2,500,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.2729864096600421,1.0,0.1254497978621983,0.24943732619893969,1.0,0.13493594583845497,0.0,0.0,0.5,0.0,0.0,0.5,-0.0035267670856072558,0.0,0.5065671146122736,0.2875692882746912,1.0,0.10941838979049567,0.0,0.0,0.5,-0.0006576177377418745,0.0,0.5012308302031376,0.3019150121776591,1.0,0.1157906914863539,-0.007049255516807938,0.0,0.5132570226295535,0.0,0.0,0.5,-0.0016371513162252139,0.0,0.5030665682508904,0.0,0.0,0.5,0.0,0.0,0.5,1.458749771118164
R-CPI2,1000,-0.005725644746842263,0.0,0.5160488779286722,0.35782859536072636,1.0,0.01896599658821763,0.17988229562257038,1.0,0.12167353870139752,-0.004932824865774321,0.0,0.5138107836687572,-0.0008316250250562807,0.0,0.5023308510034368,0.0002312544947531458,0.0,0.49935360966363374,4.3969228698026e-16,0.0,0.4999999999999988,4.3969228698026e-16,0.0,0.4999999999999988,0.0008490157402904953,0.0,0.49763315887894166,0.00012360365846749523,0.0,0.4996541327600365,0.00020693517403310636,0.0,0.4994214473947601,4.3969228698026e-16,0.0,0.4999999999999988,0.2536779824431605,1.0,0.06377261720882954,4.3969228698026e-16,0.0,0.4999999999999988,4.3969228698026e-16,0.0,0.4999999999999988,4.3969228698026e-16,0.0,0.4999999999999988,0.004031851830271496,0.0,0.4887323510259186,4.3969228698026e-16,0.0,0.4999999999999988,0.0005563913667913013,0.0,0.49844658545559284,0.3500688657854627,1.0,0.016846478200658183,2.469034194946289
