method,n,imp_V0,tr_V0,pval0,imp_V1,tr_V1,pval1,imp_V2,tr_V2,pval2,imp_V3,tr_V3,pval3,imp_V4,tr_V4,pval4,imp_V5,tr_V5,pval5,imp_V6,tr_V6,pval6,imp_V7,tr_V7,pval7,imp_V8,tr_V8,pval8,imp_V9,tr_V9,pval9,tr_time
R-CPI2_n,500,0.00014702212988076396,0.0,0.4980021504910528,-0.0011244241384098129,0.0,0.5156361622613246,1.4236724776437326,1.0,1.3786071063450326e-08,-0.001531774648373028,0.0,0.5206475767484255,0.0014623186614758624,0.0,0.48059585778783354,-0.0018367802561630208,0.0,0.5260256600866572,0.002039543026597019,0.0,0.4724504301578851,0.0005526647517183358,0.0,0.4926951155200608,0.00028550635402935286,0.0,0.4961794927484452,1.3343007464422505,1.0,3.6433209867426535e-07,4.38334846496582
R-CPI2_n,1000,5.509002364110771e-05,0.0,0.49870635321591844,0.0032586549219375716,0.0,0.43151265301258823,1.3887713014483636,1.0,8.607235260736623e-10,-0.00759449211660167,0.0,0.6881216106794388,-0.0002699051592088259,0.0,0.5064847479839626,-0.00043367381143418545,0.0,0.5102451119689245,-0.00016939055294870085,0.0,0.5039915686588113,0.000316110203149685,0.0,0.49256701257641217,-0.0014956632551876834,0.0,0.5371848080483856,1.8581859066519575,1.0,1.090116871416879e-11,6.208681344985962
LOCO,200,0.000831755858564015,0.0,0.49460410829883283,0.007020044008996668,0.0,0.4593499413573969,2.4298809292504773,1.0,0.0001174078998325027,-0.00010603389181865208,0.0,0.5007004320252667,-0.0041194734974946134,0.0,0.5255180207019081,0.006450738588539812,0.0,0.4617457310011396,-0.005950572001765825,0.0,0.5398676727025006,0.004595109661450297,0.0,0.47170757262820345,-0.009577457476671825,0.0,0.5657112515343488,2.2344875088679474,1.0,0.00032060153848341454,15.23663592338562
LOCO,500,-0.0005828665182292248,0.0,0.5083904960095097,0.0012754076640264234,0.0,0.4822081435305103,1.7120497627574176,1.0,2.611143973020983e-10,-0.0031439459446089557,0.0,0.543985425085727,0.00016086806929856146,0.0,0.49775904218666706,-0.002537394279589378,0.0,0.5379479276109792,0.006405596625360291,0.0,0.4226670217315954,0.0019308445502215915,0.0,0.47419968676650925,0.0015743445416088464,0.0,0.4781870006648616,1.8776887815236398,1.0,3.037130210381427e-07,14.519394636154175
LOCO,1000,-0.005725660401843913,0.0,0.6406617015685445,-0.011842248616814093,0.0,0.8038370545550978,1.5585190941605425,1.0,7.202598717093475e-12,-0.015567841158782257,0.0,0.877547782314436,-0.008513371872430626,0.0,0.7298047574695392,0.003012332684153532,0.0,0.43514641155328604,-0.010215148772011837,0.0,0.7487135941534399,-0.008915290250276403,0.0,0.7187868953825621,0.016346012098882853,0.0,0.21216180927671852,2.126650238068434,1.0,9.624835275968858e-11,21.075878620147705
LOCO_sqrt,200,0.000831755858564015,0.0,0.49638807256419215,0.007020044008996668,0.0,0.47177742111371423,2.4298809292504773,1.0,0.00021856638127380236,-0.00010603389181865208,0.0,0.500466043537555,-0.0041194734974946134,0.0,0.5173426452098508,0.006450738588539812,0.0,0.4736363514497871,-0.005950572001765825,0.0,0.5264106403925904,0.004595109661450297,0.0,0.48073386292315756,-0.009577457476671825,0.0,0.5432081995553335,2.2344875088679474,1.0,0.0005527756715013842,15.137586832046509
LOCO_sqrt,500,-0.0005828665182292248,0.0,0.5060264298248217,0.0012754076640264234,0.0,0.4871080718904886,1.7120497627574176,1.0,1.1399027933924997e-09,-0.0031439459446089557,0.0,0.5318570369176748,0.00016086806929856146,0.0,0.49837568783755226,-0.002537394279589378,0.0,0.5269682430055384,0.006405596625360291,0.0,0.44174277400274203,0.0019308445502215915,0.0,0.48108432622350117,0.0015743445416088464,0.0,0.484164246064829,1.8776887815236398,1.0,6.211206565596208e-07,14.6382896900177
LOCO_sqrt,1000,-0.005725660401843913,0.0,0.6047133659470875,-0.011842248616814093,0.0,0.728072742023788,1.5585190941605425,1.0,2.1707823717364876e-11,-0.015567841158782257,0.0,0.7930501699197501,-0.008513371872430626,0.0,0.6682158675852476,0.003012332684153532,0.0,0.4502928149753288,-0.010215148772011837,0.0,0.687478942011655,-0.008915290250276403,0.0,0.6639942887844369,0.016346012098882853,0.0,0.26576250812739555,2.126650238068434,1.0,1.9125194272365072e-10,20.984270811080933
LOCO_n,200,0.000831755858564015,0.0,0.49492754277952294,0.007020044008996668,0.0,0.4615355838207953,2.4298809292504773,1.0,0.00012780574099553835,-0.00010603389181865208,0.0,0.5006577269272762,-0.0041194734974946134,0.0,0.5240543853561458,0.006450738588539812,0.0,0.46384981241930534,-0.005950572001765825,0.0,0.5374081004076096,0.004595109661450297,0.0,0.473320871877723,-0.009577457476671825,0.0,0.5615764486979496,2.2344875088679474,1.0,0.00034536531475106835,15.153955459594727
LOCO_n,500,-0.0005828665182292248,0.0,0.5081300956830314,0.0012754076640264234,0.0,0.4827436201938413,1.7120497627574176,1.0,2.96408056560958e-10,-0.0031439459446089557,0.0,0.5426600010219069,0.00016086806929856146,0.0,0.4978264167955164,-0.002537394279589378,0.0,0.5367274963013073,0.006405596625360291,0.0,0.42467792238186897,0.0019308445502215915,0.0,0.4749441622641967,0.0015743445416088464,0.0,0.4788390769026608,1.8776887815236398,1.0,3.2271606206943794e-07,14.585814952850342
LOCO_n,1000,-0.005725660401843913,0.0,0.6379423312701484,-0.011842248616814093,0.0,0.7983274334199562,1.5585190941605425,1.0,7.69308546651323e-12,-0.015567841158782257,0.0,0.8718295608705011,-0.008513371872430626,0.0,0.7251307879767053,0.003012332684153532,0.0,0.4362665577618311,-0.010215148772011837,0.0,0.7442024193987145,-0.008915290250276403,0.0,0.7147065294323409,0.016346012098882853,0.0,0.21582529575078585,2.126650238068434,1.0,1.0023463894835073e-10,21.06523585319519
LOCO-W,200,-0.004823400669814863,0.0,0.9999182063352887,0.8774510425973094,1.0,0.0,-0.000749000405439843,0.0,0.999999005141198,0.028664964618308315,0.0,0.0002589962283569003,0.5188849892829297,1.0,6.669652985458185e-07,0.0007716417688670325,0.0,1.978009936198788e-05,-0.00042688080903095684,0.0,0.9977271054473259,-0.00036149840256400484,0.0,0.9175182671114037,0.0011559273780165282,0.0,0.000759730117334767,-0.02247367218167422,0.0,0.9992980792156666,30.148688554763794
LOCO-W,500,0.0007294156937376981,0.0,0.046695871123197175,0.35533761942868924,1.0,3.2862601528904634e-14,5.3885878217814006e-05,0.0,0.3644948297108819,-0.0034932037955202264,0.0,0.999999986236777,1.0218361972030752,1.0,0.0,0.0013617065342323798,0.0,2.5812137168790272e-06,-0.0001288703037111583,0.0,0.8327862458964929,0.0009433859560552571,0.0,0.0005302829630832173,2.214370340389638e-05,0.0,0.4716524343345109,0.0001216808638557665,0.0,0.19965139168308166,49.915284156799316
LOCO-W,1000,-2.4841200145529827e-05,0.0,0.5305510177385436,1.192863620905693,1.0,0.0,0.0023704731287326943,0.0,3.018588640824049e-06,-0.004293778829651711,0.0,0.9999996400090068,1.0549133961353967,1.0,0.0,-0.0010373463122190264,0.0,0.9954659955721045,0.0015658662876810215,0.0,0.00018383580123948473,-0.00033222903403438075,0.0,0.8856094541116788,-0.00028469472829124713,0.0,0.8000470977399952,-0.0020061118212905734,0.0,0.9999984264395878,72.294109582901
CPI,200,0.0014328787643006838,0.0,0.47141033553706996,1.2181698327779915,1.0,0.0001669156032273243,-0.0009818853886648868,0.0,0.5198609255425382,0.001259778924180284,0.0,0.47545347052738424,1.564036340604835,1.0,0.001176591165171133,-0.0015957213989628918,0.0,0.5330732662887527,4.606234647173274e-05,0.0,0.4990611476379688,0.002709065527197109,0.0,0.44773506794973406,-0.00013584715222918903,0.0,0.5027070118005925,0.0016755242373018078,0.0,0.4672483535403783,2.5923221111297607
CPI,500,0.0005084491408516092,0.0,0.4735508120980405,1.655250692533729,1.0,7.058300140189445e-10,-0.00044923688976217235,0.0,0.5238043294764189,0.002489927667320313,0.0,0.3834788734574532,1.3697077410276493,1.0,4.4196099755249887e-10,0.004920159027633292,0.0,0.2976570348902935,-0.00030244859485521053,0.0,0.5164755756084293,-0.0017288279216291225,0.0,0.5973008727569977,-0.000796425105057938,0.0,0.5432880576472429,-0.0005090232332089911,0.0,0.5269178035371481,4.3789589405059814
CPI,1000,-0.00021317334156961687,0.0,0.5033610864123559,1.847765267037973,1.0,7.991488208923485e-11,0.005013111838009801,0.0,0.4217305452575921,-7.445939760271358e-06,0.0,0.5001177294624249,1.815595980099416,1.0,8.34009533258362e-12,-0.00017698195024467428,0.0,0.5027876740178561,0.0006216096520760758,0.0,0.4903590609234012,0.00023650667443363138,0.0,0.49631118782419004,0.0001103553481506328,0.0,0.49827304394436583,3.870448558670331e-05,0.0,0.49939180181729426,6.64382266998291
CPI_sqrt,200,0.0014328787643006838,0.0,0.48723893840650206,1.2181698327779915,1.0,0.00041402307569363595,-0.0009818853886648868,0.0,0.5087969228382022,0.001259778924180284,0.0,0.48890009529471384,1.564036340604835,1.0,0.0018562636919458662,-0.0015957213989628918,0.0,0.5144530625451175,4.606234647173274e-05,0.0,0.49958596619686696,0.002709065527197109,0.0,0.4762242409311834,-0.00013584715222918903,0.0,0.5012088898476427,0.0016755242373018078,0.0,0.48521384972213566,2.571741819381714
CPI_sqrt,500,0.0005084491408516092,0.0,0.4898511008524075,1.655250692533729,1.0,3.4552968304790583e-09,-0.00044923688976217235,0.0,0.5090300462500467,0.002489927667320313,0.0,0.4521804208732597,1.3697077410276493,1.0,3.1457941992148363e-09,0.004920159027633292,0.0,0.40984157505457064,-0.00030244859485521053,0.0,0.5061425684061055,-0.0017288279216291225,0.0,0.5356177860260423,-0.000796425105057938,0.0,0.5161679212849831,-0.0005090232332089911,0.0,0.5102243504157586,4.3724658489227295
CPI_sqrt,1000,-0.00021317334156961687,0.0,0.5027186580359193,1.847765267037973,1.0,1.8521330054983604e-10,0.005013111838009801,0.0,0.43650904064653206,-7.445939760271358e-06,0.0,0.5000951756908262,1.815595980099416,1.0,2.2524328106787173e-11,-0.00017698195024467428,0.0,0.5022552750849717,0.0006216096520760758,0.0,0.49217730160598055,0.00023650667443363138,0.0,0.49701009958860043,0.0001103553481506328,0.0,0.49860113238011095,3.870448558670331e-05,0.0,0.4995077355152788,6.51318883895874
CPI_n,200,0.0014328787643006838,0.0,0.47535534412592806,1.2181698327779915,1.0,0.00018970890095181003,-0.0009818853886648868,0.0,0.5170869895518491,0.001259778924180284,0.0,0.4787724527441474,1.564036340604835,1.0,0.0012523245813289086,-0.0015957213989628918,0.0,0.5283588532590082,4.606234647173274e-05,0.0,0.49919317839431887,0.002709065527197109,0.0,0.45472973386801563,-0.00013584715222918903,0.0,0.502333657954659,0.0016755242373018078,0.0,0.47168736725926863,2.580104112625122
CPI_n,500,0.0005084491408516092,0.0,0.4766162049849396,1.655250692533729,1.0,8.099652665734692e-10,-0.00044923688976217235,0.0,0.520999822040147,0.002489927667320313,0.0,0.39563322151948294,1.3697077410276493,1.0,5.250372642217015e-10,0.004920159027633292,0.0,0.3159273368371338,-0.00030244859485521053,0.0,0.5144861749743701,-0.0017288279216291225,0.0,0.5853019481853946,-0.000796425105057938,0.0,0.5380781100867995,-0.0005090232332089911,0.0,0.5237525464974041,4.357564449310303
CPI_n,1000,-0.00021317334156961687,0.0,0.5033158484263693,1.847765267037973,1.0,8.400631066080305e-11,0.005013111838009801,0.0,0.4227672484498436,-7.445939760271358e-06,0.0,0.500116140490703,1.815595980099416,1.0,8.84818279719276e-12,-0.00017698195024467428,0.0,0.502750190599287,0.0006216096520760758,0.0,0.4904867215435874,0.00023650667443363138,0.0,0.4963603089632991,0.0001103553481506328,0.0,0.4982961163759797,3.870448558670331e-05,0.0,0.4993999606913613,6.5646562576293945
R-CPI,200,0.003186247837346337,0.0,0.4655261712569493,0.8943019412291906,1.0,0.0001047533912196809,0.0005086111116423996,0.0,0.49439338430908986,-0.008552978879265188,0.0,0.6064160636027032,1.4745403898638925,1.0,7.01915024802765e-05,-0.00024142200281151237,0.0,0.5026890566958205,0.000318960901571037,0.0,0.49650701466824465,-0.005833068783215714,0.0,0.5619543725918621,-0.0012165634908776026,0.0,0.5134942933916274,0.0006289631070979039,0.0,0.493179139953232,2.617095470428467
R-CPI,500,0.002981414047739611,0.0,0.4164896648535449,1.5989246838268145,1.0,9.855469502067385e-10,-0.0005231312077361414,0.0,0.5155762991424298,0.0026020420405228517,0.0,0.42949861890395696,1.3463265936008963,1.0,7.550489382874573e-11,0.006135767208178935,0.0,0.3467141276162346,-2.684194394305218e-05,0.0,0.5007899001270923,-0.0019713899001671327,0.0,0.560179219543246,-0.0008436347317031498,0.0,0.5251388277790443,-0.0005706228300805174,0.0,0.516442228301544,4.3983094692230225
R-CPI,1000,-0.0002597137671615159,0.0,0.502245604080356,1.7832218689372448,1.0,1.6332063294056935e-08,0.006109391345268402,0.0,0.4482799849632564,-4.5136256025068485e-05,0.0,0.5003910191451622,1.8453713492547867,1.0,7.49742690525253e-12,-0.0001566401835733442,0.0,0.5013523238751327,0.0004301759359504054,0.0,0.49631400383862884,-0.0007558063338807996,0.0,0.5065381528777401,0.00012033157043890196,0.0,0.49896117645557686,-0.00020737648172425294,0.0,0.5017966076158678,6.556995630264282
