method,n,imp_V0,tr_V0,pval0,imp_V1,tr_V1,pval1,imp_V2,tr_V2,pval2,imp_V3,tr_V3,pval3,imp_V4,tr_V4,pval4,imp_V5,tr_V5,pval5,imp_V6,tr_V6,pval6,imp_V7,tr_V7,pval7,imp_V8,tr_V8,pval8,imp_V9,tr_V9,pval9,tr_time
R-CPI_sqrt,200,0.003186247837346337,0.0,0.47938624333515845,0.8943019412291906,1.0,0.0003875510644249741,0.0005086111116423996,0.0,0.49667368510342214,-0.008552978879265188,0.0,0.5601735124572784,1.4745403898638925,1.0,0.0001729480856184519,-0.00024142200281151237,0.0,0.5015886223277279,0.000318960901571037,0.0,0.49792213942626923,-0.005833068783215714,0.0,0.5373460627631966,-0.0012165634908776026,0.0,0.5079859932560553,0.0006289631070979039,0.0,0.49592640852455927,2.5903592109680176
R-CPI_sqrt,500,0.002981414047739611,0.0,0.45514152922416273,1.5989246838268145,1.0,4.875386509934404e-09,-0.0005231312077361414,0.0,0.5081149645432748,0.0026020420405228517,0.0,0.46156702602111066,1.3463265936008963,1.0,7.252335450992642e-10,0.006135767208178935,0.0,0.4129230616753927,-2.684194394305218e-05,0.0,0.500413809605664,-0.0019713899001671327,0.0,0.5310054791753793,-0.0008436347317031498,0.0,0.5130933326127248,-0.0005706228300805174,0.0,0.5087006275898541,4.523666858673096
R-CPI_sqrt,1000,-0.0002597137671615159,0.0,0.5019879856474808,1.7832218689372448,1.0,2.881924366505914e-08,0.006109391345268402,0.0,0.45409036504948086,-4.5136256025068485e-05,0.0,0.5003460844300889,1.8453713492547867,1.0,2.0068509806347103e-11,-0.0001566401835733442,0.0,0.5011973920399743,0.0004301759359504054,0.0,0.49673348755772523,-0.0007558063338807996,0.0,0.5057877957207342,0.00012033157043890196,0.0,0.49908018781744845,-0.00020737648172425294,0.0,0.501590138587392,6.556314945220947
R-CPI_n,200,0.003186247837346337,0.0,0.468278564846235,0.8943019412291906,1.0,0.00012675432432654332,0.0005086111116423996,0.0,0.4948492327035441,-0.008552978879265188,0.0,0.596848620907029,1.4745403898638925,1.0,7.960028054929672e-05,-0.00024142200281151237,0.0,0.5024683229358762,0.000318960901571037,0.0,0.4967893073595264,-0.005833068783215714,0.0,0.5571031032280535,-0.0012165634908776026,0.0,0.5123909969262967,0.0006289631070979039,0.0,0.4937254321655294,2.5702524185180664
R-CPI_n,500,0.002981414047739611,0.0,0.42196338691835045,1.5989246838268145,1.0,1.1322096327772487e-09,-0.0005231312077361414,0.0,0.5144887008639916,0.0026020420405228517,0.0,0.4339866633394188,1.3463265936008963,1.0,9.217055925114587e-11,0.006135767208178935,0.0,0.35558879769680984,-2.684194394305218e-05,0.0,0.5007353331119654,-0.0019713899001671327,0.0,0.555892081775028,-0.0008436347317031498,0.0,0.5233828901551368,-0.0005706228300805174,0.0,0.5153287262774796,4.3762946128845215
R-CPI_n,1000,-0.0002597137671615159,0.0,0.5022289278141334,1.7832218689372448,1.0,1.6890685071308307e-08,0.006109391345268402,0.0,0.4486550512997215,-4.5136256025068485e-05,0.0,0.5003881098089333,1.8453713492547867,1.0,7.949757915585e-12,-0.0001566401835733442,0.0,0.5013422963905192,0.0004301759359504054,0.0,0.4963411317451302,-0.0007558063338807996,0.0,0.506489578348501,0.00012033157043890196,0.0,0.49896887907055487,-0.00020737648172425294,0.0,0.5017832395419519,6.579191207885742
R-CPI2,200,0.0032324702569197644,0.0,0.46785224568975703,0.964378403387474,1.0,4.2711897615472644e-05,0.0002891143504770001,0.0,0.49709006668745365,-0.006135851803285721,0.0,0.5659905018865763,1.3021917739399675,1.0,0.00010756839107270572,0.0005226349814408415,0.0,0.49470696220270344,-0.00021681619313109065,0.0,0.5021964083388342,-0.005319223688273966,0.0,0.5518231973144685,-0.0008757176238665764,0.0,0.5088986725130108,0.00010035813933510621,0.0,0.4989964414215913,2.6562087535858154
R-CPI2,500,0.002305936214331594,0.0,0.4405033267719306,1.87496674766469,1.0,5.417025648793621e-09,-0.0004894765065858775,0.0,0.5133373691161341,0.00231150242020713,0.0,0.4421379189290489,1.3084652168277124,1.0,1.2660603516444756e-12,0.005278568735646553,0.0,0.3732264935023941,0.00010083224816822589,0.0,0.49729728270234397,-0.0023368897537133547,0.0,0.565282878890663,-0.001298714191093974,0.0,0.5355524900718587,-0.000551930776553174,0.0,0.5146361581765818,4.547423601150513
R-CPI2,1000,-0.00034859083067334486,0.0,0.5027695342743758,1.7480779134778972,1.0,1.6079364811911134e-09,0.004746187540248979,0.0,0.46243157567965,0.00012129553710433002,0.0,0.49903838783641474,1.786750270788913,1.0,2.219880860464833e-13,-1.6283589085947563e-05,0.0,0.5001289007592914,0.0001913751149766401,0.0,0.49848725569143965,-0.0007155001103874718,0.0,0.5056946546831005,-0.0001022467792698967,0.0,0.5008129689145181,-9.562472658749687e-05,0.0,0.5007597047107495,6.750256061553955
R-CPI2_sqrt,200,0.0032324702569197644,0.0,0.48013220652805133,0.964378403387474,1.0,0.00017984083014455462,0.0002891143504770001,0.0,0.4982103080742382,-0.006135851803285721,0.0,0.5395862074208572,1.3021917739399675,1.0,0.000273294660479204,0.0005226349814408415,0.0,0.49675239212174854,-0.00021681619313109065,0.0,0.5013474876326218,-0.005319223688273966,0.0,0.5322920234199976,-0.0008757176238665764,0.0,0.5054528887716501,0.00010035813933510621,0.0,0.49938124050917676,2.678333282470703
R-CPI2_sqrt,500,0.002305936214331594,0.0,0.4668579152348253,1.87496674766469,1.0,1.7929704280676673e-08,-0.0004894765065858775,0.0,0.5072428639529054,0.00231150242020713,0.0,0.46733830632859724,1.3084652168277124,1.0,2.5418438979098954e-11,0.005278568735646553,0.0,0.42690397518085743,0.00010083224816822589,0.0,0.49852133950803573,-0.0023368897537133547,0.0,0.5350853733353806,-0.001298714191093974,0.0,0.5192712444383919,-0.000551930776553174,0.0,0.5080467771313717,4.535646677017212
R-CPI2_sqrt,1000,-0.00034859083067334486,0.0,0.5024748457002693,1.7480779134778972,1.0,3.263155658041175e-09,0.004746187540248979,0.0,0.4664110522323052,0.00012129553710433002,0.0,0.49914051064605036,1.786750270788913,1.0,7.740859006415063e-13,-1.6283589085947563e-05,0.0,0.5001152298378464,0.0001913751149766401,0.0,0.4986474872321927,-0.0007155001103874718,0.0,0.5050877783555566,-0.0001022467792698967,0.0,0.5007264061621658,-9.562472658749687e-05,0.0,0.500678871561829,6.728777170181274
R-CPI2_n,200,0.0032324702569197644,0.0,0.4702271528561936,0.964378403387474,1.0,5.264876796206109e-05,0.0002891143504770001,0.0,0.4973076325932888,-0.006135851803285721,0.0,0.5607657391297308,1.3021917739399675,1.0,0.0001226268893301399,0.0005226349814408415,0.0,0.4951049744105991,-0.00021681619313109065,0.0,0.5020312046597581,-0.005319223688273966,0.0,0.5480727727337106,-0.0008757176238665764,0.0,0.5082274882126345,0.00010035813933510621,0.0,0.49907102455547925,2.6720352172851562
R-CPI2_n,500,0.002305936214331594,0.0,0.4441259007214119,1.87496674766469,1.0,6.002934006564251e-09,-0.0004894765065858775,0.0,0.5124800047063568,0.00231150242020713,0.0,0.4455627420771179,1.3084652168277124,1.0,1.653419830315704e-12,0.005278568735646553,0.0,0.38035307561785936,0.00010083224816822589,0.0,0.49746839533277337,-0.0023368897537133547,0.0,0.5610035870168524,-0.001298714191093974,0.0,0.5332594088459808,-0.000551930776553174,0.0,0.5137189654679204,4.508770704269409
R-CPI2_n,1000,-0.00034859083067334486,0.0,0.5027506245365195,1.7480779134778972,1.0,1.6769299786021256e-09,0.004746187540248979,0.0,0.4626867680405208,0.00012129553710433002,0.0,0.49904493951316026,1.786750270788913,1.0,2.391721904847167e-13,-1.6283589085947563e-05,0.0,0.500128023833113,0.0001913751149766401,0.0,0.498497532329016,-0.0007155001103874718,0.0,0.5056557056470519,-0.0001022467792698967,0.0,0.5008074138758223,-9.562472658749687e-05,0.0,0.5007545177769623,6.679923057556152
LOCO,200,0.000960804843737964,0.0,0.4903642479149132,1.3409714394636354,1.0,2.254279800989048e-05,0.005849989881051634,0.0,0.4452546764042029,0.01664253261979727,0.0,0.35134429560959335,2.1084092981530516,1.0,3.45292941048881e-06,-0.005406751729989029,0.0,0.5558021840686416,-0.008393304050752767,0.0,0.5874954740291527,0.007002534530087798,0.0,0.4372375200860197,-0.0015336400681217471,0.0,0.5156133068019568,0.003008390168551242,0.0,0.46982601405991237,14.12695860862732
LOCO,500,-0.0012642199660030662,0.0,0.5315598122371992,1.8587314838218325,1.0,4.557962083103461e-08,-0.0015227683494723754,0.0,0.5414291046418991,0.005304810375397401,0.0,0.3706089966704783,1.846316202796986,1.0,5.411350711155206e-15,0.00035612458467403074,0.0,0.4902542358810386,0.009291316550418802,0.0,0.29681621443766315,0.00314014381082911,0.0,0.4179307718685578,0.0027947667390289255,0.0,0.4250792304844728,0.004021448118369728,0.0,0.3999574306174678,14.25084376335144
LOCO,1000,-0.00027225613785035463,0.0,0.5021647519581166,1.835866368687771,1.0,7.366762253636932e-11,0.0036403548916834616,0.0,0.4706868956013788,-0.006224117809815188,0.0,0.5502990869083199,1.830696480605897,1.0,2.320265524562856e-12,0.0006357907558268427,0.0,0.49495010109187776,-0.001504834788139009,0.0,0.5126413907535973,-0.00462983904777696,0.0,0.5370053937027711,7.325082013964757e-05,0.0,0.49941127486108905,-0.0037202859153449702,0.0,0.5304606373525066,21.37255859375
LOCO_sqrt,200,0.000960804843737964,0.0,0.4940654066078307,1.3409714394636354,1.0,7.429709720508628e-05,0.005849989881051634,0.0,0.46536918656228227,0.01664253261979727,0.0,0.40389860185252185,2.1084092981530516,1.0,9.747339519098659e-06,-0.005406751729989029,0.0,0.5340138401656354,-0.008393304050752767,0.0,0.5531855420563843,0.007002534530087798,0.0,0.45966194793107557,-0.0015336400681217471,0.0,0.5095609298243825,0.003008390168551242,0.0,0.4814130678973444,13.84657096862793
LOCO_sqrt,500,-0.0012642199660030662,0.0,0.5178250713878407,1.8587314838218325,1.0,1.2299850327846647e-07,-0.0015227683494723754,0.0,0.5225229070643713,0.005304810375397401,0.0,0.42587274872096875,1.846316202796986,1.0,9.903849124382755e-14,0.00035612458467403074,0.0,0.494718119408166,0.009291316550418802,0.0,0.37733788603928453,0.00314014381082911,0.0,0.45450656474630646,0.0027947667390289255,0.0,0.4589527883984747,0.004021448118369728,0.0,0.44327590752371204,14.298578262329102
LOCO_sqrt,1000,-0.00027225613785035463,0.0,0.5019342528233213,1.835866368687771,1.0,1.7246762816430625e-10,0.0036403548916834616,0.0,0.47384126667798776,-0.006224117809815188,0.0,0.544876624789737,1.830696480605897,1.0,6.740226846585241e-12,0.0006357907558268427,0.0,0.4954872855803915,-0.001504834788139009,0.0,0.5112279736513522,-0.00462983904777696,0.0,0.5330512189170197,7.325082013964757e-05,0.0,0.49947456635279247,-0.0037202859153449702,0.0,0.5271338517837217,21.461504459381104
LOCO_n,200,0.000960804843737964,0.0,0.4910822310614093,1.3409714394636354,1.0,2.6683440058603833e-05,0.005849989881051634,0.0,0.44907001945637026,0.01664253261979727,0.0,0.3610801133615029,2.1084092981530516,1.0,3.9836267153388325e-06,-0.005406751729989029,0.0,0.5515440372795808,-0.008393304050752767,0.0,0.580785086424327,0.007002534530087798,0.0,0.4414354611509376,-0.0015336400681217471,0.0,0.5144338105157604,0.003008390168551242,0.0,0.47207292794112865,13.827570676803589
LOCO_n,500,-0.0012642199660030662,0.0,0.5296924904873281,1.8587314838218325,1.0,4.9620067683321776e-08,-0.0015227683494723754,0.0,0.5387735149188668,0.005304810375397401,0.0,0.3779847497431651,1.846316202796986,1.0,6.976736346975007e-15,0.00035612458467403074,0.0,0.49088330595118695,0.009291316550418802,0.0,0.3069771360429617,0.00314014381082911,0.0,0.42297310895050133,0.0027947667390289255,0.0,0.4297983658681273,0.004021448118369728,0.0,0.4058067135102724,14.158005475997925
LOCO_n,1000,-0.00027225613785035463,0.0,0.5021499600023046,1.835866368687771,1.0,7.748661678175233e-11,0.0036403548916834616,0.0,0.4708895448073651,-0.006224117809815188,0.0,0.5499507176956795,1.830696480605897,1.0,2.472413917709433e-12,0.0006357907558268427,0.0,0.49498457035297383,-0.001504834788139009,0.0,0.5125501790341285,-0.00462983904777696,0.0,0.5367515765385623,7.325082013964757e-05,0.0,0.49941534088132455,-0.0037202859153449702,0.0,0.530246552825045,21.4244966506958
LOCO-W,200,0.012065775530568732,0.0,0.00020674294309785957,0.0005408112022022532,0.0,0.10208690817011767,0.0006512868457450473,0.0,0.005558912551484663,-0.00010680586510376616,0.0,0.9995270399442372,0.2715721707589496,1.0,3.435152162722943e-11,0.326891713645654,1.0,2.976607849092261e-11,-0.0007565370712210626,0.0,0.9610509297899751,0.005832693748024677,0.0,5.726046985976563e-05,-0.0017073130813023535,0.0,0.9993804167428557,0.004352007143094753,0.0,0.00035929706022852503,29.376779794692993
LOCO-W,500,0.001916991071420684,0.0,5.376533995793409e-09,-0.0024513812513175222,0.0,0.9999999998584019,0.0005095569520637257,0.0,0.013650593584609405,0.0003634842209223587,0.0,0.005390225092142598,1.2737261409398508,1.0,0.0,1.2751414509671686,1.0,0.0,0.0002207208962744522,0.0,0.20065778264776535,0.0002647857600642604,0.0,0.10967202369875739,0.0005282084078199066,0.0,0.0006061958221750263,-0.00014189400182948483,0.0,0.9614550287638406,49.52116894721985
LOCO-W,1000,0.001119025200606493,0.0,0.07956625316323374,0.0012040806035724105,0.0,0.047521469486452306,-0.0002693976957749,0.0,0.7063962698348318,-0.003517824159458859,0.0,0.9999995837846066,1.2471025771185276,1.0,0.0,0.8244851093177169,1.0,0.0,-0.00034890930813926806,0.0,0.792782207382223,0.0026433978886416486,0.0,0.0009320017808559511,-0.0011011632172265463,0.0,0.9759195808652829,0.003121941530621967,0.0,0.001213475780527773,72.34171414375305
CPI,200,0.0015391098664122582,0.0,0.4869172971031935,0.0028343335596182906,0.0,0.47596265651623204,-0.0011864698974398402,0.0,0.5103991140429558,-0.00024379461049667261,0.0,0.5020735075773738,1.194700262393604,1.0,8.167567589491855e-05,2.302333223122927,1.0,5.7684207336071e-05,-0.008025881861706732,0.0,0.569921238662691,-0.0010177419573221547,0.0,0.5087001426105762,-0.000411350159227275,0.0,0.5034675816511192,-0.003214983092585097,0.0,0.5273025555588245,2.2281687259674072
CPI,500,4.294224302883731e-08,0.0,0.49999777816631047,-0.00023493910348862043,0.0,0.5119921302968483,5.993013596395855e-05,0.0,0.4969453893249072,-0.00014879200565958567,0.0,0.5077120942889779,1.1300967836401659,1.0,1.154554961637734e-06,1.5476918272839646,1.0,4.197296779668305e-09,-0.0006130963021730371,0.0,0.5318904234880639,-0.00035264222142467744,0.0,0.5190365701210553,-0.00039947143766863244,0.0,0.5208926198588574,-0.00026192819213396654,0.0,0.5135491508093954,4.419847249984741
CPI,1000,-0.003894420791885636,0.0,0.7081839661855113,0.00017072870346305363,0.0,0.4934156033202271,-0.0010959080832876403,0.0,0.5434616036036923,-0.00013865407625164583,0.0,0.5054506038240301,1.5952325934447056,1.0,8.839737707169822e-18,1.1544519588002038,1.0,7.02389297049583e-16,0.001519080471816453,0.0,0.44139123254936574,-0.00021443004900324747,0.0,0.5084245705482692,-0.0005212943259750302,0.0,0.5185525777439912,-0.0008100296005374222,0.0,0.5318815602221841,6.728656053543091
CPI_sqrt,200,0.0015391098664122582,0.0,0.4926658914575105,0.0028343335596182906,0.0,0.4865098209378455,-0.0011864698974398402,0.0,0.5057509459552928,-0.00024379461049667261,0.0,0.5011620512806564,1.194700262393604,1.0,0.00036545532917841173,2.302333223122927,1.0,0.00014062629182242127,-0.008025881861706732,0.0,0.5388208544652378,-0.0010177419573221547,0.0,0.5048649955934366,-0.000411350159227275,0.0,0.5019509340866848,-0.003214983092585097,0.0,0.5153142153316826,2.230919122695923
CPI_sqrt,500,4.294224302883731e-08,0.0,0.49999904345207385,-0.00023493910348862043,0.0,0.5052029498424777,5.993013596395855e-05,0.0,0.4986736719759478,-0.00014879200565958567,0.0,0.5033169415105605,1.1300967836401659,1.0,2.9337884301059794e-06,1.5476918272839646,1.0,1.4310400312517103e-08,-0.0006130963021730371,0.0,0.5136916245177481,-0.00035264222142467744,0.0,0.5079989745088747,-0.00039947143766863244,0.0,0.5089405695968772,-0.00026192819213396654,0.0,0.5058342222881926,4.4163854122161865
CPI_sqrt,1000,-0.003894420791885636,0.0,0.6145545872459208,0.00017072870346305363,0.0,0.49589986790565166,-0.0010959080832876403,0.0,0.5267900409326566,-0.00013865407625164583,0.0,0.5033695646708177,1.5952325934447056,1.0,9.137388964904467e-17,1.1544519588002038,1.0,9.798006910942102e-15,0.001519080471816453,0.0,0.46347885127321525,-0.00021443004900324747,0.0,0.5052092686642057,-0.0005212943259750302,0.0,0.5119001904142889,-0.0008100296005374222,0.0,0.5197048779626396,6.521387100219727
CPI_n,200,0.0015391098664122582,0.0,0.48811942103079137,0.0028343335596182906,0.0,0.4781660094604139,-0.0011864698974398402,0.0,0.5094165899092528,-0.00024379461049667261,0.0,0.5018828516330551,1.194700262393604,1.0,0.00010193375538299316,2.302333223122927,1.0,6.529679492281845e-05,-0.008025881861706732,0.0,0.5633783474533033,-0.0010177419573221547,0.0,0.5078965275004774,-0.000411350159227275,0.0,0.5031513130320047,-0.003214983092585097,0.0,0.5247971797709601,2.2533748149871826
CPI_n,500,4.294224302883731e-08,0.0,0.499997994740564,-0.00023493910348862043,0.0,0.5108375540625013,5.993013596395855e-05,0.0,0.49723912882075044,-0.00014879200565958567,0.0,0.5069591951966245,1.1300967836401659,1.0,1.251354442656323e-06,1.5476918272839646,1.0,4.663374578216721e-09,-0.0006130963021730371,0.0,0.5287696826477982,-0.00035264222142467744,0.0,0.5171092792058749,-0.00039947143766863244,0.0,0.5188369729204824,-0.00026192819213396654,0.0,0.5122289141962909,4.361202239990234
CPI_n,1000,-0.003894420791885636,0.0,0.6990000399777793,0.00017072870346305363,0.0,0.4936381474768993,-0.0010959080832876403,0.0,0.5419552518195337,-0.00013865407625164583,0.0,0.5052629445933202,1.5952325934447056,1.0,1.018017121567224e-17,1.1544519588002038,1.0,8.254329877718483e-16,0.001519080471816453,0.0,0.44336626750657915,-0.00021443004900324747,0.0,0.5081346931629296,-0.0005212943259750302,0.0,0.5179725854383715,-0.0008100296005374222,0.0,0.5307836828764473,6.5999040603637695
R-CPI,200,0.0010499588002448425,0.0,0.4950733059029824,0.004057079121233088,0.0,0.48111433865811176,-0.0036890595597228637,0.0,0.5177683386257321,-3.768146403131995e-05,0.0,0.5001754585268758,1.55168037150235,1.0,0.003378512570206535,2.19519286891661,1.0,0.00012209138903142332,-0.010421693375146545,0.0,0.5496904346153357,-0.0021339148665025258,0.0,0.5099784886702248,-0.0012342315845524517,0.0,0.5057520597575528,0.0003577499973095815,0.0,0.49835901603344146,2.240946054458618
R-CPI,500,0.0002942252717154622,0.0,0.49221818454213095,0.000445720733245538,0.0,0.48773619919875116,4.828404742513776e-05,0.0,0.4986225970141134,0.00018204833385964604,0.0,0.4949512388987797,1.139352844765922,1.0,1.8727161110487107e-09,1.86095330735105,1.0,7.516039777434788e-07,-0.000662737839379353,0.0,0.5190136514325614,-0.00011628768840994296,0.0,0.5034141654620925,-0.0008262936706666504,0.0,0.5240408257450471,-0.00046632995330358904,0.0,0.5134846713588767,4.421342134475708
R-CPI,1000,-0.0055018826906675315,0.0,0.655161295769451,-0.0009257251941738824,0.0,0.5200417623971261,-0.001188243258573181,0.0,0.5260904546534589,-0.00029925030265662544,0.0,0.5064568016047245,1.6976755622532287,1.0,1.7275267899664475e-13,1.3826828069737847,1.0,4.464389615856768e-17,0.004012300219882924,0.0,0.42550496207507316,-0.000535338846838106,0.0,0.5116112710676861,-0.0017724787869992124,0.0,0.5370148499063541,-0.0008767001884537783,0.0,0.5188369734744819,6.543157339096069
R-CPI_sqrt,200,0.0010499588002448425,0.0,0.496561297226025,0.004057079121233088,0.0,0.48678562784546087,-0.0036890595597228637,0.0,0.5123042570047607,-3.768146403131995e-05,0.0,0.5001227485184638,1.55168037150235,1.0,0.0054617724035506765,2.19519286891661,1.0,0.0002743079774231365,-0.010421693375146545,0.0,0.5345332749089197,-0.0021339148665025258,0.0,0.5069720775599005,-0.0012342315845524517,0.0,0.5040230379716297,0.0003577499973095815,0.0,0.49884682452891266,2.2466728687286377
R-CPI_sqrt,500,0.0002942252717154622,0.0,0.49535731258710763,0.000445720733245538,0.0,0.492800226114932,4.828404742513776e-05,0.0,0.4992034954284144,0.00018204833385964604,0.0,0.49704578096178603,1.139352844765922,1.0,1.0744438073311806e-08,1.86095330735105,1.0,1.3846762898121493e-06,-0.000662737839379353,0.0,0.5109696015396894,-0.00011628768840994296,0.0,0.5019502939925874,-0.0008262936706666504,0.0,0.5137883141595945,-0.00046632995330358904,0.0,0.5077534320829419,4.356724977493286
R-CPI_sqrt,1000,-0.0055018826906675315,0.0,0.6081311516061301,-0.0009257251941738824,0.0,0.5149561782494796,-0.001188243258573181,0.0,0.5194012066269224,-0.00029925030265662544,0.0,0.5048221864688952,1.6976755622532287,1.0,6.949716816002643e-13,1.3826828069737847,1.0,5.46352357992142e-16,0.004012300219882924,0.0,0.44226856981644214,-0.000535338846838106,0.0,0.5086604212425755,-0.0017724787869992124,0.0,0.5278781246854335,-0.0008767001884537783,0.0,0.5140839776399507,6.5596559047698975
R-CPI_n,200,0.0010499588002448425,0.0,0.49533396641537136,0.004057079121233088,0.0,0.4821057045580977,-0.0036890595597228637,0.0,0.5168049805311703,-3.768146403131995e-05,0.0,0.500166242509519,1.55168037150235,1.0,0.0036122412713927945,2.19519286891661,1.0,0.00013663737869890367,-0.010421693375146545,0.0,0.5470274403146185,-0.0021339148665025258,0.0,0.5094523054213507,-0.0012342315845524517,0.0,0.5054496897210999,0.0003577499973095815,0.0,0.49844399084043545,2.217759370803833
R-CPI_n,500,0.0002942252717154622,0.0,0.4926253098180372,0.000445720733245538,0.0,0.4884022113654493,4.828404742513776e-05,0.0,0.49870000868206527,0.00018204833385964604,0.0,0.4952275137024573,1.139352844765922,1.0,2.1820054606547123e-09,1.86095330735105,1.0,7.914513097128307e-07,-0.000662737839379353,0.0,0.5179396802945322,-0.00011628768840994296,0.0,0.5032170104857254,-0.0008262936706666504,0.0,0.5226650941556698,-0.00046632995330358904,0.0,0.5127171870273104,4.40805983543396
R-CPI_n,1000,-0.0055018826906675315,0.0,0.651389626095167,-0.0009257251941738824,0.0,0.5196559199189207,-0.001188243258573181,0.0,0.5255813146540558,-0.00029925030265662544,0.0,0.5063328630162744,1.6976755622532287,1.0,1.8777616266876604e-13,1.3826828069737847,1.0,5.1986113527344224e-17,0.004012300219882924,0.0,0.4267317492590498,-0.000535338846838106,0.0,0.5113872686925792,-0.0017724787869992124,0.0,0.5363276850933042,-0.0008767001884537783,0.0,0.5184769961469579,6.57713770866394
R-CPI2,200,0.00011803575723204533,0.0,0.49948958528921383,0.003289967163107901,0.0,0.48585363769641204,-0.002924626276789857,0.0,0.5128616482841362,-9.90655453896822e-05,0.0,0.5004243182650631,1.6211384641841604,1.0,0.011768029664193852,2.1266689262171137,1.0,8.699829960604757e-05,-0.011711922289197766,0.0,0.5510860368989537,-0.0014859770444132215,0.0,0.5063701570048147,-0.0008951628391879402,0.0,0.5038274018654226,-0.001337749666412985,0.0,0.5056739935253807,2.2922885417938232
R-CPI2,500,0.002737595341722993,0.0,0.43937841307728076,0.0002991670031803117,0.0,0.4924467127618048,-9.176325474750328e-05,0.0,0.5023819583612612,0.0006031468819641787,0.0,0.48500007435701226,1.3573805897421976,1.0,8.662394638524841e-08,1.8707611074838106,1.0,1.1957737013028332e-06,-0.0010064981808117703,0.0,0.5265843789341905,-5.8661735458002536e-05,0.0,0.5015688945762704,-0.0007131146669240714,0.0,0.5191760802659074,-0.000480310071888291,0.0,0.5127958803185256,4.532470464706421
R-CPI2,1000,-0.005495752245954868,0.0,0.6376264109260904,-0.0020011540572643775,0.0,0.5398979444331222,-0.0009359556602384133,0.0,0.5188812095265717,-0.0001094542077228428,0.0,0.5021609718545756,1.6974005268259396,1.0,2.800894687319491e-13,1.41621738574188,1.0,5.889735909467983e-16,0.0028376390164119997,0.0,0.45061493811610737,-0.0003279802657528323,0.0,0.5064800834658592,-0.0015159403669579212,0.0,0.5283208265100992,-0.000583602800725327,0.0,0.5115180545989699,6.768221139907837
R-CPI2_sqrt,200,0.00011803575723204533,0.0,0.4996351015800024,0.003289967163107901,0.0,0.4898699649029625,-0.002924626276789857,0.0,0.5091508687227345,-9.90655453896822e-05,0.0,0.5003041703901908,1.6211384641841604,1.0,0.015623227428742958,2.1266689262171137,1.0,0.00021164648494645247,-0.011711922289197766,0.0,0.5364517690586136,-0.0014859770444132215,0.0,0.5045653552288797,-0.0008951628391879402,0.0,0.5027450336347093,-0.001337749666412985,0.0,0.5040786610660205,2.3119750022888184
R-CPI2_sqrt,500,0.002737595341722993,0.0,0.4612573520450854,0.0002991670031803117,0.0,0.4954095876078006,-9.176325474750328e-05,0.0,0.5014317931172183,0.0006031468819641787,0.0,0.490829711281091,1.3573805897421976,1.0,2.471519537236826e-07,1.8707611074838106,1.0,2.123715485302426e-06,-0.0010064981808117703,0.0,0.5158716736563517,-5.8661735458002536e-05,0.0,0.5009317894988183,-0.0007131146669240714,0.0,0.5113648434149688,-0.000480310071888291,0.0,0.5076119783983942,4.563752174377441
R-CPI2_sqrt,1000,-0.005495752245954868,0.0,0.5991821520385289,-0.0020011540572643775,0.0,0.530390609908726,-0.0009359556602384133,0.0,0.5143381592179623,-0.0001094542077228428,0.0,0.5016493665452842,1.6974005268259396,1.0,1.0867762574582582e-12,1.41621738574188,1.0,5.26357374801971e-15,0.0028376390164119997,0.0,0.46120197578471667,-0.0003279802657528323,0.0,0.5049451201711479,-0.0015159403669579212,0.0,0.5218977446782522,-0.000583602800725327,0.0,0.5087921357916081,6.7466912269592285
R-CPI2_n,200,0.00011803575723204533,0.0,0.49951457636207286,0.003289967163107901,0.0,0.48654242916359564,-0.002924626276789857,0.0,0.512221845650597,-9.90655453896822e-05,0.0,0.500403730235221,1.6211384641841604,1.0,0.012234235737190019,2.1266689262171137,1.0,9.849649236102383e-05,-0.011711922289197766,0.0,0.5485703145634093,-0.0014859770444132215,0.0,0.5060608372903177,-0.0008951628391879402,0.0,0.5036420097403396,-0.001337749666412985,0.0,0.5054012533625444,2.279437303543091
R-CPI2_n,500,0.002737595341722993,0.0,0.4420472798003178,0.0002991670031803117,0.0,0.4928248405956147,-9.176325474750328e-05,0.0,0.502259527748565,0.0006031468819641787,0.0,0.48574017747755055,1.3573805897421976,1.0,9.47952806080151e-08,1.8707611074838106,1.0,1.2552217409029474e-06,-0.0010064981808117703,0.0,0.5251961778059925,-5.8661735458002536e-05,0.0,0.5014859385248531,-0.0007131146669240714,0.0,0.5181572508286881,-0.000480310071888291,0.0,0.5121218840949926,4.546415567398071
R-CPI2_n,1000,-0.005495752245954868,0.0,0.6346303722344045,-0.0020011540572643775,0.0,0.5391903619356424,-0.0009359556602384133,0.0,0.5185420414980213,-0.0001094542077228428,0.0,0.5021229531617089,1.6974005268259396,1.0,3.037808583163882e-13,1.41621738574188,1.0,6.725795885189067e-16,0.0028376390164119997,0.0,0.4513805192827212,-0.0003279802657528323,0.0,0.5063659999336994,-0.0015159403669579212,0.0,0.5278492843604783,-0.000583602800725327,0.0,0.5113155108518428,6.765111207962036
