method,n_samples,imp_V0,imp_V1,imp_V2,imp_V3,imp_V4,imp_V5,imp_V6,imp_V7,imp_V8,imp_V9,imp_V10,imp_V11,imp_V12,imp_V13,imp_V14,imp_V15,imp_V16,imp_V17,imp_V18,imp_V19,imp_V20,imp_V21,imp_V22,imp_V23,imp_V24,imp_V25,imp_V26,imp_V27,imp_V28,imp_V29,imp_V30,imp_V31,imp_V32,imp_V33,imp_V34,imp_V35,imp_V36,imp_V37,imp_V38,imp_V39,imp_V40,imp_V41,imp_V42,imp_V43,imp_V44,imp_V45,imp_V46,imp_V47,imp_V48,imp_V49
PFI,1000,0.3680288611880995,0.3634816222017411,0.6923152148867755,0.9024041715458619,1.1615478817325864,0.00633405379655938,0.0004544634415365456,-3.4348758225055676e-05,-0.0012253742704110282,8.289438169106766e-06,-0.0018404999887584594,-0.005446892367138245,0.0002785654826980011,0.00030793313668564526,0.00129715012488274,-0.001322064434902015,-0.001101823207233621,0.0016834917386393533,0.0009434524698317404,0.001471152249219121,0.00028942379235519233,-0.0008864384179226859,0.00391033597325352,-0.001622113022524796,0.0011327662902532731,0.00023202401139876816,0.0012851663937367697,0.004000806615569341,0.0002366592103161258,-0.0042067617589589545,-7.038882595822304e-05,0.00042159973804467565,-0.0008456444951450148,0.0028712640071473228,0.002526556633654753,-0.005228191810633609,0.0009286102602273916,0.0008776509620000983,-0.0008027725502401939,-0.0017950034258723546,-0.0009203709891767442,0.01590391048709372,0.0004753354712646596,0.002207323483730872,-0.006834111795621878,-1.5577880651318488e-05,0.000888741791719494,0.0015328923813229256,-1.5486856973057073e-05,0.0005349805691716725
PFI,2000,0.4893407537729594,0.4067642274129494,0.9820958308023512,1.3772926751083694,1.5623198484491492,0.006900238412154258,0.00014813458966933535,-0.0002396101897593761,0.00025880264095223815,0.003804392898134945,0.000219822014136839,0.0024524235516935056,0.0022395477723735624,-0.0036800564765573363,-0.0024006806826948335,-0.0009019969858831134,-0.001290650471673982,-0.0003851512913874977,0.0019941357554533745,-0.0021554670702811363,0.002466021331016033,-0.009380525117732574,1.5366511885939182e-05,0.0005658583594567723,-0.0003509294105096261,-0.0006035541879939599,-0.0010078434194308317,-0.002215019750841818,-0.00040173643770846645,-0.003426292331185965,-0.0003040250144339396,-1.9818987087916184e-05,0.0021578481866317833,-6.223427503126988e-05,0.0008969147883126638,-0.0018176318885037013,0.0008143099417005084,-0.0010600618068703493,0.0006520902934126216,-0.000318447599792715,0.001146648307396525,-0.001972930451806243,0.0006015831317052189,-0.0013142661770401132,0.0004903849770949709,-0.0004739904714271548,0.00030012391447820086,-0.00010262211134381971,-0.007400974644445113,-0.001052498332431595
LOCO-W,50,0.014411807562699368,0.05817709592440875,-0.030835029289119187,-0.024734925120441544,-0.5521092041650474,0.5444543381123947,0.06877065162951394,0.517611685385056,0.5405568519527683,-0.05114419885495303,-0.025321295998664624,0.4926833644770358,-0.5495242135839087,-0.16912679685717613,0.14290365013808132,-0.6474321316686403,-0.005489486344665759,-0.13692444147277075,0.5516478924493499,0.5480952518394206,0.038373928972008045,0.4823681302297173,0.0001876587159229218,0.024116353939647447,-0.3817424769314435,-0.6057149788403647,-0.11272314851559298,0.058961858664480886,0.3821059620826278,-0.5090780654093295,0.6398788777689456,-0.037033712089399734,-0.45285982130604024,0.5273548826011517,-0.07302378263564735,0.5650194146232917,0.6400318122678434,0.549294857359045,0.6557654727882434,-0.026912261582872844,2.32900136594904e-14,0.10951898975001768,-0.03323977656097116,0.11014867859642244,0.4750493449853765,0.5235685295513246,-0.07585005740155736,-0.44090399871485086,0.6384598029069064,0.5702646814237706
LOCO-W,100,0.0764159183941001,0.04716796343579037,-0.7735984697199924,0.6935888251179252,-0.11654430803243004,0.09837042399422867,0.12182705771419101,-0.7081145187654954,-0.7268120537840952,0.02336421207836567,0.6654957896312436,0.17987336867511916,0.70747269650711,0.7548485008824767,-0.5042119352974755,0.3009896374236819,0.8131708205773787,-0.7985650090121429,0.6714713091625811,0.9142643365369195,0.8144658258336259,-0.620593823100075,0.746329844928518,0.02635330606805805,-0.8067615015267913,0.4708486884925024,0.9462401130120363,0.7487018772400051,6.949898958972552e-07,-0.09695241084298264,-0.1147017298813786,-0.7634583275531647,0.16120186591952612,-0.09251297672507186,2.154283149374381e-06,-0.6336104714985235,0.08668664926951289,0.00950049568931314,-0.1903601747148044,-0.6143055234309639,-0.7426115056280113,-0.295418144528637,-0.4527121506960106,0.1738355599133707,-0.403017800953379,-0.28645840254915533,-0.2298022426728429,-0.09082936264190494,-0.0028646409598591612,-0.8044424351104188
LOCO-W,200,-0.05863469056847602,-0.43347080512893166,0.06991093747117555,-0.030589700127550863,0.9911161765176256,-0.1361946584446553,1.5905833841963843,-1.051718978926985,0.06142519821210654,9.420426476381272e-05,0.01616813442465275,-0.5439541693876359,0.0022895356652050535,-0.08878176528869354,-0.0016176261098038622,0.0036773443577924675,0.02655678414396096,-0.024069882746330956,1.0860217383798787,-0.9486317861624721,-1.3799209394124643,-0.5212031927507408,-0.017767021285927463,0.08152819376444485,-0.20808361738667086,1.1388966044085096,0.40084518218367576,0.06342557068802639,1.2963945931223646,-0.010667548144813447,-0.22424373053327673,-0.004896259368346383,0.80488481942732,-0.1252029528800907,-1.2621838638538392,-0.6116606908346126,-0.05317904254084986,-0.1520832725756018,0.19110661976987545,0.9146561888057624,7.873270263036748e-05,0.07591345990858221,-6.879998412754952e-05,-1.003703689492179,-0.2172986040564357,-0.029743224828265354,0.06157818039511668,-0.2683050798246235,-0.12625529869332966,-0.07519696995789193
LOCO-W,500,0.08907854034048972,0.15861566764387533,0.3192756279588333,0.24355092288333696,0.2962168116453,0.005155128808366431,-0.17216806712580718,-0.15175478071167436,-0.04680190190800326,0.005659660709778258,1.0134034071875226,-0.47594632109690055,0.2312006295150235,0.18636569856344692,0.017278513892426014,1.0895035059965426,-0.17069256681757347,-0.05792503670367934,0.9408193632360871,-0.11932453689362957,-0.27263121110299715,-0.3000157292475301,-1.1155929448377249,-0.28738663042991136,0.0005638678849439618,0.3834749003819815,0.539363960979791,0.1074083359497023,-0.00660825749610701,0.8982220684420038,0.09881649258314971,1.1436594769626869,0.10514875035792234,-0.00601118490300829,-0.2622277381446361,0.07571100885547027,0.06292809332354436,0.44627039098603605,0.03707589426127069,-0.4865510154201381,0.12135964079194805,-0.24040416125334788,-0.029255468558717645,0.1601321844423257,-0.11096830618606526,-0.399195053469229,-0.21867660065214065,-0.16577611511264134,-0.012417838650728503,-0.014222306153458094
LOCO-W,1000,0.25686989466925647,0.03889626535262734,0.061497410115876526,1.1648758148329534,0.33946487238271617,-0.02412599759543416,-0.016891042890087558,-0.006667212699373895,0.19961065634593972,-0.15907412233495605,0.03971799479892291,0.29714153685227457,-0.19598046115805404,-0.32704057898608235,-0.02970717504015887,0.30504854022351885,-0.21152862616293727,0.0018457508777591951,0.018837782219978078,-0.1327103396675953,-0.34105319948571056,0.3475355499071988,0.3089023732178218,0.04856048566558254,0.011210301045045999,-0.10084886709720814,-0.0026380771865071456,-0.10856303310695038,0.15916962981787214,0.03896116531660754,-0.21940525143179143,-0.0022498572254755476,0.08894804107862911,-0.010174790678454986,-0.04005691280470095,0.04460463386829304,0.024887176451212367,0.2516188295762482,0.011064150053099407,0.028399892091978397,0.34874003100017414,-0.18926720253378473,0.07868689937603018,0.027081045612932734,-0.030933352154241266,-0.04862434061576366,0.4667926508973946,-0.0009046429731838126,0.002498102151771512,-0.0787566245979755
LOCO-W,2000,0.0663614601394633,0.05402851693173352,0.032542821155979375,0.15139928263865965,0.41134181252443713,-0.08416695649287617,-0.0012071056486744574,0.06475092592120839,-0.051778862462192175,-0.04720688204428846,-0.023090653080092987,-0.03551041163237139,0.030830542391540025,-0.0016992346846969911,-0.01878634993690303,-0.07099866795477387,-0.053424616639862664,0.0059005821743407134,0.004625046980429897,-0.030902430099072092,-0.034593256764573116,-0.0031146716079465545,0.01848521758014186,0.010395079715284843,0.026927902081483525,0.001695003879556845,0.05194607622827494,-0.012143667428451015,-0.03294767052530508,0.04486864326943443,0.0006914070712907119,-0.041627118299099285,0.01594891002795301,-0.0503553623405524,-0.01869863380339356,-0.022932975737505877,0.057013422891851205,-0.056602482835293184,0.024292108219797874,0.01744198210686626,-0.017780020653974164,0.022284113027604083,0.10189970023367602,-0.0038892475173580568,-0.018077279608719386,-0.014173191768550064,0.07435883883897998,-0.040512917644589974,-0.055502344909100526,0.05281164815441896
LOCO-HD,50,-1.5321681064923451,-1.9694908003288427,-3.60781094515682,-1.4380141902047212,0.18178703976724808,-1.263444961189169,-1.7696466364055636,-1.348820980041178,-1.2163839169422825,-1.2279658249321592,-1.4170298165694373,-1.4013912825173103,-1.3585292152279616,-1.2629114129857255,-0.9473895870255316,-1.3249240269419902,-1.289674254852268,-1.3706879268750312,-1.3080388917188968,-1.0918917677305817,-1.1463701365641104,-1.4012015628774694,-1.2564028599188175,-1.2231670194423225,-1.4826099201011438,-1.1377057559129726,-1.2411544569351918,-1.3313054045577797,-1.3977453527550745,-1.4485641558559639,-1.2552401997405989,-1.2252412641112587,-1.552389076440126,-1.614475276840488,-1.0652277870954938,-1.455331879344425,-1.2310784299640183,-1.2805529968342064,-1.2822096599385908,-1.7653082438157508,-2.2733157188292394,-2.4539734974657006,-2.374456405178576,-2.1465364318754174,-1.7959333994008349,-2.4774152771736953,-1.777638347918069,-2.3061831519817964,-1.9503959082205746,-2.7185831214776046
LOCO-HD,100,-0.07914396945173108,-0.22232165106936486,-0.2160637479132781,0.11252089643435803,0.4588162362476511,0.12011456711523683,-0.019543610971706427,0.019576533515317296,-0.08418323341731604,0.038395938682313835,0.0547258695310624,0.037518380283067865,0.0417371512855953,0.015850253465834685,0.04208718506184428,-0.007570099530267216,-0.11489763242661843,0.047776972604431256,0.04631828661888471,0.0613973472298428,0.046381308259282106,0.030121771416086185,0.11497311161012136,0.051141620437603175,-0.025082687456861485,0.041075907542950985,0.075545061538137,0.08281540316756941,0.0429928132338262,0.15714906211526292,-0.026005083365540305,-0.06024624990824812,0.009219893113171507,-0.17365681339784333,0.018814613087011933,0.022049118087733577,0.5079676218090359,0.02455348075755004,0.020264798094326908,-0.008220347781907389,0.10292151506994274,0.1460053597940807,0.047219471150173,0.00896541064061962,0.02617316701269501,0.16264557616628728,0.0314265513373575,0.13223462645645934,0.1075865385134962,-0.12962091857923097
LOCO-HD,200,0.06197223312118538,0.04823444000547017,0.05847858339865031,0.7166485533651321,0.5370993493556138,0.015408957231880738,0.07235641371948898,0.0007228060266841752,0.02521798452052515,-0.11626467066524171,0.0037411534970073212,0.012306175452774681,-0.07426266822368621,-0.11506052454371085,-0.12934367334640529,-0.025025323747842165,-0.08238396348056476,-0.006192821135564852,-0.027044901868649607,-0.05395718041865205,-0.08065770057928123,0.0038187984050073176,-0.0032384953447994747,-0.05433108234934547,0.10432830823748906,-0.019711146913842903,-0.11413722153900396,-0.05943315398048998,-0.02538914394865799,-0.11070356155635919,-0.05092092256098013,0.017129096780376774,-0.14724970870829868,-0.13892758282110096,-0.10123308718959922,-0.01510096138592365,0.017050227442348742,0.006962481854386304,-0.02269692983946925,-0.042762485316990784,0.0004606429000526546,0.03822242334262338,0.02038295571286497,-0.046957581410351334,-0.046320564131694386,0.025532138844792662,-0.028430044777368657,-0.011319681299384321,-0.034189159986126594,-0.05399869933289603
LOCO-HD,500,0.047259908592514055,0.2689110836614139,-0.006303903564747859,0.5260984133530164,1.0431447081324274,-0.022186552233136148,-0.015543925111683787,0.0016443482156951461,-0.015127876708308063,0.1014485423960303,-0.01589501824663264,-0.007974477620737108,-0.014943769088328729,-0.0032226632447283077,-0.01622396764077849,-0.01596313654093451,-0.03159994756136286,-0.01072253333776474,-0.007487712317430173,-0.009461130306436694,-0.02624395821248937,-0.0014629974081812325,-0.01486846795411867,-0.018728521585876567,-0.005725578158377598,-0.04385980346610663,-0.025184254370928194,-0.018324450824456662,-0.019765823505220048,-0.018002457772550606,-0.017294591109122903,-0.02045932092955982,-0.014542731170944956,-0.016536616585639097,-0.004597178339954988,-0.012771759134373672,-0.018322816968709743,0.01657077343836333,-0.01219638959003988,-0.00917433168569537,-0.004261933927666606,-0.0071474338830910256,-0.0037022368623609303,-0.028411537069619408,-0.014588442250979217,-0.014290031553726878,-0.0024070095172608053,-0.01623523461801235,0.0011646325324625728,0.011021938367190787
LOCO-HD,1000,0.22805807930095062,0.28728985172017946,0.29951193477441945,0.9721885906924133,0.9304468860009001,-0.014106176771089995,-0.001571580868765854,0.024666495688741075,0.11287765241761727,0.034846849387586865,0.02574199869019067,-0.01900875643623895,0.04224856216130635,-0.0011308187244091217,-0.005381190350889353,-0.0032854142501738126,0.0045936927188579,0.014854063978094911,0.02189941204282453,-0.015189453214615456,0.015513875821954015,-0.005478981653047554,-0.0014801023187895335,0.02779901040432453,0.02128165253883274,0.02680385336058211,-0.009639454196721964,0.03374843839536379,-0.046241674967253454,-0.0026177506642564574,0.0024730193298841963,0.0274996596710661,0.0528644934619798,-0.011281566022734724,0.039799684496013954,0.02941570329769072,-0.0021716183593868954,-0.009763200742846811,0.003519192223940315,0.02093821418294589,-0.0007505363577553492,0.04005797759622787,0.023693129260983048,-0.01230705667602644,-0.02709311999629216,-0.007281930462285147,0.017197474803512858,-0.03571949338366337,-0.0095177516889286,-0.011826649487835406
LOCO-HD,2000,0.38819939007589727,0.25137311201547125,0.572258843569365,1.0410308102628651,1.096773969127838,-0.014583692162812079,-0.02039128167362536,0.0030779045104005753,-0.026696837875088586,-0.0025210914418548613,0.012330574617151147,-0.031513231835789246,-0.007168364192551402,-0.03545522657654343,-0.0038077738350746904,-0.02719284918240411,-0.0421987425699199,-0.04731161252014532,-0.0038403603411326648,-0.003532186621587219,0.00011383680726750889,-0.04180628041636458,-0.029312236867544028,-0.026867575611456918,-0.021957080582869715,-0.011756813135306687,0.00931560517926805,-0.03417885726291281,-0.026053581671766635,-0.021565198490305637,-0.017182445891947506,0.00716955173981404,-0.030759710630859916,-0.0065873688308112355,-0.012233658007254733,-0.006942522833799758,-0.01060247055402136,-0.023484045754508576,-0.00872343498432443,-0.005885457132580485,-0.002293918839893161,0.0047140824092921085,-0.012431107457658297,0.01863062283565825,0.03203331081875477,-0.04355039297883023,0.00038332434511051394,0.009283406723217313,-0.03185443450458619,-0.01787401364857255
Robust-CPI,50,0.0037461315183818446,-0.09918760818603545,-1.5589195684152954,0.3240090329201542,0.5386362745721736,0.036295801381852344,-0.000952423662352883,-0.024052142610545085,-0.0391307708169703,-0.012751846969293554,0.002640822611403705,0.003501744362733311,0.009975106980404094,-0.025244217219688614,0.008750649227432045,-0.009216184838131828,0.030561004153706547,-0.001263328368522994,0.004811242238146758,-0.07740491768348526,0.0038779850061869416,0.0010647164169522902,0.00036542682538732595,-0.002065219829046215,-0.01608821384436138,-0.013935862345023566,0.0024793116531319098,5.158743957600301e-05,-0.04758929753429382,0.046326840015945635,-0.03472585987670298,0.011258907768363796,0.004817526849591871,0.004847260859949826,-0.0036543574889040657,-0.02342762079145681,0.008341528088050675,-0.00025694837127965606,-0.014782563102873774,-0.0179817745347566,0.0019124031766419704,-0.08165497201464224,-0.0053359197489428346,-0.006953418052906235,-0.043435944720191653,-0.00781397470282491,-0.00378051317393743,0.00021666679738888882,0.011295371287245339,-0.19671427993794272
Robust-CPI,100,0.2243502823141361,-0.07787524612265798,-0.09639405647237856,-0.47621894510931356,-0.008164984094910675,0.007324584246704893,-0.021914310380317045,-0.006671920951046015,-0.06853707736403232,0.008750154963967784,-0.0031501629995462624,-0.0007063211006220419,-0.006320005557149823,0.01569438994661865,-0.006019622037524141,-0.016031029416043598,-0.0171486792020357,-0.00470404252168907,0.0011535618745662879,-0.0016005671356438993,0.0037736096786880474,-0.005251590458122945,0.002932912568086049,0.0032185844457852685,-0.03575869926345235,-0.008345771270295626,-0.004310699002847792,-0.02354496361507023,-0.013680732135201821,-0.0037011760513934442,0.00629328004657274,0.0036823120407037386,-0.0024133548380472934,-0.03047379735967911,-0.0038843230656703484,-0.004137335569948494,0.05908309155652049,-0.0004753860902002956,-0.0006282985371515325,-0.009603006907911589,0.02299786351439251,-0.005963346171867327,-0.004743210674086879,-0.044593357659444006,-1.9275843440885457e-05,-0.06417939729362063,0.0003218470033179147,-0.0008268807753771405,-5.3613941662493515e-06,-0.08077922037087426
