method,d,imp_V0,tr_V0,imp_V1,tr_V1,imp_V2,tr_V2,imp_V3,tr_V3,imp_V4,tr_V4,imp_V5,tr_V5,imp_V6,tr_V6,imp_V7,tr_V7,imp_V8,tr_V8,imp_V9,tr_V9,imp_V10,tr_V10,imp_V11,tr_V11,imp_V12,tr_V12,imp_V13,tr_V13,imp_V14,tr_V14,imp_V15,tr_V15,imp_V16,tr_V16,imp_V17,tr_V17,imp_V18,tr_V18,imp_V19,tr_V19,imp_V20,tr_V20,imp_V21,tr_V21,imp_V22,tr_V22,imp_V23,tr_V23,imp_V24,tr_V24,imp_V25,tr_V25,imp_V26,tr_V26,imp_V27,tr_V27,imp_V28,tr_V28,imp_V29,tr_V29,imp_V30,tr_V30,imp_V31,tr_V31,imp_V32,tr_V32,imp_V33,tr_V33,imp_V34,tr_V34,imp_V35,tr_V35,imp_V36,tr_V36,imp_V37,tr_V37,imp_V38,tr_V38,imp_V39,tr_V39,imp_V40,tr_V40,imp_V41,tr_V41,imp_V42,tr_V42,imp_V43,tr_V43,imp_V44,tr_V44,imp_V45,tr_V45,imp_V46,tr_V46,imp_V47,tr_V47,imp_V48,tr_V48,imp_V49,tr_V49,imp_V50,tr_V50,imp_V51,tr_V51,imp_V52,tr_V52,imp_V53,tr_V53,imp_V54,tr_V54,imp_V55,tr_V55,imp_V56,tr_V56,imp_V57,tr_V57,imp_V58,tr_V58,imp_V59,tr_V59,imp_V60,tr_V60,imp_V61,tr_V61,imp_V62,tr_V62,imp_V63,tr_V63,imp_V64,tr_V64,imp_V65,tr_V65,imp_V66,tr_V66,imp_V67,tr_V67,imp_V68,tr_V68,imp_V69,tr_V69,imp_V70,tr_V70,imp_V71,tr_V71,imp_V72,tr_V72,imp_V73,tr_V73,imp_V74,tr_V74,imp_V75,tr_V75,imp_V76,tr_V76,imp_V77,tr_V77,imp_V78,tr_V78,imp_V79,tr_V79,imp_V80,tr_V80,imp_V81,tr_V81,imp_V82,tr_V82,imp_V83,tr_V83,imp_V84,tr_V84,imp_V85,tr_V85,imp_V86,tr_V86,imp_V87,tr_V87,imp_V88,tr_V88,imp_V89,tr_V89,imp_V90,tr_V90,imp_V91,tr_V91,imp_V92,tr_V92,imp_V93,tr_V93,imp_V94,tr_V94,imp_V95,tr_V95,imp_V96,tr_V96,imp_V97,tr_V97,imp_V98,tr_V98,imp_V99,tr_V99
0.5*CPI,20,0.12391677677384916,1.0,0.05570698807523722,1.0,0.10444707149568366,1.0,0.4692745571544834,1.0,0.9623012612086477,1.0,0.0001299115773827908,0.0,0.00500747641704824,0.0,-0.006166831579154652,0.0,0.0006912212716759791,0.0,0.006867007924433177,0.0,-0.001153511165671417,0.0,-0.002343523563545946,0.0,0.000838604084551664,0.0,0.0021060513129539937,0.0,0.00024874051423745547,0.0,0.008875464016263324,0.0,-0.0007230860931449201,0.0,-0.007844270172915058,0.0,0.0020172921809796796,0.0,-0.005953986580699677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5*CPI,35,0.16590893854954408,1.0,0.14992791367675146,1.0,0.1527617367389102,1.0,0.6653019133978202,1.0,0.35492893017227173,1.0,-0.003765556790800595,0.0,-0.00011215858549951108,0.0,0.0012884317096718556,0.0,0.0009073630233017993,0.0,-0.0007410444615411071,0.0,0.00038248113661526473,0.0,-0.0026428706071883745,0.0,0.0010356021873407228,0.0,-3.407567435881331e-05,0.0,-0.0008639588955881572,0.0,0.0006231148272398124,0.0,0.0005367824814074829,0.0,-0.001440619585942271,0.0,0.0015003609204420898,0.0,-0.00011715545963603136,0.0,-0.00012466263698296398,0.0,0.0005271256219410714,0.0,-0.0004326386405144045,0.0,-0.0021165852848242794,0.0,0.0012722635306808838,0.0,0.0009884377500875563,0.0,-0.0019908908344616894,0.0,-0.002655258173861863,0.0,0.000568334665275283,0.0,0.001022574818639932,0.0,-0.0005821783589170515,0.0,0.004364118427290176,0.0,-0.00018757159207949403,0.0,0.0015270496216877039,0.0,0.0028370689299641594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5*CPI,50,0.3436842955088738,1.0,0.149336539742716,1.0,0.05646908833257047,1.0,0.9237651233477133,1.0,0.6598236343501471,1.0,0.015309776834160349,0.0,0.00032461530448490983,0.0,3.70477553344184e-05,0.0,0.00032375039439191955,0.0,0.003023178451264097,0.0,-0.0005591107065978651,0.0,0.01412819725093839,0.0,-6.129120301989754e-05,0.0,0.0004481597875982679,0.0,0.0006659975643403815,0.0,-0.0018321367910256736,0.0,-0.0011981069338391492,0.0,-0.0032709737312188736,0.0,-0.004730342009928501,0.0,-0.001012865556110354,0.0,0.0008582850012196497,0.0,-0.0004370001042275362,0.0,0.00042159348604720037,0.0,0.0005279261541669689,0.0,0.0016268809087789382,0.0,0.0005126828986941057,0.0,0.000764054704958439,0.0,0.004846384602638754,0.0,0.0016410139816215308,0.0,9.766437491010027e-05,0.0,0.001016325334388335,0.0,-8.717676534331087e-05,0.0,3.3817443558570304e-05,0.0,-0.012149445055964159,0.0,-0.001701047238155895,0.0,0.00013061741975806118,0.0,-0.0022664203908405733,0.0,0.0011184152064822594,0.0,0.0010808918581163285,0.0,0.000756350494546365,0.0,-0.008470734107263178,0.0,-0.0013582602343191752,0.0,0.002784037230863068,0.0,-0.001486395734995427,0.0,0.004734642980590009,0.0,0.0024477893861722944,0.0,0.0008946525830527685,0.0,0.0008962643720502594,0.0,-0.0018181441516857966,0.0,-0.003059649564700062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5*CPI,100,0.11206584150691196,1.0,0.09228930336887536,1.0,0.2692960965590054,1.0,0.3263177029357694,1.0,0.74940981360121,1.0,-0.002303501373670358,0.0,-0.00047111095619689625,0.0,0.0007900862645927043,0.0,0.0030290155529382745,0.0,-0.0018132402495616984,0.0,0.00034294038360277446,0.0,-0.0008719722886212367,0.0,0.0009254676145074026,0.0,0.0005094862964074021,0.0,6.845490134815835e-05,0.0,-0.00011079646831191337,0.0,-0.00022844655889964205,0.0,7.6672850158499e-05,0.0,0.0015294077258639072,0.0,-0.0012545032359865815,0.0,-0.0004590511958869614,0.0,0.0020520988000653495,0.0,0.00010465889602706557,0.0,-0.0006876120600006752,0.0,-0.0005362897760875507,0.0,-0.0012698354497593933,0.0,0.0011520895696409683,0.0,3.411839187950072e-05,0.0,-2.089023739515472e-05,0.0,-0.00047243733415924805,0.0,0.0008898558045999927,0.0,-0.0004918070655769435,0.0,-0.0004092588888418014,0.0,-0.0006970917751418226,0.0,0.00041730453356164654,0.0,-0.001230365396111932,0.0,-0.002383266148529406,0.0,-5.3945082450823634e-05,0.0,0.002272987622136513,0.0,0.0003044620583217972,0.0,0.002415927386706984,0.0,-0.00119156908408391,0.0,0.0008836569185485255,0.0,0.000122525269045326,0.0,0.00019255762129966048,0.0,-0.001093166888992414,0.0,0.0006541432503051059,0.0,0.0012607069450932262,0.0,0.0007882912482438664,0.0,0.001043263181442211,0.0,-0.00040161588321152575,0.0,-0.0005410907485861038,0.0,0.0012192950433433936,0.0,0.00045477079469052883,0.0,0.0012608895757069138,0.0,-0.0001233101307314688,0.0,0.0010259928369971694,0.0,8.324833991513181e-05,0.0,0.000538608320326428,0.0,0.0008378026533014116,0.0,0.0007132775064876418,0.0,0.0006105973179563184,0.0,-0.0004402417667609404,0.0,-2.314520439811174e-05,0.0,0.0007881645263985715,0.0,-0.002113109149453063,0.0,-0.002658121436614702,0.0,0.0005020239051785058,0.0,0.0009422552017732122,0.0,-0.0002641335604756656,0.0,-0.0004102542346289817,0.0,0.00025710969587089405,0.0,-0.00096452133967323,0.0,-0.0002649333606750126,0.0,-0.0012537219300523539,0.0,0.0008299056620675871,0.0,0.0007962846924428613,0.0,-3.187676417948371e-05,0.0,-0.0011691065269411882,0.0,-0.0006538778501987697,0.0,0.0011264257309372971,0.0,-5.8002804160461885e-05,0.0,-0.0006236495597713443,0.0,5.1536871119917116e-05,0.0,0.0004901642160788366,0.0,-0.0012792770292320288,0.0,-0.0005962650163037764,0.0,-0.00026976137589879157,0.0,0.00024587615108517813,0.0,0.00043766453731142185,0.0,0.0001587294286814478,0.0,0.00011575231947175135,0.0,0.0005594508415611155,0.0,0.00041964629897339734,0.0,-0.0013118633011026115,0.0,-0.005117888647050595,0.0,0.0003556307945603576,0.0,0.000449233641780733,0.0,-0.00033222811266220287,0.0,0.0006817983213744383,0.0
PFI,20,0.11489748947487155,1.0,0.10710274912034501,1.0,0.19788518806843203,1.0,1.0012600294124478,1.0,1.1487253930015675,1.0,0.026539097921914667,0.0,-0.0048462109461667735,0.0,-0.012869520121963629,0.0,0.0037231869019989094,0.0,0.004075042726735867,0.0,0.006284584795857695,0.0,0.0008204028532351471,0.0,-0.00025786251639670077,0.0,-0.0012088123363386272,0.0,-0.004203075103845544,0.0,0.007882940527831006,0.0,-0.000409355387162913,0.0,-0.015270378307641552,0.0,-0.0009109249723893154,0.0,-0.017842924568424512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PFI,35,0.2348270804123046,1.0,0.2937976115169648,1.0,0.2100130353823323,1.0,0.8025080661267313,1.0,0.5286746329795381,1.0,0.0010014084159627457,0.0,-0.006958040850278957,0.0,0.0018955845017504247,0.0,-0.002175731236122136,0.0,-0.00134773310342029,0.0,0.002139227685552192,0.0,-0.006038350447074903,0.0,0.00344518841379593,0.0,-0.0046723086628200905,0.0,0.0004467365063917095,0.0,0.000364445003379843,0.0,-0.000857457920555249,0.0,-0.003480066577485119,0.0,0.002007780476802945,0.0,-0.002840102705762182,0.0,0.0015762701484158814,0.0,0.00250721612371152,0.0,0.002265641249785788,0.0,-0.002531686868165184,0.0,-0.00015451251058984372,0.0,-0.01585525130570986,0.0,-0.0011361500967668192,0.0,0.0009521799244343043,0.0,-0.00047343391864584916,0.0,-0.0013936909095073613,0.0,0.0011026377419249833,0.0,0.005717375445499995,0.0,-0.0015309919211280443,0.0,0.001332841216337699,0.0,0.0026425388523872995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PFI,50,0.356129239776924,1.0,0.2712795444903069,1.0,0.08054726994836647,1.0,1.2483905192976212,1.0,1.0476370882823247,1.0,0.017744473042515585,0.0,0.0023274421601953144,0.0,0.0009054444808516138,0.0,0.0006019073795464625,0.0,0.0025292704106669728,0.0,0.000314523278246881,0.0,0.01652243734852421,0.0,0.00013991163158433295,0.0,0.002435855272533427,0.0,0.0012586968631158602,0.0,-0.0020668447726275296,0.0,-0.0008564343686117137,0.0,-0.0035486560224726738,0.0,0.00016385249646488909,0.0,1.3087602239947316e-05,0.0,0.0012807519346615948,0.0,0.001768519277473457,0.0,-0.00024997543062332817,0.0,0.0008789630645398283,0.0,0.0017798675209070858,0.0,0.0005928467956841654,0.0,0.0006861459024107841,0.0,0.0032330218110794284,0.0,0.0008957684388519738,0.0,-0.000354286818216476,0.0,-0.0036092418024020745,0.0,0.007840218088243756,0.0,-0.0004512233354598827,0.0,-0.0009098869183883362,0.0,0.0015116378522963547,0.0,0.0004815606199721767,0.0,-0.000696175058006121,0.0,-0.0006377344645964733,0.0,0.0012034096074524658,0.0,0.003838548770028538,0.0,-0.004892791141688058,0.0,-0.0017805436029560973,0.0,-0.0006629265828725917,0.0,0.0011886379101406774,0.0,0.004586277422926388,0.0,-0.00181472144741468,0.0,-0.0005467636008038568,0.0,0.0006058288996633188,0.0,-0.0012051056339710264,0.0,-0.0034862921856744222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PFI,100,0.12025546110159524,1.0,0.09429358227572904,1.0,0.29520142129582616,1.0,0.5925803204439907,1.0,0.9212781569193168,1.0,-0.0007205702531537517,0.0,-0.0009458058675084757,0.0,-0.0011449511222262343,0.0,0.0024513588447393486,0.0,-0.0006632577113989679,0.0,-0.00013718347502811312,0.0,-4.7879509525228237e-05,0.0,8.870180198039535e-05,0.0,0.0005853004722937705,0.0,0.0008693559338955881,0.0,-0.0010833697615889593,0.0,-0.00036598665670461994,0.0,0.000713734070220795,0.0,0.0005483494041208514,0.0,-0.004150702316908617,0.0,-0.0023357656837952323,0.0,0.003430461702575327,0.0,0.00037602881308052005,0.0,-0.0008288928481977598,0.0,-0.0004889906350373785,0.0,-0.0006741984527897094,0.0,0.0017547264606746493,0.0,0.0017558410067031183,0.0,0.00038711861965867733,0.0,-0.0010560827483538926,0.0,0.0008680115419495982,0.0,0.000608397477406708,0.0,-0.0008091491410716634,0.0,-0.0005020998659706066,0.0,-0.00017662070455026768,0.0,-0.0014221659915624185,0.0,-0.0019508908942194036,0.0,0.0013249136386270788,0.0,0.0016975632172933075,0.0,0.0008156878819385316,0.0,0.0021423184659234984,0.0,-0.0009928842555430029,0.0,0.0011613966426656797,0.0,0.0008689862808523019,0.0,-0.0006400839766937949,0.0,-0.0008761136205110986,0.0,0.00049403821222338,0.0,0.0010520463839750471,0.0,-0.0007564165872574469,0.0,0.00042246439602011687,0.0,-2.9939642292142743e-05,0.0,-0.0007085420064675274,0.0,7.744516801366785e-05,0.0,-0.0003127601845955841,0.0,-8.106184553602347e-07,0.0,-0.0006229653270100055,0.0,0.0004314142221970574,0.0,0.0008611582675462914,0.0,0.0014850092999088016,0.0,-0.000307628679646621,0.0,0.0011081321314586612,0.0,0.0012958585483503482,0.0,-9.483390959119653e-05,0.0,0.0006553161792227646,0.0,0.0014303299959553817,0.0,-0.0017385074602843664,0.0,-0.0017314918708416505,0.0,0.0009180502283279157,0.0,0.0017511977658033473,0.0,-0.0015061581247317601,0.0,-0.0009186733485202492,0.0,-1.751429764129675e-05,0.0,-0.0014332286133490468,0.0,-0.0005398343609557266,0.0,-0.0005327350036000711,0.0,0.0009400777451771258,0.0,0.00014926661497283167,0.0,0.0005343910603832214,0.0,0.00028432630946839677,0.0,0.0019499431808338574,0.0,0.0007136360218344961,0.0,-0.0010858372430389007,0.0,-0.0011865280153415814,0.0,0.005397755068566101,0.0,0.001622725264337821,0.0,-0.0002031239416356856,0.0,-0.00043101697571745756,0.0,0.0014285007256655824,0.0,-0.0016745893517822186,0.0,0.0013860036812872734,0.0,-7.80980293548783e-05,0.0,0.0011033183422073378,0.0,7.044992915505865e-05,0.0,-0.00012887252148474637,0.0,-0.001077973248374442,0.0,-0.0065873968713663356,0.0,-0.00023900471374860288,0.0,0.0004006969839458474,0.0,-0.0003863746497992926,0.0,0.00089056998238779,0.0
LOCO-W,20,0.030100764748330875,1.0,0.09259850255628947,1.0,0.017515504884573686,1.0,0.4068027782216918,1.0,0.5210477314818082,1.0,-0.04079245427148706,0.0,-0.03419863680875766,0.0,0.008658516614323285,0.0,-0.02793717976394518,0.0,-0.01036131634322724,0.0,-0.014193257652801208,0.0,-0.025723180058699453,0.0,-0.024107960494431913,0.0,-0.01779817413574778,0.0,0.06845442753458589,0.0,-0.026209346038933042,0.0,-0.03087732643603512,0.0,0.008617440698301759,0.0,-0.04569446291076296,0.0,-0.005035929297752245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOCO-W,35,0.3240026541663059,1.0,-0.04962105128865554,1.0,0.01905312295855877,1.0,0.43230100972329516,1.0,0.24661111252282247,1.0,0.044088256793507835,0.0,-0.0387526434562279,0.0,0.02475851678473983,0.0,-0.0030985333518862954,0.0,-0.04022748586312357,0.0,0.03457608867103683,0.0,0.309652032901711,0.0,0.006310820146573607,0.0,0.007963715064209776,0.0,-0.013336789928482255,0.0,0.047052643155494296,0.0,-0.007778400059181051,0.0,0.05434515940781882,0.0,0.12630969056960387,0.0,0.23621155423329207,0.0,-0.06305592249811545,0.0,0.07847229683437197,0.0,-0.022648007962789665,0.0,-0.09427470244574117,0.0,0.01889301500283189,0.0,0.01973641893059243,0.0,-0.04435298601541368,0.0,0.0018113811079212404,0.0,-0.019068754726967816,0.0,0.09649807664921034,0.0,-0.0005266088833421096,0.0,-0.040547957188987564,0.0,-0.2591347711939899,0.0,0.001111282316192222,0.0,0.06716367178624762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
