method,d,imp_V0,imp_V1,imp_V2,imp_V3,imp_V4,imp_V5,imp_V6,imp_V7,imp_V8,imp_V9
LOCO-W,35,0.1055271143023588,0.34414181429334834,-0.2508007338429136,0.0845910124431729,0.13322956481085288,0.06193311468889953,-0.3031139928797954,-0.14054642891730593,-0.13559068472419872,0.04736741448667984
LOCO-W,50,0.2765242078463915,0.31415706023177004,0.08418482574779586,0.38667370417250385,0.17433184512447136,-0.05031699317729874,0.29637196728830434,0.03888373276038115,-0.05567128165729064,0.2863811609615878
LOCO-W,100,0.029479183100425254,0.04905175870242228,-0.12033685679849129,1.0766323935712656,0.1702439758503036,-0.03818172119768273,-0.34159625297523755,-0.17370278266416042,-0.24535846210092874,-0.024565066777679945
LOCO-HD,10,0.27840238670475337,0.14218088744453894,0.3645339911803368,0.9620806865525415,0.9795000481612308,-0.08495660260431759,-0.05532457058779633,-0.0444540984234188,-0.08097909469032344,-0.012798530528335128
LOCO-HD,20,0.49589995085307154,0.44708420773956475,0.29915149914498923,0.9885842805883973,1.3097814077718175,0.03257816544172387,0.00789518481223972,0.039962341599666495,0.028246455795618353,0.027883616289304913
LOCO-HD,35,0.33823904841150576,0.1809808118046876,0.34399228542960425,0.9263849493426989,1.0320928303961328,-0.030861321521171436,-0.002160538563115433,-0.006031173950812596,-0.014308562590961915,0.005039133458336287
LOCO-HD,50,0.22403228594125946,0.2097008786440272,0.18619358199867497,0.6290739634627069,0.8320744492039038,-0.05649541340549147,-0.013951245807097723,-0.016406818701344084,-0.011111873730449306,-0.025339180718861654
LOCO-HD,100,0.29656836377466744,0.21406384714434035,0.42384496520110404,1.219741559800568,1.5901210181663252,0.05419372346243445,-0.024027735711651954,-0.0021354521746419497,0.04869770967515241,0.031066288720550284
Robust-CPI,10,0.3312291000917029,0.13462123802185483,0.30917997492503513,0.7495398669430835,0.6100168748326833,0.0018232843764501377,0.004148896721352916,-0.0021716818994519625,-0.0029984331451197023,0.002569752203365612
Robust-CPI,20,0.32675726820342493,0.2789171229190953,0.14587558243280097,0.768388297775966,0.7987698442331325,-0.00016814786961372614,6.479241118964008e-05,0.00034229618544436274,-0.0007089195070433406,-0.0008214805863889433
Robust-CPI,35,0.3505497456750138,0.15213696509422173,0.36184072117479177,0.6545611691395723,0.8151641077980056,-0.006176935022131375,-0.006934562774116222,-0.0037662558432484984,-0.0002931504944032977,0.001226674117183188
Robust-CPI,50,0.21309616665670877,0.15058644062473095,0.0848625325820895,0.3761784326700155,0.4218865501411183,-0.001472354505398136,0.0018863221783265995,-0.0011662704775763893,0.0002363339095312611,-8.28479237281894e-05
Robust-CPI,100,0.26938987270899206,0.18608200515893222,0.2681437738250045,1.0253260535210589,0.9294129664160738,-0.0012393008905221426,0.0008593962802750701,0.003107579553597185,0.0007640761284250887,-0.00026470837320023656
0.5*CPI,10,0.2276775578266529,0.16868175678039998,0.3241086272571754,0.857500958728831,0.6637936334949569,0.00013934737707926859,0.0023896006170341932,-0.001871727750175356,-0.006409223934193464,-0.0022369148368568403
0.5*CPI,20,0.20375121376163663,0.17228248999161744,0.3005169667233947,0.7772673043067476,0.8300532458110575,-0.0016070171463402616,-0.0021141903761306424,-0.001085567944909327,-0.0020279715207114357,0.004026924325167214
0.5*CPI,35,0.22330720392516976,0.1556298086017153,0.14770183568780407,0.3604160894520606,0.7935388862221234,-0.000434925955339005,0.0004945983185614122,-0.0007642019734757088,-0.001030849295078795,-0.0010322628230609032
0.5*CPI,50,0.2142497600845094,0.12311995967325595,0.1961431024851738,1.095685793848966,0.8239757923596451,0.0014545742475375878,-0.0008642742813286253,0.000734611406368546,-0.0012222781163140906,-0.002076908679493672
0.5*CPI,100,0.25166590517754533,0.1795076879417294,0.3046167848810944,0.6162176421420784,0.6910003971604088,0.0007143334745663421,-0.00036649478133737867,0.0008970942361724576,-0.007393765900686522,0.000901023466780948
PFI,10,0.43981228087187696,0.3798011088212834,0.7041303715310978,1.1164251126988978,1.311615010418702,0.0007861736248282458,0.00867856750197571,-0.002292148550794959,-0.014949444240949239,0.00030792637532905953
PFI,20,0.2757940499566043,0.3123923732584226,0.6856572687463032,1.011117321531433,0.990921453311167,-0.002727903518522923,-0.000990327298373339,0.003799115950051002,0.0008110743295823841,0.0033232410043656513
PFI,35,0.3788914553939763,0.27354259531706415,0.4423976507046229,0.7632182555368555,1.0603399951595076,-0.0007091791562386929,-0.00024157674415448138,-0.0038402828500375685,-0.0027312059957602663,0.000429895721179685
PFI,50,0.29805688820179366,0.27718915121391785,0.44211348581488774,1.0437809456995604,1.0117644506168295,0.003601697415427152,9.597613124290305e-05,0.0030617150609483224,-0.001212029857595498,0.010934925286101738
PFI,100,0.398342354966137,0.3379732031364878,0.49082608676350936,0.769674019992645,0.9892231350593407,0.008455496177404709,0.00036981916243405966,-0.0011728682645791855,-9.771499131827621e-05,-0.0055549357121664755
LOCO-W,10,0.03612028300998303,0.010008060565698227,0.14044045040160089,0.8094264890417507,0.6273978477018919,0.003704335213234532,0.01640710973754082,-0.008024724059270693,-0.004841157724746926,-0.003466367706854022
LOCO-W,20,0.09697746660449323,-0.059755879506465166,0.54858028995604,0.5309544493604342,0.5644703882533525,0.06379749546541488,0.010890449581727092,-0.059709219471674936,-0.018084708788054904,-0.00808347176967295
LOCO-W,35,0.1171708025483085,0.2334386607755167,0.003918441893391993,0.3319098800356518,0.4313046660432643,0.0437332715301753,0.09132363710084956,0.2508426704673931,-0.10767369028135278,0.30071117594774044
LOCO-W,50,0.00021934244935435356,0.126278210376938,0.024694906569876045,0.2746741801120832,0.3622531293724834,-0.2628733200667265,-0.04404329873222123,0.01961195116913725,0.24203269493517462,-0.0642243435362571
LOCO-W,100,0.2925870291132784,0.44709139968553296,0.47097705091638464,0.02585903539061527,0.8657455824956676,0.19274056861860164,-0.03907956660350973,-0.21810971170100024,0.45728709297551184,-0.01414525474192615
LOCO-HD,10,0.39125211827624407,0.21543638415987942,0.9166283535226822,1.1440051145087955,1.4475914032359112,0.018340602862265687,0.07440328509068761,-0.013728271657537094,0.06151621066396673,0.025886577354364393
LOCO-HD,20,0.3108479637648003,0.21142329958689166,0.6741449476498413,1.489493425581703,1.1615201425913024,-0.05044748374420571,-0.11843608803870864,-0.05794901293217303,-0.09300310404552192,-0.02408090019075715
LOCO-HD,35,0.20216605854081282,0.27897338893881435,0.3337849829880832,0.503472452143831,0.9602002933626228,0.020959847977042367,0.011595851789134748,0.01920074308482589,0.023239755132185624,0.025703043957257476
LOCO-HD,50,0.1081197069111689,0.2790055226420113,0.4925568814916198,1.320611546700801,1.1859994584235385,-0.06248019215421552,-0.06872624650162162,-0.06606005597752074,-0.048807701232264855,-0.07235997256455706
LOCO-HD,100,0.4071444358563586,0.4097843471568513,0.32640831264084647,0.9969939861291713,1.0606084796905302,0.025869146606380067,0.009417117464403435,-0.031130638159266977,-0.022018459642991317,-0.006025116859148638
Robust-CPI,10,0.25308352424826364,0.19297226367373704,0.3019290442096274,1.0595639562253887,0.7895169606511341,-0.00029341123789142963,0.0026882348990844274,-0.0029747373804760733,-0.002324480826018138,-0.0005494952361124783
Robust-CPI,20,0.25606931506445507,0.18811324414235417,0.40987978509437467,1.031209291608454,0.9238699844707787,-0.0010513935965805084,-0.0039896941015620975,-0.004008432038348121,0.0072805701519597955,-0.0037685712291081626
Robust-CPI,35,0.18929372913483258,0.1525321631297754,0.15965374293160264,0.4670437672408615,0.6422407250387849,-0.0009059371692364387,-0.0019497250984758063,-0.002066409655078634,-0.001802265608032081,-0.001922437900623539
Robust-CPI,50,0.22398332817839525,0.17771351068272243,0.25392214760383325,1.063367772088666,0.7655850120029003,0.0007725344938847243,-0.0015870262904128947,-0.0013540453609979615,-0.0015132953409207677,-0.0035375197262633375
Robust-CPI,100,0.2903439799161067,0.1764512242767312,0.17822066289653865,0.8626159001276986,0.8795589869328512,0.007462347787411405,-0.0010272064823615512,-0.001621247002872446,-0.00804479492483334,-0.005818323191856454
0.5*CPI,10,0.2934826831514526,0.15024088184869838,0.13661310964293,0.7841557635548728,0.7137636316812559,-0.001132706518768567,0.0008054054167414837,-0.0011252144070863224,-0.0023577297109590722,-0.0036043042101883416
0.5*CPI,20,0.24111075323528097,0.11568180303863121,0.34604905756775517,0.6129009343530831,0.6058464408215124,0.0013162096944580037,-0.003403779480662339,0.0006271326350894141,0.0024473183047801356,0.0012003284445458867
0.5*CPI,35,0.4495613720902486,0.1473375816754918,0.14634095701414432,0.6913621194101491,0.5914066324992169,0.0018710280630641896,0.001075368716577152,8.385197575402903e-05,-2.4643473063357124e-05,0.0012429649268942966
0.5*CPI,50,0.2807520982695659,0.10135111210167058,0.0942868310371946,0.7037982636803546,0.7171954599196269,-0.00015777733911220837,-0.008044185276879112,0.0015015024560844359,-0.002604488945770256,0.00031717696503741344
0.5*CPI,100,0.15743843347888914,0.07028821419112913,0.13536079199274437,0.49777292440202764,0.7181821894461913,-0.002051120320356037,-0.0010995413325121661,8.600085893334386e-05,-0.0017066538217794247,-0.0010781554573472407
PFI,10,0.5500245034620541,0.4974861517600535,0.7332041349288905,1.306909998323805,1.5151771372091385,0.0029832613340249337,-0.0003444970059793828,-0.008457764103788623,-0.004994685373473917,0.010402221779143739
PFI,20,0.4192662610334719,0.37627341377656304,0.9278500038402799,1.2806551464841043,1.5058255432178993,0.008636578484885693,0.005580233698918469,0.0010345615912771833,0.009014927439119857,-0.004486151885947753
PFI,35,0.5979228766817143,0.40985457586132557,0.6302166778485495,1.1487101092841137,1.1070412937654774,0.009070107012939976,0.0012012296889581942,0.0008112173573903148,-0.0016068751029952866,0.003704385217364603
PFI,50,0.46382115145936087,0.44987642067349043,0.43804438793308154,0.90702044197257,1.129551807065883,0.004315961292699955,-0.007543889604199383,-0.006424153794273413,-0.001567403041527915,4.520870003066335e-05
PFI,100,0.16716236860730782,0.09805017336014288,0.24164150319448852,0.8223908799526238,0.8087805848543881,-0.0019806970518015943,-0.003379203067065295,-0.0013864801388260295,-0.002696411743831728,0.0005722881146085212
LOCO-W,10,0.03262769294234947,0.01388154654624431,0.025240021725766476,0.7113249431979242,0.6174547684593443,0.013650996746525814,0.0008338621822721235,0.018438673302111793,0.025453882677762968,-0.024474035512093373
LOCO-W,20,0.05016922071584446,0.32995852950309706,0.007846760814954648,0.4089862750296468,0.4338921961115529,-0.01715053161903648,0.02175695154676214,0.01174313381950708,0.010793638118143923,0.007595832798813646
LOCO-W,35,0.4577808588892791,-0.15985105504420857,0.4248613159997192,0.2532051056881742,0.0052964678697957415,-0.008075065426938399,-0.0005962918525444796,0.2160117776462851,-0.020697727536223127,0.09883046679940667
LOCO-W,50,0.13541257049679736,-0.15286584006992598,0.2807199781853804,0.0641853735391282,0.3611183127822434,-0.19509358154938491,0.007655461579204101,-0.20037102381181726,-0.04905031039211588,0.0415584093792801
LOCO-W,100,0.03826178105955734,0.5094827859969494,-0.035126442385619856,0.2452648219539771,0.3694501711253641,0.1298824532469813,-0.23639729009923893,0.21752705132426117,-0.03555001697852407,0.09183493885945918
LOCO-HD,10,0.4159854502759456,0.3321744281383311,0.4524755870786654,0.8789672989498478,1.0248562704231665,-0.03405093664738029,0.0008631757936003459,-0.0077401198904052115,-0.01757035475704133,-0.0022745928015597827
LOCO-HD,20,0.30506955429564,0.32108429377983827,0.5361404688230221,1.017863853222585,1.0302042595803111,0.03407094536865213,-0.021645359877295378,-0.020984805794582867,0.013582634815420602,0.010371177658523412
LOCO-HD,35,0.5091418445829192,0.35601140943147663,0.39728029440575147,1.144854040767037,0.9824325997616181,0.0328959681364579,0.0252785651716661,0.003748162959933077,0.05033310007819786,0.019378996898505974
LOCO-HD,50,0.2109075486722053,0.1359730053621443,0.18824902646791186,1.4021460059894335,1.0087936938824225,-0.062025393046488686,-0.11920100397207822,-0.07668883704426765,-0.08773151740837182,-0.053018020406454536
LOCO-HD,100,0.23649751736605795,0.05761177143985785,0.37485221020012893,0.5527796774666375,1.4183527392997028,-0.010233106321628438,-0.0010836547160486543,-0.008175535608251683,-0.005308167391640195,-0.020819553112947475
Robust-CPI,10,0.2954741467485488,0.16099956250570605,0.2535120352021074,0.7679257662293051,0.840950926216103,-0.003141221615009306,-0.0027100918485995105,-0.003965801660259406,-0.0031245911902068584,-0.002521380503389296
Robust-CPI,20,0.18719408173179056,0.11904705208417571,0.275792658149942,0.6400658452780366,0.6061330461920208,0.0023449081470730245,-0.0044666096372177975,-0.00028596992628687263,0.0013292525421666303,-0.0006800481758724923
Robust-CPI,35,0.42954773147152364,0.17487548291611693,0.2152407992238243,0.7968769044216109,0.6020287684795161,-0.001536621197030615,0.0011756230831976475,0.0006576910284680029,9.418235919918126e-05,-0.0008049819965963187
Robust-CPI,50,0.3320644433806252,0.15945378241382793,0.11327436470107842,0.8375107152120056,0.7222203054916362,0.000339426505169711,-0.011992536379887753,-0.0026114479106991778,-0.007309181204420673,0.0010264124863446518
Robust-CPI,100,0.17939120774906858,0.06484256345692781,0.24409867243341674,0.5106800299631578,0.7667876382023479,-0.0019196820879631797,-0.00042489051531250456,-0.00016222463742706232,0.0004577513084893712,0.0006091999433099134
0.5*CPI,10,0.3240233120235937,0.10044618325643964,0.24448584797212417,0.8853215211974944,0.602006215693489,0.0007795326378461642,0.005133131256062212,0.0011063299863961484,-3.3822473021000166e-05,0.00015575789976512988
0.5*CPI,20,0.196432258771497,0.12077225891411697,0.19138728778958525,0.6716461567197012,0.6507759352973441,0.0027390432451412927,-0.00051649524737582,-0.0008840340315821871,7.340385017773343e-05,-0.0039717304290967925
0.5*CPI,35,0.26113711957043995,0.1521553049928798,0.14448062536170095,1.002656861341684,0.7391765331645515,0.007990823284482362,0.0010410789865911152,-0.0005592416926897548,0.000998172169615591,-0.00023420627574938235
0.5*CPI,50,0.19669613745158765,0.08911384332268979,0.1601765318148618,0.8436034906116008,0.7016685150385995,-0.0009957311497268417,-0.0007177871775112532,-0.0028092792874472583,0.0006381203226466514,-0.0009796490603901087
0.5*CPI,100,0.2660993125657425,0.08023542561245897,0.1901409791590494,0.3941587263509272,0.6477848357282098,0.009226049620952192,-0.0008699280393187347,-0.008922246231995362,-0.0043806868493976026,-0.009104442891901654
PFI,10,0.4621195120191852,0.338322635985319,0.6061749121591078,1.2592571731334572,1.2156434600300545,0.008531640763373316,0.011859286994331697,0.007207092049425379,0.004039191758326122,0.0012902429490657674
PFI,20,0.36566428101973414,0.32859374559108534,0.6247501786238323,1.3251371972421866,0.9488608605708526,0.0002755241168624911,-0.008670734177180006,-0.0013055650027714583,-0.00010213156946536905,-0.0014067512434221552
PFI,35,0.3638886479304957,0.33086948302272745,0.7915227866191169,1.4070536192995102,1.435744741237468,0.009720638271999205,-0.0016707316318305132,-0.00316077462109865,0.0006117140919731368,-0.00013228208592797053
PFI,50,0.34340899426961147,0.271417473993774,0.5305749340375014,1.0012037400057539,0.9400186478233798,-0.0011111045022740296,0.0009305336040251744,-0.009745952817059034,0.004944677900960315,0.0037880889359213077
PFI,100,0.3775308195832361,0.2732035109571369,0.40631089018248256,0.733399210592306,0.84605750922777,-0.004865553372170983,-0.0023779210753896995,-0.011050832954591194,-0.006514776766848862,-0.01717394515046433
LOCO-W,10,0.08843987631496412,0.034744896254803134,0.02342827066143431,0.30520123444110114,0.8788598204479381,0.019370746248525098,-0.012997271803922236,-0.014457894728969016,0.006282747187306066,-0.022791903516573155
LOCO-W,20,0.5556259575247554,0.27297897146937944,0.005970745910693807,0.17886819139636206,-0.08504431060264929,-0.023323183625122573,0.03738229066544571,-0.01931202808003653,-0.040457996252257135,0.036444049975244044
LOCO-W,35,0.3334664249887224,0.46349945408870724,0.32075029866896826,0.42659793549087865,0.7239627061475261,-0.04691729625306006,-0.027032429924924842,0.022999116956140448,0.04618755704259687,-0.024472878506215077
LOCO-W,50,0.05166170993266885,0.2614253746053338,0.7590318722914181,0.12613206120898626,0.5648552837608428,-0.3082160062944999,0.09190467536201713,-0.045686340702003114,0.30996150991432697,0.031003230411724272
LOCO-W,100,0.5690791452436479,-0.3447518166963698,-0.1641419903721523,-0.1514041211976932,0.22450286744296696,0.2937310389625464,-0.23545660043382668,0.3199206417316321,-0.3427123191078616,0.34721705974056233
LOCO-HD,10,0.38729325900953465,0.2940592280058028,0.4577154759640886,1.0346593337773087,1.0699283193939186,0.019494636563146595,0.014153407570154652,-0.031145731456750758,0.02867122434098557,0.00876544503753618
LOCO-HD,20,0.22112125815904726,0.1516662432195942,0.4257596677636003,0.9931855534565189,1.0877756507948968,-0.021405292826399414,0.031638287333921655,0.01169670248236554,-0.020022970403005158,0.004336911403947985
LOCO-HD,35,0.23618070395139362,0.26875158923975967,0.29785816396950565,1.0476782413791086,1.2102746899413175,0.007173060386454322,0.0195943033203827,0.003969390502806813,0.026046288893195435,-0.011114902914875657
LOCO-HD,50,0.2701665446212458,0.17000082761237345,0.518965612006838,1.1329979057813104,0.781711040810482,-0.022708211043123983,-0.06130652937807962,-0.07455400601259715,-0.012649098924778057,-0.008261039368147649
LOCO-HD,100,0.2523688849359707,0.12810376928732486,0.30519792399511086,0.6194212326713793,1.0026008081717626,-0.07520221145344408,-0.04054724860806891,-0.08281358398134081,-0.07658695766706736,-0.04091841809525221
Robust-CPI,10,0.33474841144373535,0.08398364038708919,0.3601167221156524,0.900522222466421,0.7395124476992627,-0.0015387882866593184,0.0010971814903115717,-0.001116297534395487,-0.0012887383566597555,0.0020197615634620415
Robust-CPI,20,0.19718302847443922,0.06935100276121162,0.2071962354151191,0.7066960514452783,0.8440294804903037,0.011544806720900169,-0.004203233454460587,-0.004124382614944967,0.0005861637894851097,-0.004777061951350244
Robust-CPI,35,0.3099596186103144,0.15330145684895682,0.2049525245151266,0.7841712073839153,0.8841806169341709,0.0038811715077843455,0.0010206544156306325,-0.0021825127496101753,-0.0013617412359811184,-0.001027069981533199
Robust-CPI,50,0.19484227693819295,0.11825477871060538,0.21513460269559506,0.9359723400463698,0.6842537918411765,-0.0029773393296711743,-0.001614523750812689,-0.0024671195117620943,0.0022831537637039235,-0.0015415750358000078
Robust-CPI,100,0.2272655573032548,0.09606098856765123,0.21064297273945498,0.5746506045329605,0.5581019954854471,0.011759854088351384,-0.0021294190388163516,-0.02800483031263082,-0.007036109583647965,-0.016657744642650355
0.5*CPI,10,0.24131070618696565,0.10167288607314645,0.6395775917609212,0.6927534093743357,0.7660030205835773,-0.0010192833688905667,-0.0017158129508649533,-0.0018365543336821832,-0.011606898351901457,-0.0008417958403413583
0.5*CPI,20,0.2565318734857006,0.19782591126650548,0.27362800111582997,0.6211670105409629,0.5510281140286756,0.0044851476141503505,-0.0023880993879293044,0.0017501866394797339,0.0007833558946112179,0.0007865975470740388
0.5*CPI,35,0.2820213727905817,0.15038896497782508,0.23132059379778844,0.8385811674995688,0.9975349657775058,0.02085757241051958,8.428885992084467e-05,-0.0036326559144736204,-0.0009903997734723724,-0.001015710399960762
0.5*CPI,50,0.20035709800177462,0.10505008811491781,0.2136532469349731,0.7837618716146314,1.01997766092057,-0.011395122947769343,0.0004349287301838589,0.0012912161471966,-0.00022018619208905021,0.0041238988178514124
0.5*CPI,100,0.16354698739158585,0.10987686378595102,0.17451854111070347,0.4078646184402192,0.8803427471966256,-1.3244124208056096e-05,-0.000604287905129175,-0.00018867241176884209,0.00011403967625489564,0.0014992227130739
PFI,10,0.5069587703823389,0.44641729051270496,1.0705412312564073,1.3735293175690937,1.5854189499897728,0.01111346871984864,0.0012321598833796576,0.00424117762344034,-0.015830503503450055,-0.006964073346601984
PFI,20,0.5276591262741486,0.5397157911081818,0.9871279568301403,1.1055775424401257,1.112503127276812,0.003635357103758452,-0.00571075685443817,0.0034776253681838565,0.000938173215732474,0.006746778890651395
PFI,35,0.47035280911134447,0.31600303372724037,0.4583539539312358,1.2541319325402376,1.3380579239422552,0.05898823083705507,-0.005691768501908667,-0.00014641845266971654,7.260041573553533e-05,-0.0022418176935720124
