method,d,imp_V0,imp_V1,imp_V2,imp_V3,imp_V4,imp_V5,imp_V6,imp_V7,imp_V8,imp_V9
PFI,50,0.4000332483991086,0.3603054450078311,0.6221027577121344,1.289562274236236,1.2805359295292051,-0.0012209972867250896,0.0008954533008789234,0.0017172174521404848,-0.0022178065452977958,0.01009330575264944
PFI,100,0.14928440016765565,0.1073008803149651,0.2465487419298208,0.655040252147271,0.8943206764811816,-0.0008706362120528555,-0.00014692680202954556,0.0004218011814554057,0.00043275764493966307,0.0012429243104528087
LOCO-W,10,0.010414772550507554,0.03722938018894911,0.12032179428404322,0.5188014611167712,0.825426215999552,0.00999486170387327,-0.0037061344649156934,0.011063385914623584,0.008022309155657645,-0.01052375535281355
LOCO-W,20,-0.03923399378831557,-0.002027736480550974,0.4849920251339969,0.02112097629020617,0.017881658151452873,0.006952877598076793,0.0316785367389871,-0.007290042293256324,-0.00712150690170195,-0.05806660040068987
LOCO-W,35,0.41969771006762974,0.2052997050738296,-0.004155463141402416,0.47835990320382277,0.6499936289792158,-0.09467968264538534,-0.00019292303552676562,0.00471674742830127,0.02316115821013044,-0.10042624085505823
LOCO-W,50,0.35561122066935497,-0.3704180651752504,0.3924507288342344,0.005762625512910117,-0.07653363612940263,-0.20923205487572866,0.3034343135534635,0.09083372173464421,-0.029816196333052925,0.16547484305020324
LOCO-W,100,-0.1336930825333114,0.3523932435065777,0.13440307094662238,0.6109638069479431,1.0090684481290084,0.06269006964640944,-0.28104849315353425,-0.10370399747990452,-0.14396669345719823,-0.001252054156073495
LOCO-HD,10,0.26964156950365137,0.39740292217506756,0.7654245944987804,1.0419856631692581,1.382500278513458,-0.020490340980453048,0.019277377979777688,-0.012425250270560573,0.011141260330195801,0.023839232068225025
LOCO-HD,20,0.5164827182843501,0.2982862193575759,0.44477244849296477,0.7978377882583014,0.7831086736930091,-0.019720981751375904,0.009550783825247322,-0.003414836503624119,-0.01684509942491863,-0.0030489954058148805
LOCO-HD,35,0.33526501745941834,0.2864650595809786,0.3603189545654519,0.9787285046282759,1.1271992879134434,-0.06564256697437865,-0.06309250553152135,-0.022246332714090322,-0.06609861957608476,0.004062052479350653
LOCO-HD,50,0.32310788115858974,0.2709745362145078,0.40582893994297303,1.2981343828391145,1.2023363633879895,-0.005442527107806849,0.0045884451924403935,0.0031520875061542553,0.040716634766910176,-0.012485987805632037
LOCO-HD,100,0.04092362894474744,0.1287638296723087,0.27888484865015617,0.44165965871466495,0.8346244922404956,-0.00750235881043293,0.025734485677965768,-0.03475587359353638,0.015977190285969223,0.007211294347473474
Robust-CPI,10,0.2827120267824859,0.13722697943062723,0.5455774782620955,0.9161872733724263,0.9125310562113599,0.003065214453135783,-0.0031538567643354036,0.003096326251980284,-0.005495131452303304,-0.0036906740856401444
Robust-CPI,20,0.30957005542932986,0.16707349153468884,0.30110932457097284,0.6099969758371893,0.5664155379505283,-0.002490288029095638,-0.004082303406284859,0.0002233253723311063,0.0008469141609155868,0.0020418385977801195
Robust-CPI,35,0.24788165577365784,0.1529830168173387,0.3169311441872235,0.9388190343696947,0.7361018731382649,-0.003801874865730332,-0.00044639262133702316,-0.004006804001678948,-0.00178641818711507,0.0010999106418582403
Robust-CPI,50,0.22991236449534813,0.17434967929282263,0.28678206648646104,0.9169142966028819,0.9715647955628814,-0.015447248488261546,0.001838651180488455,0.0012357440577088258,-0.0021690867017236286,0.002457424763850374
Robust-CPI,100,0.05616712956410008,0.06480979644748486,0.2354606146119712,0.3406491128496902,0.6792550872747172,-0.0035642119410103012,-0.000987935131767219,-0.0004154090044619063,-0.00011309278975601196,0.002063427704323446
0.5*CPI,10,0.21656275035174444,0.1698304082796237,0.34359962593587634,0.464132158893405,0.801570767487081,0.0076026683556747465,-0.0018819953312240179,-0.0036776190357289407,0.010607244083661926,0.0012754128793074915
0.5*CPI,20,0.18625776651613504,0.2630400211841578,0.46873147637047907,0.6958886542393,0.5936518981879733,0.0012916453682370321,0.0010224834951935158,0.004033328533924463,-0.001710844293599273,-0.003786543461547609
0.5*CPI,35,0.2824983257030811,0.13402584417206612,0.16128859831845246,0.6122335026824953,0.6656833348220697,0.009431478390326292,0.0007609230675060807,0.001870916547077911,0.0006355826030680634,-0.0008567911812721873
0.5*CPI,50,0.10248285485676303,0.13133322651957494,0.2195043689200303,0.5709515002958168,0.6341383619913898,-0.000918021995678947,0.00016012214655097834,-0.0007054659615515213,0.0006888713996271723,0.0011074266683072376
0.5*CPI,100,0.14707770281469254,0.07650738424779843,0.23632676723653165,0.5744796024395764,0.7360230374864031,-0.0014058882287787677,-0.0016016608368312757,0.0014766477780039922,-0.0006950721476459976,-0.0006171202792480124
PFI,10,0.3151702279474906,0.20930742573472294,0.736337194821076,1.149341896975098,1.1986437505429595,0.028232776765578005,-0.0006667735036069988,-0.004024168046592669,0.013673827287107199,0.002220376018837511
PFI,20,0.5525561264776485,0.4785824703406817,0.7283503745866716,1.1746364444343258,1.10050051808991,0.0030926638279172858,0.004070690943962174,0.009759242514960187,-0.00420199557825629,-0.0032816217087897614
PFI,35,0.5054631347848818,0.3555692252829067,0.5503415781541728,1.0548858090154871,1.0676363444948929,0.00850704515650591,0.01039821269808694,0.004065778748594928,-0.0009052078734166358,-0.004597928932509321
PFI,50,0.31258016395458676,0.41035375991449163,0.47937684525078017,0.6990010774004799,0.8604263917127376,0.0010565361794824257,-0.001530659413916502,-0.0018338723941844215,0.0023792088923075827,0.001140611845577122
PFI,100,0.21049348160033243,0.20124915833844592,0.588847257980242,0.8863266342763609,1.119401460846289,0.0006550944191172636,0.0032613887019176113,0.0007292076161392602,3.813704494781689e-05,-0.0013472613946853285
LOCO-W,10,0.1379375677920767,0.05610374208619453,0.16797880975972632,0.15470683371876484,0.4611392127396526,0.01472927833343308,0.012214241029414218,0.04700873707772681,0.013411678911444734,0.00556768166768453
LOCO-W,20,0.12235165449066104,-0.0038477316504668332,-0.0026127594853181026,-0.005574539033246961,0.6902000961426578,-0.008678396099064555,0.015067568878974827,-0.03256888051040045,0.04195943245594981,-0.07128624996116206
LOCO-W,35,0.30453574719845977,-0.001581771816518803,0.20563788168220798,0.38908779194293874,0.46801275315914076,0.06651743160810565,0.06451776546353448,0.03155668811360502,-0.004888632516160868,0.01844123582034519
LOCO-W,50,0.2883990998506129,0.012647967702955431,0.07904381251392846,0.03910992110132794,0.32064628974186826,0.027602788106571168,0.23054252131777184,0.04724656750600091,-0.1868842199284739,-0.04335305133543418
LOCO-W,100,0.03091258315617965,0.009714328489891726,-0.17105980450405808,0.5079813653763715,0.5430937772792493,-0.4817392210142338,0.03158066279846459,0.20225501117788475,-0.0762305536423527,0.34302431014773466
LOCO-HD,10,0.2662599208598777,0.19590379857688744,0.7547933802792453,1.1702679447766349,0.786415979482816,-0.024935654318067324,-0.08968302761683511,-0.0850114848048169,0.017157637645678236,-0.03511237290746605
LOCO-HD,20,0.6978305812007999,0.22084622973934703,0.4548840034094693,1.1748225207370142,1.3081587533222703,0.2332779985604349,-0.03863032078520584,-0.01213383734866047,0.12480349592416101,0.06613602150380543
LOCO-HD,35,0.4236151158983164,0.13778957380761064,0.394901004521315,1.1186329985382133,1.174404109066041,0.012297277358828074,0.025683828395824282,-0.031244427776629946,-0.015390887564750655,0.02054784442867308
LOCO-HD,50,0.23738057551024433,0.17077622833754197,0.422810725193232,0.6227584738286824,0.755269423837619,0.0225495705308838,-0.019148735544411766,0.014920177484819996,0.004225264104286586,0.03743046307076198
LOCO-HD,100,0.2501881863531568,0.15589364844724768,0.4537809839849433,0.8922226631955343,1.1432397585880067,0.03314955805536346,0.013681444866808168,0.010029840420385294,-0.037876618765852355,-0.021298244752196216
Robust-CPI,10,0.24026895234247642,0.15309543266107056,0.5747797241469199,0.7455235756153299,0.746254572527206,0.0027888822016735324,-0.0019523416406921983,-0.04004490779004261,0.004537469912919085,-0.0038994482999776155
Robust-CPI,20,0.4009324449451973,0.2268252180231698,0.3281245487756535,0.533240538244831,0.8886335191295437,0.006339162921149269,0.0017504805144273453,0.013070519508825132,-0.002260264997780288,-0.005531405062403679
Robust-CPI,35,0.24475771384512418,0.10495496473420843,0.1784423341344283,0.5717663811700143,0.5821003205764742,-0.012235806391981945,0.0018843669664479496,0.001823164743721112,-0.0006594799961979527,-0.0018887725080757695
Robust-CPI,50,0.1438562357050876,0.14507445418750883,0.24617621413139598,0.5732947878671254,0.5780895695002564,-2.2968172772718022e-05,-0.00014727616282545755,-0.0004992145833530213,0.001084378996774489,0.0006063782684682788
Robust-CPI,100,0.16074448657247073,0.10353446811327878,0.3586991680550224,0.6009832373723093,0.8511669658941499,-0.0008170233448804155,-0.0040146238636817105,-0.00046200558515085207,-0.0007400221990663566,-0.0016028032127955027
0.5*CPI,10,0.26284355748922633,0.14810368474618346,0.3731612347215438,0.38655553347791866,0.6085785142596936,0.008944919993569805,-0.0019318890937271016,0.0011864127758435816,0.008274213854735785,0.0006070472078056055
0.5*CPI,20,0.2475009981926454,0.14292967235068813,0.2234018274563256,0.7375967326273867,0.669803642939973,-0.009077142012050926,-0.0010638697514872009,0.0027390044771224142,0.00035305355466649924,0.0010307481769400162
0.5*CPI,35,0.19238755209444286,0.1605361835366766,0.230535913735253,0.31556547982064603,0.5641459621629628,-0.007961088519985338,0.003188734820065542,-0.002258695246573239,0.0005178144324640144,-0.004023399078067702
0.5*CPI,50,0.19102155898607143,0.23139611114498293,0.27853213585833597,0.7119365404385671,0.4975488886534755,5.877492278322238e-05,0.0013959290979226324,0.003864393623764617,0.004915939284045823,0.002390263838729423
0.5*CPI,100,0.2738251462602053,0.20991951505904255,0.13178047451220615,0.7855323160796299,0.8077699796194138,0.0004204787586550851,-0.0007215649468745866,-0.0007050661306593486,0.0003094511078040596,-0.004086812263664863
PFI,10,0.418912983901243,0.35224434515020286,0.5082882735806412,0.7448142519264992,0.8636185006091618,0.014756810919214436,-0.0024306397855023976,-0.0018774870407163302,0.039512657806240026,0.005810117129990022
PFI,20,0.4079992258270143,0.3233789619325034,0.5376729951604428,0.9518441956526423,1.1724760063715305,0.0033026876150000772,-0.0017214455425735853,0.008753232353755802,0.00041775544218702887,0.008120159983100561
PFI,35,0.316007015146445,0.27883524765395495,0.2966169488412568,0.6047020361278465,0.7361055371812469,-0.010308579600635692,-0.00020800243354801573,-0.002057381906890421,0.00021125743161842792,-0.004000194448255945
PFI,50,0.3918524402705206,0.47080018725550987,0.7273903934619261,1.1100876438974077,1.2559034612966586,0.0027373787199256316,0.007127148819873419,0.004539522399693796,0.0069943991864918065,0.0023242057782817405
PFI,100,0.43215091318136445,0.36863226115785064,0.4828326924741989,1.1464969606412687,1.3238012347148125,0.006308658679238244,0.0036547452266615377,-0.0006778590369521664,0.0026892660592815476,-0.006432161332994513
LOCO-W,10,0.08800749570035896,0.004743129129675272,0.22820123372835516,0.28321794184588767,0.5857193687015281,0.02866646246751657,-0.013486003446925854,-0.00851369774587798,0.008930386315962413,-0.013663665781400769
LOCO-W,20,0.28195152058391815,0.07619179061504874,-0.00846471317608514,0.6088992678458476,0.019639841049353096,-0.07775599515963494,0.00856810224306183,0.00301688961665237,0.006103043618238068,-0.008186377262810487
LOCO-W,35,0.32054633055660786,-0.001009637625224533,-0.08326725774626172,-0.029269980498741525,0.07843020909190994,-0.07791288878486513,0.20125524635112163,-0.027462443716519937,-0.36470887446753325,-0.051299948504131256
LOCO-W,50,0.21363212028877154,-0.06405560198129977,0.23188241732177897,0.4968047847527763,0.3514346649024638,-0.14491555847525542,0.13582250639065313,0.05872489136976121,-0.4012504819319266,-0.05809181492501305
LOCO-W,100,-0.21095295507782882,0.2570414773928273,-0.2013538341799481,0.13271254668873428,0.45924113656155513,0.19498877476582785,-0.2205616612641289,-0.038065233552320166,-0.20923231446723778,-0.21544915694504618
LOCO-HD,10,0.4319137489401317,0.27371119696432733,0.681924560801542,0.656182261792798,0.6921335374312313,-0.03687296065418222,-0.02823687168782535,-0.0361852429231721,0.009844455813917186,-0.005934605502434187
LOCO-HD,20,0.19521120582879165,0.15349051895846577,0.24675527789465762,0.7727106544889215,1.0341066309233826,-0.0003780997165931388,-0.019249908010098182,0.01141912167208553,0.00580679079227947,0.05160004838166743
LOCO-HD,35,0.34036773262084663,0.3838990181627343,0.40206315431439565,0.48347129361627783,0.8537197528550552,0.049226083102032026,0.03931815478567369,0.00044847475069642595,0.02415717272554474,-0.02903194944371812
LOCO-HD,50,0.23754833514658935,0.20062273567595312,0.25381600640607893,1.1542675149784873,1.1293085240325746,-0.009097301805972013,-0.0002523504941860377,0.009742094845762606,0.04789042395039389,0.014784139093335313
LOCO-HD,100,0.424684064666088,0.11960409390068516,0.20431890186533996,0.980358272128706,0.8901323611975039,0.0223598916191603,-0.036664688606021234,0.03465224173212145,-0.06323493222095655,-0.0024003431510423168
Robust-CPI,10,0.2999234115960862,0.13217472932595406,0.5223195065539226,0.46527389991030915,0.5351806736545222,-0.004136820739606109,0.0024431573362845875,0.0006882250277936024,0.002128556383095842,-0.003937624633302129
Robust-CPI,20,0.18974937636336,0.14707792681222231,0.23362092578266197,0.6463892216048591,0.7326053951334089,-0.009811674309739013,-0.0031458342732286057,-0.001737514712743664,0.000768652611331093,0.0017457175189691837
Robust-CPI,35,0.20594534788750585,0.16589458148024983,0.27275459097047217,0.2880690289268805,0.40220865123594407,-0.016908126658805523,-0.00021436528322449136,-0.002516649330391038,0.0014193268598409268,-0.004350185574224024
Robust-CPI,50,0.10770698517561186,0.2021676116371542,0.17292375909956545,0.7985383588921793,0.6527151046388896,0.0015553476240686434,0.0017902236021456836,0.0023627572144971328,0.003982930522799032,0.0021190177439291947
Robust-CPI,100,0.30092222631637755,0.18687369303681434,0.206034878396748,0.9228781336504784,0.6946372786591565,-0.0010125694810298948,-0.005258801131213468,-0.0014447466088420274,0.0011685893920015571,-0.003158815560632364
0.5*CPI,10,0.19885856393470042,0.19164797235336778,0.18970136241547092,0.48992091855928926,0.6402260982509742,0.002738870998080123,0.0016982025886035923,-0.001803859997043633,-0.002188283409185088,0.00013576201567455648
0.5*CPI,20,0.20344015592196754,0.21005862536828532,0.33013916794776,0.5138904606722455,0.43747891598305566,0.00035641594186813785,-0.0006321456307438744,0.001311420289810683,-0.0009113155450958255,0.0015136263782080106
0.5*CPI,35,0.19842906619888528,0.1806170636298886,0.3091346305058601,0.35250508974336936,0.7312020665423795,-0.0010609181355196173,0.0013035962367670684,-0.0002101258264197714,-3.666165882737493e-05,0.0005049026856823735
0.5*CPI,50,0.2547700793152743,0.16579358513965126,0.18097072372491296,0.6626663143428155,0.3425597922754833,0.0021118631170725655,-0.0004355876522265101,0.004822811304755814,0.000656104105204891,-0.0006900584822269185
0.5*CPI,100,0.1396571335704913,0.1523392667207445,0.19371621243584275,0.3951916777260917,0.35914041420978254,-7.951054422478121e-05,0.0007969363873779889,-9.691489232493966e-06,0.000911090483170951,0.0024435950389251615
PFI,10,0.44951622293913795,0.3953866138637384,0.49586432746090814,0.8953433445543918,1.191682663635362,0.002384985075359114,-0.0011301409850867916,-0.0022190320651797046,0.0014306502222390938,0.0035838492900159835
PFI,20,0.49823530240733993,0.556559986787215,0.8765274799690607,0.9465129451784197,1.0381743199190376,0.004040325818506441,-0.001018130667895245,0.002677067182122128,-2.4884793653034976e-05,-0.0012336220114369523
PFI,35,0.42004787108463404,0.34123903106764364,0.5230409146643404,0.7904349715314885,0.9046169903395367,0.0020631707437138713,-0.00127798093968301,-0.000984178245900691,-0.0018759542459734213,-0.00036314186504837753
PFI,50,0.25449607526412854,0.262479806021529,0.5476459100380067,0.9191933348711918,1.0346442218927436,0.0018733388757610214,-0.00022614108352736473,0.0030066747237573743,0.0004527971884706883,0.0010829504483498287
PFI,100,0.27815277254199233,0.25587109556958687,0.4335863974444034,0.6443847994006087,0.7546364760939792,-0.0004296788395684592,0.0002224720552825854,0.0005567299274447102,0.0008768070428031294,0.003813370404444516
LOCO-W,10,0.398909889282273,0.05810482811169927,0.0828784785430443,0.27288930189683697,0.5265958246578593,-0.0026980886874749897,0.004886989494360865,-0.011508120896163283,-0.010014256056319662,0.003100221321491398
LOCO-W,20,0.10754703383348073,0.47017544320890076,0.015949024040211177,0.5798283540960965,0.5507203003631639,-0.2602982817893201,0.03882608880584563,-0.0181861885672212,-0.008780599993911481,0.0087136712695473
LOCO-W,35,0.15809629696145858,-0.24292171635318052,0.3256940183115748,0.46428103588772623,-0.11288597698943342,0.1614945786928576,0.090296954771164,-0.1344663986850452,-0.22554174168703062,-0.03959750777082603
LOCO-W,50,0.46244558158694843,0.02642695900238196,0.38929378543769366,0.6536256719757668,0.1781968380398957,-0.13294633504123943,-0.07734484771480332,-0.16231763731491902,0.2445669917003278,-0.14716012329764813
LOCO-W,100,0.45558083688273027,0.20474548917013508,0.18293178433749463,0.3784343299149118,0.48358698977450865,-0.06450944700477722,-0.17603215252998372,0.18554583393179255,-0.014460467806570329,0.19204049804317902
LOCO-HD,10,0.1834766234768066,0.2099459848024715,0.44744066688437734,0.7166147795379331,0.9016711219117269,0.0062960022250951875,0.03211505417594712,0.012832959426853752,0.03377491869739491,0.04457942511977975
LOCO-HD,20,0.5972332370297415,0.42618779402385704,0.3796135868005904,1.1405459542486256,1.0397618735138356,0.03433579487734589,0.009839248620551744,-0.02064745160667647,-0.017950252772862052,-0.014724471435284825
LOCO-HD,35,0.3805591876380403,0.29865547229969114,0.4346290595862867,0.6929058058416588,1.05100125421225,-0.021036173849393103,-0.005031347186693069,0.0005249466746266584,-0.016790762761430378,-0.0018190292222133309
LOCO-HD,50,0.40332301339496524,0.21824234827080624,0.4519598449002127,0.8721071028099012,1.2326104719532722,-0.09065942848937913,-0.044408056254727324,-0.08750475944808334,-0.07464285778029534,0.02527145919025542
LOCO-HD,100,0.21159247356181576,0.3585002175473937,0.3640298874666601,0.6908875703727105,0.643703250444705,-0.02731057422551808,0.009616037313756265,-0.0035792948671857228,0.02513833842664992,0.027798120728871056
Robust-CPI,10,0.19817112550389937,0.1707147318881735,0.3202657464618225,0.5498345021061939,0.6884379060421302,0.002388251817215957,-0.00832800238428954,-0.006658175930594935,-0.0005182845736079244,0.0009330524745951775
Robust-CPI,20,0.2459535562230209,0.22546874875899342,0.28408187459613643,0.6618990023771009,0.6544504589802658,0.0023180836543917178,-0.0013434343079030268,0.0008568277998294129,-0.0027947836212688865,0.00429419843663776
Robust-CPI,35,0.2877442062752755,0.26842522068448693,0.3417511806804638,0.5003025938692485,0.8458350792363133,-0.000774917081751109,0.0023013996780829713,-0.0009575564609288206,-0.0008189892913437938,-0.0001595117364217904
Robust-CPI,50,0.35856823647004143,0.112917821202285,0.31961536501247717,0.4795054057230469,0.5550488482870722,0.0032601879286134642,-0.0021461801402663,0.0048445663451323956,0.0007271570784819412,-0.0003803021424706036
Robust-CPI,100,0.15267892721080345,0.1414324777147963,0.30778713678561304,0.48872185932518697,0.3863929170942711,0.00011382600129837289,0.0009668205159190046,-0.0002730396009173491,-0.0007618781543835914,0.003985953458807365
0.5*CPI,10,0.10360778057830786,0.1501983403336127,0.20572880445112443,0.6163714497197215,0.9643607112062441,-0.002589261487951827,0.0018614185364332902,-0.0055152342984643166,-0.0026410989550069985,0.006432975649414946
0.5*CPI,20,0.25956609154773047,0.175661511163144,0.19491697871287328,0.6687076596100026,0.6267809368663022,-0.0005913252542573133,0.00015439788367693774,0.007556201467910584,-0.0007667818559342621,0.0014373440652410419
0.5*CPI,35,0.18857475915367006,0.20096408557109657,0.2180209698015716,0.761603515117588,0.45192400900503243,0.002056169623601445,-0.004196658924098817,-0.003609172588783238,-0.001069439716627485,-0.000993461624235803
0.5*CPI,50,0.3532836188998441,0.10350402016130472,0.2598931245555121,0.6028357325191789,0.8204180243108481,0.0021463245804954623,-0.002524306635495188,0.0005636465802566493,-0.0019313747984351926,0.0030363006555745864
0.5*CPI,100,0.13092781935093528,0.10267529057913566,0.2811764962673114,0.671177745441345,0.8898657475042213,0.00013533448766195333,-0.00015489426069908996,5.6854146863793975e-05,-0.00016289095641197626,0.007489419035833389
PFI,10,0.3092792478131422,0.318597049644754,0.4810389747841032,1.0928602764989894,1.4211263119808764,0.009492824296992497,0.0031112007069238334,0.01377682473121733,0.014092470336293017,-0.006657984218865987
PFI,20,0.41394515058299963,0.33717305150625076,0.7872196467570391,1.1622894721447377,1.2013021706733114,-0.0028460896580462247,-0.0008597992836599788,0.008121675645625381,-0.0028282645445252275,0.0010033934581243908
PFI,35,0.32972002512453225,0.39646026833812376,0.6364899774746169,0.8860430912407966,0.9579978097143977,0.0014827335762512828,0.0003870790499741483,0.0011205941011375176,-0.0005518736328583573,-0.003432206439470842
PFI,50,0.3532555597178747,0.1608722888742381,0.6531797990117253,0.8721580594021049,1.1443431594920623,0.003943501801901728,-0.006868142906248709,-0.0007456092361020072,0.0032163335399750803,-0.005047206096711165
PFI,100,0.19606717099822268,0.21065299143355687,0.7773736812399454,1.0345533821778177,1.2283906734365022,0.00019178471920955342,0.0019273723925634645,0.0007487359876332533,-1.656915164727213e-05,0.006713116832157917
LOCO-W,10,0.054685617863756295,0.013371635615902785,0.06261913332962636,0.464717833646691,0.11806183978522092,-0.012266299811696435,0.01248039187020749,0.038284890764960625,0.004614508956750549,-0.012124302913969673
LOCO-W,20,0.7066792275783418,0.7433925540864702,0.12499036614932407,0.5870165447912286,0.5357444340074188,0.11026452399102638,-0.0959710611664521,-0.008734986025255602,0.06070403054038128,0.006250173421439756
LOCO-W,35,0.03592574416562508,-0.009225350994545165,0.4109386625299315,0.3836259454525144,0.574703363285723,0.0032291077189469984,-0.24901383355846507,-0.48339055468895625,0.08099770408540388,0.5952149663526433
LOCO-W,50,0.3430634837405613,0.13014664801883946,-0.06545377057105764,0.15983120510955515,0.5423921754916428,-0.010919089553327405,0.17030042024979988,-0.29591641277650355,-0.16052207785361386,-0.11619632982069655
LOCO-W,100,0.21391415232943287,-0.3035296813906864,0.3553085724837647,0.1336622217892889,-0.027234456904596235,-0.15707555147049765,-0.04331896684074642,-0.026934053579997296,0.19409826082683243,0.21162316347884688
LOCO-HD,10,0.08698749206503004,0.25039861079041575,0.3797743095884542,1.0278199545188502,1.2608494809108592,0.0026662095509505934,-0.04351039978543231,0.005795190472740519,-0.036548761701286125,-0.03638113250687608
LOCO-HD,20,0.29690504989843425,0.3375328250298173,0.5902198825245768,1.9290466629208636,1.6621655587275126,-0.035900874569325225,0.10258084542904888,-0.019085561606285273,0.0037906858974424695,0.11010967403646088
LOCO-HD,35,0.30838040158591695,0.36490009410283997,0.3821910660424688,0.9375281730038322,0.8139193679889999,0.08696882381603133,0.04989260389368111,-0.031423604144766415,0.018876645089194066,-0.021979043318385738
LOCO-HD,50,0.36248715131202924,0.2010343135741871,0.6747747466404598,0.8252560837544866,0.9344665360957086,0.01554593844767238,0.04841013084367929,-0.018964658179420613,-0.04665776789056242,-0.03616173753241292
LOCO-HD,100,0.1759495649193329,0.05833214397038833,0.9068718578998359,1.3640930167945973,1.2106478740048958,-0.09160297423014296,-0.07584154393084386,-0.10987540917071581,-0.05292721894812269,-0.031087347522620212
Robust-CPI,10,0.13734943769673957,0.17669298141329512,0.32614854245191843,0.826637173226044,0.9042022747464243,-0.002749443994972271,0.006096713835687359,-0.003238651826327804,-0.008390306347680645,0.0023694317507588275
Robust-CPI,20,0.16668129409984192,0.25926403119685076,0.3089798554403398,1.078859499002677,0.7344004696905678,-0.0008620998278882438,0.0009309316792685843,0.006262528383987172,-0.0017383820748025727,0.0028694815145201787
Robust-CPI,35,0.30811994178081736,0.21541154931005896,0.31497961614912257,0.7524550324588878,0.43862951259118826,-0.0011867679070210243,-0.005307821075085639,-0.004535979478615827,-0.000667562171562177,-0.002499454448442055
Robust-CPI,50,0.2943671858335301,0.08988405755258815,0.47878664355926775,0.7850593456346071,0.5917135323805464,-0.003005326218901985,-0.0041605338080872,-0.000128050983117517,-0.0004152518683403,0.0015084280148332666
Robust-CPI,100,0.1380292265256913,0.08448629329248085,0.24440163365282616,0.6956705183672315,1.2460612929581698,-0.0005490010316544832,0.00023510127508998924,-0.004112546635357231,-0.0007061674027868348,0.0043297719694798155
0.5*CPI,10,0.18583205085832133,0.11789429711932392,0.24511121417156811,0.5673910452149333,0.6480317385481311,0.009836496253340155,0.0027684756736913174,-0.005035115410797708,0.0014088934710684564,-0.0008937993129189414
0.5*CPI,20,0.2821419730139962,0.17726942156198838,0.24217219414910046,0.577183178162699,1.0437586363361389,-0.0007602875998648506,0.0006955147060173084,-0.0003457628348005892,0.0011104012286082265,0.0010767759645222141
0.5*CPI,35,0.19360714478414737,0.114115598812703,0.0916637421873146,0.36689418132249846,0.628154868581599,-0.011885900857197373,0.004107066395222347,-0.00045864827932762253,0.0007388706124066835,0.0027808831599316353
0.5*CPI,50,0.18157178300194232,0.10699525395830478,0.23853061481164495,0.5414897330765313,0.9384142428482555,-0.0038783555204703335,-0.0007965344854187206,0.0003050975745917395,0.004241924357519911,-0.018364117235417088
0.5*CPI,100,0.30141981615446883,0.08925023438739138,0.32273919834818104,0.7695864685504852,0.6908205226850515,-5.449162287129994e-05,0.0019794106166765024,-0.0007265580937257377,-0.00020063133231784658,-0.0007288849219280191
PFI,10,0.35658955755241484,0.30131552089852787,0.39674763425604576,1.0611665607435712,1.5354276143241163,0.020901263857016406,0.004413243826764446,-0.007130558866833114,0.01664566563207781,0.0003468631493996899
PFI,20,0.35039246954316916,0.37746104437599504,0.5499277944370585,1.0888408743384161,1.2093772162091065,-0.0032812242523857504,-0.0028421716555550036,1.4875538305703095e-05,-0.00024648732920662386,0.0007267945685339727
PFI,35,0.208464988945549,0.12427953833261784,0.19436738812282495,0.5955962407443975,0.9719876406327532,-0.00841264734566749,0.0069706234237041365,-0.0017776737543288013,0.00044903079190961037,-0.0010559549346083053
PFI,50,0.22660696021133098,0.1639551021117509,0.40590625288153137,0.9111229927715387,1.1331609437453778,0.008133920334477684,-0.0015641020225578561,-0.0008785972771754302,0.0036848587790323517,-0.014199477384379433
PFI,100,0.45170351626726923,0.32220352963318677,0.7556817495540821,1.136736446512729,1.0555946371733724,0.0031289481976372047,-0.00041981076718999866,-0.007454698877387811,-0.0003565430214539367,-0.0016121940430053883
LOCO-W,10,0.02184722625481328,0.024757867263598764,0.03226947061266048,0.8034037456136672,0.1685979244471113,-0.00735875220610159,0.018934530196030176,-0.026879009945101704,0.0032466573818646554,0.004386947679112887
LOCO-W,20,0.25445583514705994,0.07979747648755879,0.23326198759294958,0.8402207775621165,0.6776176120050083,-0.012752444463393105,-0.11195745833710802,-0.0019469118800890816,-0.07780175877451463,-0.036809549132291626
LOCO-W,35,-0.10060495567405717,-0.07973071884385156,0.22505671112777548,0.4621684517850443,0.7347769426636551,0.014425592622090488,-0.02791518845749835,0.015046050329832592,0.0012328942540653877,0.015650417876111922
LOCO-W,50,0.38407797456342,0.3964128077252901,0.06703813513770034,0.584625104705808,0.6439928522463584,-0.2979161041438532,-0.05178851832188543,0.0019011277537251557,-0.11434654949421945,0.021189249619085606
LOCO-W,100,0.011220467056242215,0.21300389088123517,0.14268751392256177,0.07666977892051921,0.5614653609634643,-0.033023004900842694,0.28091038229971976,-0.004953337353211122,-0.026894166334048716,-0.16003481058766472
LOCO-HD,10,0.3231853741077386,0.18895770657332456,0.37609560132998776,0.9643404472349878,1.0934451670204304,0.03728170492133415,0.024372388606486994,0.006842450151285984,0.07502194046322569,0.01949727289933656
LOCO-HD,20,0.3863900518203853,0.13495042272490565,0.517958264191967,1.2979457849430616,1.3277392782863626,-0.01638671658801505,-0.02610713002599091,-0.04201692987534639,0.03453048386743851,-0.013137666177127416
