method,n_samples,imp_V0,imp_V1
Robust-CPI,250,2.502833207835288,0.5821898213543213
Robust-CPI,500,2.9631850780711595,0.5834784316271142
Robust-CPI,1000,2.82808498277058,0.6722526767909788
Robust-CPI,2000,2.462164444335608,0.6505464209180976
0.5*CPI,30,2.080010969715885,0.8629742247124651
0.5*CPI,50,3.621188883836496,0.5409942503790901
0.5*CPI,100,3.0731492256360355,0.4055434325876286
0.5*CPI,250,3.4144859947789867,0.6460613279609804
0.5*CPI,500,2.6183541141364834,0.5784697898412167
0.5*CPI,1000,2.65062629863049,0.6498836216881032
0.5*CPI,2000,2.5199483251773005,0.5597073090235285
PFI,30,1.976617774910844,1.826020059797965
PFI,50,3.114555748401611,1.2002551227379181
PFI,100,3.8420485985795847,1.5729619382412368
PFI,250,3.174061922587601,1.3894828606956586
PFI,500,2.758157368063382,1.2984272574162483
PFI,1000,2.750078736631609,1.3721625003963316
PFI,2000,2.9604157944448204,1.4049191347973777
LOCO-W,30,1.7708377319701127,2.7070321524438482e-05
LOCO-W,50,1.505132139314443,0.09998962373787776
LOCO-W,100,2.2467467240640215,0.18819857027975084
LOCO-W,250,1.839528941126798,0.32397807733958295
LOCO-W,500,2.335643953526107,0.5070388398585125
LOCO-W,1000,2.437246261433924,0.43368289277561084
LOCO-W,2000,2.309499692586191,0.5510856263272146
LOCO-HD,30,3.0272277880328873,0.9358610130363441
LOCO-HD,50,3.0035168205460963,0.6032073975898845
LOCO-HD,100,2.7778519293141617,0.41362420158874846
LOCO-HD,250,3.41733428690663,0.710862500974411
LOCO-HD,500,2.655637700389533,0.681050900954111
LOCO-HD,1000,2.560589481562883,0.6207557340207551
LOCO-HD,2000,2.4944020027597977,0.5886938791647842
Robust-CPI,30,1.7502900166063493,0.6048387480218712
Robust-CPI,50,2.814797450715497,0.3914777541017636
Robust-CPI,100,2.755207344191544,0.4410332355366956
Robust-CPI,250,3.37269866708876,0.6952864136362751
Robust-CPI,500,2.566185233245843,0.6623807477053333
Robust-CPI,1000,2.5833331518105576,0.6188680348076038
Robust-CPI,2000,2.4655801461553284,0.582703869516367
0.5*CPI,30,0.9527764139704654,0.4023028749945066
0.5*CPI,50,2.473442447667541,1.1175436051239198
0.5*CPI,100,2.6979003081130832,0.9035662011946781
0.5*CPI,250,2.6781796312111896,0.6399951884393928
0.5*CPI,500,2.1430339310987314,0.48822228873626905
0.5*CPI,1000,2.572346967245067,0.6881990950350991
0.5*CPI,2000,2.7945602316584695,0.6409078159322873
PFI,30,1.48815948327166,1.0995750239188091
PFI,50,3.3991565611440486,2.0743682357284814
PFI,100,2.228557301470918,1.3298287040356964
PFI,250,2.709385498675678,1.3256480607599392
PFI,500,2.681412965640412,1.300285295516381
PFI,1000,2.7857881699724376,1.4384031778349873
PFI,2000,2.936255694875496,1.404999250076531
LOCO-W,30,0.2114527426433351,0.08873743125420361
LOCO-W,50,0.06507336224453114,0.1495109942342566
LOCO-W,100,1.346789176835405,0.2207522133728999
LOCO-W,250,1.6909320473903184,0.42457335415131564
LOCO-W,500,2.214286726244918,0.46215843422444997
LOCO-W,1000,2.303289326046446,0.5374104258805777
LOCO-W,2000,2.2604637541083656,0.5107613687371929
LOCO-HD,30,3.0310043215520905,0.7537877696322536
LOCO-HD,50,2.001387816700786,1.135485320153677
LOCO-HD,100,3.1624815008009897,0.8225355451874938
LOCO-HD,250,2.8539421572614407,0.7083557526202174
LOCO-HD,500,2.4776224850926414,0.6084158035478521
LOCO-HD,1000,2.5895320828307993,0.6407005312899297
LOCO-HD,2000,2.582137267530157,0.6112315995718128
Robust-CPI,30,0.814813469035876,0.48044003400318963
Robust-CPI,50,2.108911135397326,1.1992994107884276
Robust-CPI,100,2.7207723178235317,0.7693688557125452
Robust-CPI,250,2.688572014802234,0.6836008307236734
Robust-CPI,500,2.435146162922374,0.6004211639840377
Robust-CPI,1000,2.519377184073211,0.6350205292987655
Robust-CPI,2000,2.5740904797037176,0.6068919469127573
0.5*CPI,30,2.118070398797519,0.21924315502597283
0.5*CPI,50,2.9750743874360954,1.2367135485394052
0.5*CPI,100,3.42212900114653,0.6280769910248626
0.5*CPI,250,1.9011463966535356,0.5879496819553202
0.5*CPI,500,2.235983371249435,0.6448714095571342
0.5*CPI,1000,2.9793427913576087,0.7221873535722388
0.5*CPI,2000,2.6913785579825436,0.6294347493063255
PFI,30,2.584189811220461,0.8803339292351579
PFI,50,2.33074700461059,1.6982923800243406
PFI,100,3.092159440247811,1.367725024378722
PFI,250,2.828596001092355,1.5515462429428215
PFI,500,2.780686999045239,1.4933694949883785
PFI,1000,2.877482177120064,1.4149207531358414
PFI,2000,2.7409310130040265,1.3196785879217399
LOCO-W,30,2.367724375564029,-1.0206514946790668
LOCO-W,50,1.6831865480756727,0.1657687288305306
LOCO-W,100,2.4154880050845624,0.14959328218819398
LOCO-W,250,1.6496745683885847,0.43867273204010526
LOCO-W,500,1.5884412620157544,0.476796789841971
LOCO-W,1000,2.3197942816497155,0.5075028902136672
LOCO-W,2000,2.3132431792609975,0.5000741247726833
LOCO-HD,30,1.909436709941429,0.5039629155457528
LOCO-HD,50,3.1139626674114815,1.1013738382734408
LOCO-HD,100,2.7652387734035946,0.5117735182302859
LOCO-HD,250,2.533646585060564,0.7214846712376118
LOCO-HD,500,2.3503969414681927,0.6514336036671416
LOCO-HD,1000,2.739274097322415,0.6796076300945778
LOCO-HD,2000,2.6554369319608315,0.6047364952976382
Robust-CPI,30,1.5546910510583143,0.2747771004596442
Robust-CPI,50,3.0554701667149775,1.1955250565360498
Robust-CPI,100,2.772968353608551,0.5192454290937929
Robust-CPI,250,2.4110702189705275,0.7091869819217785
Robust-CPI,500,2.3808358852644353,0.6649018954820727
Robust-CPI,1000,2.7127861202693477,0.6588882940722186
Robust-CPI,2000,2.6803585882176435,0.6058746063934363
0.5*CPI,30,0.8021710798177754,0.08361837684945277
0.5*CPI,50,3.406309119639244,0.6693264857464403
0.5*CPI,100,1.619395251917423,0.6893727812106413
0.5*CPI,250,2.431900541192896,0.6931743703213057
0.5*CPI,500,2.738206919388465,0.60461170750669
0.5*CPI,1000,2.83274848095658,0.6820574553126139
0.5*CPI,2000,2.5966248420870204,0.6583039304885645
PFI,30,1.6386683350381785,0.6484570991091663
PFI,50,3.147898430227431,1.4455431853053573
PFI,100,2.5888848480993305,1.6261489003042495
PFI,250,2.787265236928388,1.485581574899637
PFI,500,2.882510069977795,1.3484381612895346
PFI,1000,2.9683896227112245,1.4550812085407299
PFI,2000,2.9807176773707913,1.5004452278339118
LOCO-W,30,0.0357309546176098,-0.7077870467921769
LOCO-W,50,0.4487624086709549,0.2318681668377547
LOCO-W,100,0.6327877691237986,0.271095745947204
LOCO-W,250,1.894939664690768,0.5545598820389536
LOCO-W,500,2.1351545801468617,0.5374479395277435
LOCO-W,1000,2.2680313384071487,0.37013239652822705
LOCO-W,2000,2.3749920827822226,0.5557536743632654
LOCO-HD,30,1.0048211620479515,0.5043785994793617
LOCO-HD,50,2.7442898928077715,0.37442948082559574
LOCO-HD,100,2.2985250819840672,0.6069127868438536
LOCO-HD,250,2.66249127515434,0.6279280604827043
LOCO-HD,500,2.5545249519036597,0.6261704401643778
LOCO-HD,1000,2.725616870013838,0.6639330295742342
LOCO-HD,2000,2.5972921341748485,0.6384782416882196
Robust-CPI,30,0.9338361852754113,0.5043382746503504
Robust-CPI,50,2.5074950343517597,0.36730648967784346
Robust-CPI,100,1.9775440261246457,0.6342226272793687
Robust-CPI,250,2.5721960570679636,0.6024736100399961
Robust-CPI,500,2.5666801640258776,0.6411396364556537
Robust-CPI,1000,2.7383418222993954,0.6598769557403513
Robust-CPI,2000,2.579844643038289,0.6355284130605348
0.5*CPI,30,1.528393500692478,0.10575430778177108
0.5*CPI,50,1.8775752007246505,0.4741779268348758
0.5*CPI,100,2.1714912237228416,0.20382632517241067
0.5*CPI,250,3.361785389549165,0.7869455625758929
0.5*CPI,500,2.3861427778824114,0.6007905457652801
0.5*CPI,1000,2.057307319058974,0.5387330826639773
0.5*CPI,2000,2.681258715718757,0.7040594302241553
PFI,30,2.1539396146906964,0.5243432722859493
PFI,50,2.3086402937185766,1.146872489699445
PFI,100,2.5333269565879806,0.7880113406824635
PFI,250,3.461177910806953,1.6913650243476657
PFI,500,2.638951460428235,1.3191337292323941
PFI,1000,2.630263153763085,1.3330862447146659
PFI,2000,2.809179727283368,1.4403154932902458
LOCO-W,30,0.5436014707936478,1.0755715575744806
LOCO-W,50,0.45574973544184894,0.21191550664472755
LOCO-W,100,2.0303784710376664,0.11709599787192168
LOCO-W,250,1.0408579914924188,0.37335877084531544
LOCO-W,500,1.5569724608973539,0.40645405523915673
LOCO-W,1000,2.189260548471877,0.4179455343132564
LOCO-W,2000,2.134485830753661,0.5999868232581911
LOCO-HD,30,1.4694534987771226,0.3154224621707819
LOCO-HD,50,2.2316884919842552,0.6025221596324596
LOCO-HD,100,1.8247404438304624,0.34573822930250686
LOCO-HD,250,2.7827715591088427,0.6691290669497172
LOCO-HD,500,2.3324436656415544,0.6900615764687414
LOCO-HD,1000,2.182462025479677,0.5682223309782599
LOCO-HD,2000,2.4804679722095804,0.6850533789744112
Robust-CPI,30,1.4715553390669875,0.1710729233941162
Robust-CPI,50,2.2579158350630624,0.45248244267818116
Robust-CPI,100,1.8358371597048988,0.32328450274711984
Robust-CPI,250,2.7551535195729184,0.660579630450547
Robust-CPI,500,2.3325673508141898,0.6752954994554328
Robust-CPI,1000,2.196137732909955,0.5643557055327163
Robust-CPI,2000,2.5007360685800073,0.6904449479652549
