method,n_samples,imp_V0,imp_V1
LOCO-HD,500,2.640710659454535,0.5989265934439042
LOCO-HD,1000,2.6634640926683906,0.6607442200283252
LOCO-HD,2000,2.6849588376066156,0.6431681054061685
Robust-CPI,30,1.6787100527094247,1.2425616004568665
Robust-CPI,50,2.760180784904677,0.7840049782871747
Robust-CPI,100,2.4784397096195705,0.4536088891905531
Robust-CPI,250,2.140774818877535,0.6224165017871846
Robust-CPI,500,2.6923564180404767,0.5897256269513903
Robust-CPI,1000,2.616442398046411,0.6557405569753704
Robust-CPI,2000,2.660208552260561,0.6411682692264427
0.5*CPI,30,2.392271920434912,0.7485826484353091
0.5*CPI,50,3.7357158147181506,0.928896752556007
0.5*CPI,100,5.112567648144695,1.0556312027295551
0.5*CPI,250,2.3770533007537535,0.8398727431942612
0.5*CPI,500,2.2749953006326322,0.6199361762293056
0.5*CPI,1000,2.9665971062625975,0.6697629386960885
0.5*CPI,2000,2.6730632989672403,0.5988497927172064
PFI,30,2.4393222250169493,1.3641527459188623
PFI,50,2.5701789780180615,1.1312372737302168
PFI,100,3.2448976764142445,1.462943188578282
PFI,250,2.2799006350735884,1.4347757455061139
PFI,500,2.489625396621263,1.3131229790700638
PFI,1000,3.0989677308028036,1.4759146778349157
PFI,2000,2.9116206380036003,1.3860835430593241
LOCO-W,30,1.0565045916017226,0.0178121695633438
LOCO-W,50,1.7238293959663122,0.3702726394579209
LOCO-W,100,2.629771870408413,0.3551134378656438
LOCO-W,250,1.1560019364193408,0.35658847885015527
LOCO-W,500,1.796281333583177,0.44523681065068205
LOCO-W,1000,1.9684277824167682,0.5194347430952312
LOCO-W,2000,2.6677433989048116,0.5540380147019094
LOCO-HD,30,1.8702221778437638,0.8229793966901947
LOCO-HD,50,2.6673339962045928,0.7248188212029699
LOCO-HD,100,5.616728714208411,1.0151257553979112
LOCO-HD,250,2.5203005578277136,0.7653422945268092
LOCO-HD,500,2.512175624588574,0.7260154965956166
LOCO-HD,1000,2.589778247844852,0.6499479574957029
LOCO-HD,2000,2.6820697353690486,0.6089075659840419
Robust-CPI,30,1.891979736937307,0.7915036203174698
Robust-CPI,50,2.4874585211902516,0.6420605474536148
Robust-CPI,100,6.098760728353089,1.1056302651480434
Robust-CPI,250,2.463972829763946,0.7320162393041049
Robust-CPI,500,2.5355404527849443,0.7354597762010304
Robust-CPI,1000,2.5476239272698638,0.6417345073259806
Robust-CPI,2000,2.6713466532024457,0.6107276516395883
0.5*CPI,30,1.4814485392976877,0.32604544664407115
0.5*CPI,50,3.03823768176629,0.7776393275698983
0.5*CPI,100,3.884435288458111,0.8128640506695071
0.5*CPI,250,2.8493629849853614,0.8924755772763111
0.5*CPI,500,2.834906375410344,0.6275079613585548
0.5*CPI,1000,2.500176051351075,0.7149880349688053
0.5*CPI,2000,2.8070609159475524,0.7133794759802584
PFI,30,2.3776244077197055,1.2186009431349218
PFI,50,2.523485625639003,1.308151049717041
PFI,100,3.175742955632415,1.4503787570224826
PFI,250,2.7546776361656553,1.5835063929551374
PFI,500,2.766363709737536,1.2946626586974925
PFI,1000,2.7354651232046505,1.4683114605786998
PFI,2000,2.8730700495746775,1.4487847286748308
LOCO-W,30,-0.5829115855791469,0.18529931624324322
LOCO-W,50,1.7187293377932227,1.130766962656475
LOCO-W,100,2.8573058284704995,0.5201115061559233
LOCO-W,250,2.0239063540678286,0.417003322973788
LOCO-W,500,2.227602432134103,0.3996233552238239
LOCO-W,1000,1.9561794175565799,0.4790749043191711
LOCO-W,2000,2.542452612247324,0.5986461134373918
LOCO-HD,30,1.5284653812846698,0.29702209918341826
LOCO-HD,50,2.4721074536415197,0.7998833036046259
LOCO-HD,100,3.4859060682390854,0.7429594176053358
LOCO-HD,250,2.8604725184771618,0.7429488243437313
LOCO-HD,500,2.823466074787197,0.6605027199881514
LOCO-HD,1000,2.5805881926668746,0.7375118178610066
LOCO-HD,2000,2.6002132983766564,0.700877861561172
Robust-CPI,30,1.6273964535403909,0.264924488410376
Robust-CPI,50,2.5266680317905754,0.8016805929249374
Robust-CPI,100,3.1975300478986006,0.762952328579391
Robust-CPI,250,2.7403696594307503,0.7347644882699468
Robust-CPI,500,2.764971607263798,0.6390033658138585
Robust-CPI,1000,2.637531166882832,0.7520186555560395
Robust-CPI,2000,2.600977113248055,0.7042729651677587
0.5*CPI,30,0.31997318295541033,0.5761242556093628
0.5*CPI,50,4.646013887704459,0.8540041572721903
0.5*CPI,100,2.214320836587588,0.6686461992267019
0.5*CPI,250,2.2678531689686543,0.5493527304885364
0.5*CPI,500,2.469422431767421,0.6474649167117006
0.5*CPI,1000,2.4591806422981195,0.7269646032591964
0.5*CPI,2000,2.5084921550888457,0.6317085891369573
PFI,30,2.253714202072316,1.771986783660765
PFI,50,2.7578745375909732,0.7081011946706159
PFI,100,2.369274012939914,1.3307694689298217
PFI,250,2.72482975823797,1.348171935226926
PFI,500,2.7762018026956423,1.420070484027235
PFI,1000,2.6488098744312443,1.4509554916654774
PFI,2000,2.7654108353250204,1.3848928506374787
LOCO-W,30,0.990439835701347,0.12263461784460943
LOCO-W,50,0.7599087539283151,1.3936864422496904
LOCO-W,100,2.138847644906996,0.5606054902713081
LOCO-W,250,1.155738275079188,0.3402393721990908
LOCO-W,500,1.9302937101367046,0.5388007764346504
LOCO-W,1000,2.1290495405667684,0.47999526016489646
LOCO-W,2000,2.3607585872280694,0.5612637505698629
LOCO-HD,30,0.5600313871753273,0.4470069260833405
LOCO-HD,50,4.616760764724538,0.9603516435245596
LOCO-HD,100,2.6674382726184676,0.8349767207801972
LOCO-HD,250,2.8356723219687754,0.6295986467593397
LOCO-HD,500,2.381249471512312,0.5960766104906684
LOCO-HD,1000,2.4723974799743704,0.7405546352528422
LOCO-HD,2000,2.5415964883765025,0.6276664406399419
Robust-CPI,30,0.325543694469644,0.4687463591748034
Robust-CPI,50,4.401478010953281,0.8307303025174352
Robust-CPI,100,2.482028310109888,0.7063933912410819
Robust-CPI,250,2.845527136284562,0.6233296822563702
Robust-CPI,500,2.358595626092439,0.605719287054852
Robust-CPI,1000,2.488750421204246,0.741805867895473
Robust-CPI,2000,2.5217075649923726,0.6240900619480787
0.5*CPI,30,2.102771288553335,0.6380949967469309
0.5*CPI,50,2.8884334461916192,0.4434889686279132
0.5*CPI,100,3.004240223896887,1.0442698365782705
0.5*CPI,250,2.3996020057468805,0.7256490420530491
0.5*CPI,500,2.2596134251560103,0.5615653579289493
0.5*CPI,1000,2.229720107179306,0.6580786521913533
0.5*CPI,2000,2.8112679398413456,0.6548830020605483
PFI,30,2.1590577251312983,1.0061867054277014
PFI,50,3.3823403137166554,1.4076702480536918
PFI,100,2.4446248162673587,1.456387999087424
PFI,250,2.523675051314794,1.4183111401612505
PFI,500,2.6682679104958593,1.3386660309597813
PFI,1000,2.775592357885223,1.4923207448340379
PFI,2000,2.8274762633043573,1.3628655127608458
LOCO-W,30,1.5248286854581816,-0.6079858822070996
LOCO-W,50,1.3525597904598832e-06,0.29373846320820124
LOCO-W,100,0.7469232944518088,0.25268222507813365
LOCO-W,250,1.6183913887104282,0.416509836605368
LOCO-W,500,1.4748262695916061,0.48738237783330846
LOCO-W,1000,2.122607260626518,0.4993713388803255
LOCO-W,2000,2.4089225519066852,0.5852912976263966
LOCO-HD,30,3.067493079079577,0.8673945509152848
LOCO-HD,50,2.7556637331808447,0.7331370612821777
LOCO-HD,100,3.720079818028777,1.015808104268287
LOCO-HD,250,2.145168655525785,0.6382738407886741
LOCO-HD,500,2.20111523247937,0.5619855986803819
LOCO-HD,1000,2.2996077658192164,0.6321798146663385
LOCO-HD,2000,2.9117663989092435,0.6703993872529218
Robust-CPI,30,1.4466115609173797,0.5065151531087049
Robust-CPI,50,2.7658809078903417,0.7043692718904545
Robust-CPI,100,3.852266634871154,1.0094407775088308
Robust-CPI,250,2.134196787205434,0.6496197778223262
Robust-CPI,500,2.2891749970672293,0.5652021380694383
Robust-CPI,1000,2.299167619405811,0.6365551064101028
Robust-CPI,2000,2.8549941330611643,0.6688698544305386
0.5*CPI,30,2.0944041272279352,0.4581985630459356
0.5*CPI,50,3.236357190189834,0.6084857915738827
0.5*CPI,100,2.9801797956990064,0.6667318203945665
0.5*CPI,250,2.2771826769753405,0.3783559964938287
0.5*CPI,500,2.6464007268806897,0.742401411291557
0.5*CPI,1000,2.63626230600938,0.6946456410702658
0.5*CPI,2000,2.3114797122655797,0.6054859112888333
PFI,30,2.1075303313110636,0.8725407731794754
PFI,50,2.9397765870095642,1.278398633454199
PFI,100,2.369079559989524,1.2245498134271833
PFI,250,2.6063236950203095,1.0623699588787716
PFI,500,2.8417980895347537,1.5159651687257538
PFI,1000,2.6787063080826283,1.3812914165255172
PFI,2000,2.7936078668853566,1.427459962008724
LOCO-W,30,1.0323885168454308,0.08563451560227918
LOCO-W,50,0.6505766809907884,0.2050063323061829
LOCO-W,100,2.3577703895141644,0.14532605142438532
LOCO-W,250,1.7759705014004066,0.3720157430121927
LOCO-W,500,1.8252234953904176,0.3778631202609191
LOCO-W,1000,2.2377865639494416,0.4564398358539101
LOCO-W,2000,2.3128604014608087,0.5296906894142572
LOCO-HD,30,2.5260764255457646,0.32794896525181644
LOCO-HD,50,4.34092913542552,0.8270920711190329
LOCO-HD,100,2.694387967250952,0.6547950639206342
LOCO-HD,250,2.4816349914828986,0.5973030790354334
LOCO-HD,500,2.533390607119917,0.6958458667235355
LOCO-HD,1000,2.6886974819040272,0.6452222046324609
LOCO-HD,2000,2.3329961424560555,0.5922890087745827
Robust-CPI,30,2.185511299352618,0.2766515382058193
Robust-CPI,50,3.786311205468312,0.7008442774246851
Robust-CPI,100,2.6788657194838628,0.618980844290267
Robust-CPI,250,2.388671311134068,0.5734901715474622
Robust-CPI,500,2.499724586123675,0.7061053654699209
Robust-CPI,1000,2.6892475157951004,0.6309599796561101
Robust-CPI,2000,2.334184840074436,0.590594914492479
0.5*CPI,30,4.4288845693023005,0.9850422248289183
0.5*CPI,50,3.705233427697792,0.592969665311067
0.5*CPI,100,2.271557833811222,0.6199283920361526
0.5*CPI,250,3.2072752520294157,0.7640101630286271
0.5*CPI,500,2.67635239849992,0.7982559863666778
0.5*CPI,1000,2.552135831886791,0.6271469208316436
0.5*CPI,2000,2.5067518152288577,0.702963291414906
PFI,30,3.1975154199358458,1.3672764636765777
PFI,50,3.5668536922506364,1.460734381336066
PFI,100,2.44486819358728,1.2631214588529338
PFI,250,3.1361446732156812,1.5342332043872422
PFI,500,2.638036793795601,1.4608147478581972
PFI,1000,2.78899197596664,1.381822780531344
PFI,2000,2.732445925728299,1.452348269303829
LOCO-W,30,1.730226861342979,1.8695794089692532
LOCO-W,50,2.656901380961566,0.341309703577793
LOCO-W,100,0.9972108656488933,0.46570639251556606
LOCO-W,250,2.001559483678046,0.48527343519372496
LOCO-W,500,2.190560410152317,0.5053126891637839
LOCO-W,1000,2.3435247484461046,0.5799502827538864
LOCO-W,2000,2.3906988140944248,0.5575436937809489
LOCO-HD,30,2.858990748152268,0.6711380638645833
LOCO-HD,50,3.8641585991193694,0.6702158905334686
LOCO-HD,100,2.72220806776292,0.4995205190674431
LOCO-HD,250,3.104785858403177,0.7300826094623076
LOCO-HD,500,2.5464465795609272,0.6835067649744363
LOCO-HD,1000,2.565957051767812,0.6522655244460642
LOCO-HD,2000,2.4749586114992868,0.698564127962425
Robust-CPI,30,2.4685639496750937,0.49630316212612907
Robust-CPI,50,3.251271160778765,0.633925308826449
Robust-CPI,100,1.954027418991513,0.4642414909352462
Robust-CPI,250,3.081443694642099,0.7353974891200674
Robust-CPI,500,2.4931798208002682,0.6843659123073802
Robust-CPI,1000,2.6231759544135733,0.6540198193442105
Robust-CPI,2000,2.4927331003817703,0.6974790307278422
0.5*CPI,30,4.885441306806827,1.5599202248462178
0.5*CPI,50,0.510983764013038,0.47749823145662734
0.5*CPI,100,2.2155320238128975,0.8259928537924865
0.5*CPI,250,2.8255319145590425,0.6703925321351192
0.5*CPI,500,2.763723156835435,0.674782744489707
0.5*CPI,1000,3.002745583036832,0.5923194526014252
0.5*CPI,2000,2.671692499262516,0.6510050305703572
PFI,30,3.125573543443227,1.766039456173937
PFI,50,2.114181518697852,1.5167304818699667
PFI,100,2.683192611657202,1.6252668477487044
PFI,250,3.088028174264417,1.4812501764986061
PFI,500,2.6350592028872826,1.2980843677983236
PFI,1000,2.915313581780315,1.284747436586113
PFI,2000,2.8550446725963807,1.4084321980614796
LOCO-W,30,0.1459434855977418,0.0994765796018675
LOCO-W,50,0.39936998130812423,0.16173710286622198
LOCO-W,100,0.9693781901642722,0.41210539944634755
LOCO-W,250,2.1589749696376503,0.39639097274596746
LOCO-W,500,1.7948049720748958,0.3516469795753752
LOCO-W,1000,2.037000168175466,0.4902195661153273
LOCO-W,2000,2.3800248971415834,0.5493663464137205
LOCO-HD,30,2.7122279760427657,0.9233782381207171
LOCO-HD,50,0.8505410728859135,0.4137647828286302
LOCO-HD,100,3.0118217354011785,0.9146973759601389
LOCO-HD,250,2.7014206812683406,0.6884641758651389
LOCO-HD,500,2.563307411187005,0.6065047012897955
LOCO-HD,1000,2.8670851589889765,0.6472593442893886
LOCO-HD,2000,2.62410173561203,0.6761187752984177
Robust-CPI,30,3.2854023907238274,1.1387578893979398
Robust-CPI,50,0.6096456164623731,0.4419906877623047
Robust-CPI,100,2.8376642023975855,0.8993573416046963
Robust-CPI,250,2.6449153702205694,0.6780442302310301
Robust-CPI,500,2.5925297021282203,0.6069070723910563
Robust-CPI,1000,2.817836071889475,0.6511524207435219
Robust-CPI,2000,2.65610373795015,0.6732999301923951
0.5*CPI,30,3.1021911576220718,0.9435891603970736
0.5*CPI,50,3.1022401956957903,0.46268372482122033
0.5*CPI,100,2.2492042679031323,0.5842338607852064
0.5*CPI,250,2.2679428868843847,0.7468131749835949
0.5*CPI,500,2.4025767174642163,0.7007386850920081
0.5*CPI,1000,2.1871164092733753,0.6053473184492542
0.5*CPI,2000,2.793525723139777,0.6241663275554272
PFI,30,2.355767101783952,1.456273152700401
PFI,50,3.1693409841384974,1.2210978400099848
PFI,100,2.713172638344878,1.3871495452507403
PFI,250,2.5752635809509146,1.4822107837342011
PFI,500,2.660268124723522,1.4391370419315828
PFI,1000,2.637570317830247,1.3843990646344844
PFI,2000,2.911460719486055,1.3708307425723236
LOCO-W,30,0.18298108884124809,-0.5064248018585205
LOCO-W,50,1.741147462991679,0.35047865125898786
LOCO-W,100,2.0075463475496735,0.496218251064003
LOCO-W,250,1.7831056532985243,0.39735668739916263
LOCO-W,500,2.439178370322997,0.4022029756814574
LOCO-W,1000,2.134737700458427,0.49724412953803526
LOCO-W,2000,2.2053136670656923,0.528497918280506
LOCO-HD,30,3.0171240744939167,0.8109204849678784
LOCO-HD,50,2.995054352147162,0.804035675094223
LOCO-HD,100,2.299305350335716,0.4904607526560445
LOCO-HD,250,2.672425764510732,0.6914937409542902
LOCO-HD,500,2.6665323426654743,0.6847840606052146
LOCO-HD,1000,2.2456292427314803,0.6202918856768626
LOCO-HD,2000,2.6975705776126424,0.6272026893493684
Robust-CPI,30,2.976781390648993,0.8143060759003349
Robust-CPI,50,2.854782987828294,0.7593275451354738
Robust-CPI,100,2.292752878885412,0.48517924440391286
Robust-CPI,250,2.673753818921103,0.6642035744397699
Robust-CPI,500,2.7119298356885935,0.6841249622528753
Robust-CPI,1000,2.2389538856480757,0.6279150958725404
Robust-CPI,2000,2.751405283165219,0.6294480059301009
0.5*CPI,30,2.3025321799249108,0.3237302007088817
0.5*CPI,50,2.279181144818066,0.6012805804647603
0.5*CPI,100,3.8314321493251495,0.6860122777237587
0.5*CPI,250,2.8029381370498148,0.6398660345644169
0.5*CPI,500,2.3675555831875594,0.6026222388644839
0.5*CPI,1000,2.2847044484968286,0.6765694630525313
0.5*CPI,2000,2.933069572493982,0.6050135212434998
PFI,30,2.704965771938594,1.0008377649799298
PFI,50,2.2707525963286868,1.1436471519389027
PFI,100,3.3564265542931975,1.3859532892118616
PFI,250,2.8974470143109197,1.38409981731976
PFI,500,2.5074427268618753,1.2658476103585792
PFI,1000,2.716869435082575,1.4698734323332185
PFI,2000,2.965271331767487,1.3472794096731089
LOCO-W,30,1.257332739470456,0.01241663466490477
LOCO-W,50,1.991945847407086,0.29144953807469165
LOCO-W,100,3.2184972062090424,0.22950175147695578
LOCO-W,250,2.0978097096593653,0.36991397687423927
LOCO-W,500,1.8298547531330556,0.4491912310125297
LOCO-W,1000,2.3418898072554244,0.4387375503058839
LOCO-W,2000,2.4140404659754977,0.5940920671561786
LOCO-HD,30,3.7794921457534754,0.6251563271552844
LOCO-HD,50,2.166158676265321,0.5519459486891497
LOCO-HD,100,3.4407015084068595,0.7792484979149849
LOCO-HD,250,2.8547912622579212,0.6837770361700715
LOCO-HD,500,2.268724624516725,0.5930719791588678
LOCO-HD,1000,2.2795551662135165,0.6838959823762112
LOCO-HD,2000,2.7664461044014566,0.6222110932406889
Robust-CPI,30,3.318457153627712,0.6116085723455033
Robust-CPI,50,2.092300662932269,0.5628723799121549
Robust-CPI,100,3.4225591194613774,0.7387298253452836
Robust-CPI,250,2.8212365685066687,0.6506946852619976
Robust-CPI,500,2.250069785750474,0.5951984175952322
Robust-CPI,1000,2.2681878630722467,0.6850592108835267
Robust-CPI,2000,2.735763154772432,0.6268638058569298
0.5*CPI,30,3.420015481611038,1.2656991464670042
0.5*CPI,50,6.339155854982332,0.7489873091035387
0.5*CPI,100,4.169354599654487,1.044087008011614
0.5*CPI,250,2.011325734888729,0.5924828971550375
0.5*CPI,500,2.620386181557058,0.501846352645793
0.5*CPI,1000,2.8841982098969554,0.6958706831246854
0.5*CPI,2000,2.555492453697357,0.6723052446621445
PFI,30,2.615088237477662,1.5907798209114357
PFI,50,4.87707722328625,1.7898325463800417
PFI,100,3.121723670259558,1.6335888762958184
PFI,250,2.577910708162612,1.3961498526493226
PFI,500,2.936367334370711,1.294692099728026
PFI,1000,2.903605340480443,1.4267409456185047
PFI,2000,2.7873583579465477,1.4295149731518197
LOCO-W,30,0.7752367157030644,0.12451563037293553
LOCO-W,50,0.8476479911008974,0.2989999732238906
LOCO-W,100,0.6097434974477928,0.13098575086138006
LOCO-W,250,1.4441170111565458,0.36456584174216894
LOCO-W,500,1.775828798749002,0.5264613395661558
LOCO-W,1000,2.259488606232372,0.4832027227055216
LOCO-W,2000,2.4161417793274844,0.6061407159560842
LOCO-HD,30,2.630208735484685,1.0804919429513977
LOCO-HD,50,6.048887656977009,1.2614360467468984
LOCO-HD,100,3.43330568636351,0.808265080363428
LOCO-HD,250,2.587700864071577,0.5761163467860604
LOCO-HD,500,2.926077999258824,0.5550820793679607
LOCO-HD,1000,2.8195846869819214,0.6750391595517
LOCO-HD,2000,2.4809077829598967,0.6473855407571235
Robust-CPI,30,2.556409633262263,0.8237873572799608
Robust-CPI,50,6.144407291033221,0.9615625904931592
Robust-CPI,100,3.300436007283607,0.758912169465874
