method,intra_cor,imp_V0,tr_V0,imp_V1,tr_V1,imp_V2,tr_V2,imp_V3,tr_V3,imp_V4,tr_V4,imp_V5,tr_V5,imp_V6,tr_V6,imp_V7,tr_V7,imp_V8,tr_V8,imp_V9,tr_V9,imp_V10,tr_V10,imp_V11,tr_V11,imp_V12,tr_V12,imp_V13,tr_V13,imp_V14,tr_V14,imp_V15,tr_V15,imp_V16,tr_V16,imp_V17,tr_V17,imp_V18,tr_V18,imp_V19,tr_V19,imp_V20,tr_V20,imp_V21,tr_V21,imp_V22,tr_V22,imp_V23,tr_V23,imp_V24,tr_V24,imp_V25,tr_V25,imp_V26,tr_V26,imp_V27,tr_V27,imp_V28,tr_V28,imp_V29,tr_V29,imp_V30,tr_V30,imp_V31,tr_V31,imp_V32,tr_V32,imp_V33,tr_V33,imp_V34,tr_V34,imp_V35,tr_V35,imp_V36,tr_V36,imp_V37,tr_V37,imp_V38,tr_V38,imp_V39,tr_V39,imp_V40,tr_V40,imp_V41,tr_V41,imp_V42,tr_V42,imp_V43,tr_V43,imp_V44,tr_V44,imp_V45,tr_V45,imp_V46,tr_V46,imp_V47,tr_V47,imp_V48,tr_V48,imp_V49,tr_V49,tr_time
0.5*CPI,0.0,0.05605606358406123,1.0,0.06626233966653694,1.0,0.036463469993942565,1.0,0.2681496858708592,1.0,0.25961330445534103,1.0,0.0024773867683618445,0.0,0.00520530867526614,0.0,-0.0009225758116016003,0.0,-0.0013577451611979097,0.0,-0.0002229368180424185,0.0,0.0017189380125222087,0.0,0.0016473328032107215,0.0,-0.00022713329767931612,0.0,4.862768357671854e-05,0.0,-0.004659750150364017,0.0,-0.0016983428869468131,0.0,0.0015027669293044,0.0,-0.0002601033178086798,0.0,0.0001610899041954994,0.0,0.005225452586923307,0.0,0.000454484120529397,0.0,-0.0043163298111739135,0.0,-0.0005243869220024067,0.0,-0.00046785938382276626,0.0,0.001806566987392788,0.0,0.002258713710024507,0.0,-0.001675455284940064,0.0,-0.0002544575656941994,0.0,0.0002874293715391385,0.0,0.0005353123057658671,0.0,0.000847512554797758,0.0,0.0012836990060463016,0.0,-0.002660223479782786,0.0,0.0015415281760289279,0.0,0.004048756216639138,0.0,0.00030265512933191907,0.0,0.0001286620248741599,0.0,0.0033591696488530776,0.0,0.0022716790348913385,0.0,0.00115959972351809,0.0,0.001938119501842861,0.0,0.0019510538892737461,0.0,0.0006428206160822292,0.0,-0.0027248101988810447,0.0,0.0019982502052413587,0.0,-0.0002690519019772353,0.0,-0.0010474126632440406,0.0,0.0017813211978499055,0.0,0.002661396688600437,0.0,-0.000845273949547698,0.0,203.10842084884644
0.5*CPI,0.15,0.0974360135312744,1.0,0.08574424276312087,1.0,0.24678526556133473,1.0,0.7587646868736079,1.0,0.7297352675431191,1.0,-0.000898336010112355,0.0,-0.0006168432817452718,0.0,-0.00030626615881745867,0.0,-0.0020037715923637567,0.0,0.0027717229441820423,0.0,-0.00027077043355838715,0.0,-0.00016848252239243244,0.0,-0.0017304612954225362,0.0,-0.001222869974278007,0.0,-0.000728024572009045,0.0,0.0005346312207036297,0.0,0.0017123747314716775,0.0,-4.9794235064126724e-05,0.0,0.0021068075574501854,0.0,0.0018213177874162323,0.0,0.00027591182818820226,0.0,-0.0006593863391429755,0.0,0.000569380225909355,0.0,0.000290013887344287,0.0,0.0009376914198455655,0.0,-0.0011953466119202227,0.0,-0.0011811450194478823,0.0,0.0004208280202046,0.0,-0.0006019653430364702,0.0,-0.0020583277600875194,0.0,-0.000787825676263898,0.0,0.00016686167402157892,0.0,0.00033456229987571806,0.0,-0.002049032275277085,0.0,0.0011890716726644657,0.0,-0.0011034786283049547,0.0,0.0028821870579094355,0.0,-0.0007120302509511234,0.0,-0.00013252889926496092,0.0,0.0009709514448513756,0.0,0.0013217717414425456,0.0,9.702143085876802e-05,0.0,4.25752340517116e-05,0.0,-0.0021355378637113454,0.0,-0.000211809492935644,0.0,0.0008055338362448206,0.0,-0.0010345028752904994,0.0,0.00019412737084667508,0.0,0.0002170836276781385,0.0,-0.0002504187414130721,0.0,200.82758355140686
0.5*CPI,0.3,0.21823129271152597,1.0,0.1890689360757679,1.0,0.25871077387500274,1.0,0.8109341912677486,1.0,0.6544703706829367,1.0,-0.00015690905892090656,0.0,-0.0017566726834534196,0.0,-0.0016944982162250821,0.0,-0.0020625888603021947,0.0,1.1334337944812756e-05,0.0,0.002053157432209074,0.0,-0.0003028351820887898,0.0,0.0009592109445216712,0.0,6.281571838268052e-05,0.0,0.0009098708750553963,0.0,0.0021026286878944034,0.0,-4.603597198743481e-05,0.0,0.0006699726385991922,0.0,-0.0005724990305363553,0.0,-0.0003555687563660537,0.0,-0.0003657995199406461,0.0,0.0003958898038653458,0.0,0.00039598170988763837,0.0,-1.5867999993923743e-05,0.0,2.188277699999297e-05,0.0,0.00021128290972427521,0.0,-0.000719767073630917,0.0,0.00017652263786616107,0.0,0.00035198843260908497,0.0,-0.0005425419927893582,0.0,0.0008782207861018354,0.0,7.212532669909066e-05,0.0,-0.0014538622135484847,0.0,0.0009008036382740503,0.0,-0.0005646998995813002,0.0,-0.00023878225443990653,0.0,-0.0007818528472297026,0.0,0.0001326958480390994,0.0,-0.0009686290285978449,0.0,-0.00028216280625675827,0.0,-0.0002258922717116585,0.0,0.0018387894081038914,0.0,-0.0013238994232741552,0.0,-0.00019593501862846807,0.0,-0.002350142503554309,0.0,0.0005231954387476256,0.0,-0.0003468224704720746,0.0,0.0030961479196621733,0.0,-6.134059108692247e-05,0.0,-0.001163652582023944,0.0,234.2854073047638
0.5*CPI,0.5,0.24492361755341246,1.0,0.19128249219478471,1.0,0.3248792343733699,1.0,0.748557535055079,1.0,0.8078013644904005,1.0,-0.00030229310266710607,0.0,2.498565128572494e-06,0.0,0.0007665681814397751,0.0,0.000616282643392807,0.0,2.7323257804245937e-05,0.0,0.00024611972096771906,0.0,-0.0006204300523864892,0.0,8.088311738568832e-05,0.0,-0.00015616467398554823,0.0,-0.0005173404564374762,0.0,-0.00013297342725099304,0.0,-0.0002039204468966549,0.0,-7.803118865434833e-05,0.0,-0.00011274341769845764,0.0,0.00027010357592427425,0.0,2.4809908148848425e-05,0.0,0.0022906071033149678,0.0,0.0002381291586665557,0.0,0.0005089256198750336,0.0,2.087798948002817e-05,0.0,-0.00013502593545383634,0.0,-8.441048250540373e-05,0.0,-8.987909699009755e-05,0.0,1.7350190566423063e-05,0.0,-0.00010803426358330093,0.0,0.0001793738448612192,0.0,-0.000559027080879515,0.0,-0.00033627140525949173,0.0,1.4893569183493938e-07,0.0,-1.988208938441538e-05,0.0,0.00016429161499093015,0.0,1.7351525710751492e-05,0.0,8.390711131567308e-06,0.0,0.0006213748637255434,0.0,-4.116101139250983e-05,0.0,0.00010634991196240007,0.0,-0.0003965304584454543,0.0,1.5497805826714117e-05,0.0,-0.0001552206697487124,0.0,7.081725132418448e-06,0.0,-0.00032703728966243517,0.0,-0.0004532531604466983,0.0,-0.00015039183107079523,0.0,0.0007483709281283502,0.0,-0.00013141391490401055,0.0,244.26073741912842
0.5*CPI,0.65,0.20788410746318298,1.0,0.1523030218011962,1.0,0.2335894448372376,1.0,0.6795009732681435,1.0,0.686649053351782,1.0,-0.0003027097725756267,0.0,-0.00026283689358599926,0.0,-5.778012611995509e-05,0.0,-0.00026772983088022007,0.0,0.0001922247966992252,0.0,0.00013664665567825196,0.0,0.00013899809368603244,0.0,0.00022872511269839135,0.0,-3.313560003231908e-05,0.0,-0.0014069203705255051,0.0,3.3253576710412514e-05,0.0,9.731048554634247e-05,0.0,3.725059231041161e-05,0.0,8.123309486207653e-05,0.0,0.00013059087584785245,0.0,0.00043039671169919913,0.0,-0.00136549419429699,0.0,0.00013349262205333834,0.0,8.642764467950426e-05,0.0,-3.2144973883235783e-05,0.0,0.00027718879220933745,0.0,-0.00010532554096900903,0.0,-7.240449424672502e-05,0.0,-0.00026768069150220897,0.0,-7.393722822837678e-05,0.0,-5.758848741024836e-05,0.0,-8.126162966193284e-05,0.0,6.716350142699223e-05,0.0,-6.473442411353281e-05,0.0,-0.001133885693715031,0.0,4.247058187070718e-05,0.0,-0.0005035326496629633,0.0,0.00012147938587761531,0.0,-0.0002896124679968026,0.0,4.6045825060708756e-05,0.0,-6.946819395156623e-05,0.0,1.8667768422714337e-05,0.0,-0.00013352737159252892,0.0,3.8215965066534796e-05,0.0,6.841225245188265e-05,0.0,0.00014757614603255753,0.0,-0.0005061869698407273,0.0,0.0006486531443611054,0.0,-6.422594310812046e-05,0.0,-8.666111253205488e-05,0.0,237.02938556671143
0.5*CPI,0.85,0.12292192231652188,1.0,0.08284851511113583,1.0,0.037828406051945956,1.0,0.3130958235620253,1.0,0.33276152462500885,1.0,-0.00012413458644949804,0.0,0.00015523553883659003,0.0,0.00018214727670205072,0.0,-0.00021657092786536714,0.0,-1.8009548115656415e-05,0.0,-3.012814462882707e-06,0.0,-8.962571900750227e-06,0.0,8.65043656621961e-06,0.0,6.528538769715042e-06,0.0,4.2934139929409754e-05,0.0,-1.093992742960681e-05,0.0,-1.030553317918348e-06,0.0,-6.02123062964921e-06,0.0,-1.707279245722476e-05,0.0,1.0756409441391168e-05,0.0,-4.704213717829364e-06,0.0,-7.503173592697532e-05,0.0,1.3284226168988611e-05,0.0,4.971784447291294e-06,0.0,-2.0812756906345153e-05,0.0,1.2681375870793321e-06,0.0,2.557467081788084e-05,0.0,-2.7029568141628824e-06,0.0,8.568729592462604e-05,0.0,0.00012459790450438518,0.0,-8.422910608073958e-05,0.0,5.686372494768943e-06,0.0,8.74940244389305e-06,0.0,-3.0226770942054504e-06,0.0,-1.5649079162453894e-05,0.0,8.735803543769016e-06,0.0,6.76662533254796e-06,0.0,-8.443859621162786e-07,0.0,-6.343141955439391e-06,0.0,1.4616886971255405e-05,0.0,3.612374180297917e-06,0.0,-1.0568356812970525e-05,0.0,-4.957619040874689e-05,0.0,-5.1833136231117793e-05,0.0,-7.78466330522698e-07,0.0,7.118710780087967e-06,0.0,1.7395312509403682e-05,0.0,7.655038128974445e-06,0.0,-5.934579746839225e-05,0.0,-5.789377492866621e-05,0.0,227.1018421649933
PFI,0.0,0.0387387826010519,1.0,0.04568245010100891,1.0,0.02537034878764266,1.0,0.17686899644102527,1.0,0.17353894892457422,1.0,0.0017342274618596942,0.0,0.0036559600409931114,0.0,-0.0006463627633943592,0.0,-0.0012905114709993448,0.0,-0.0001561642045577738,0.0,0.0012035195251804964,0.0,0.0011534051616222118,0.0,-0.00025344111329617114,0.0,3.406076072076658e-05,0.0,-0.0032676525273449553,0.0,-0.0011900970276290668,0.0,0.0010522224344939879,0.0,-0.00018220049291506335,0.0,0.00011283065360179201,0.0,0.0036554782943654107,0.0,0.0003183070398249388,0.0,-0.0002534382779824096,0.0,-0.00036735306869517537,0.0,-0.0007453458900861243,0.0,0.0012648460557393992,0.0,6.829189610924047e-06,0.0,-0.0011413215466382631,0.0,-0.0009822012768083699,0.0,0.0002013151542645808,0.0,0.0002642136847164078,0.0,0.0005935151618745582,0.0,0.0008991135070122169,0.0,-0.0018645659887881472,0.0,-0.0004567520732525754,0.0,0.0028331323491570526,0.0,6.28599351057968e-05,0.0,9.011822251614454e-05,0.0,0.0005236819337550713,0.0,0.0015364490367677508,0.0,2.5140603649331794e-05,0.0,0.001356907229704607,0.0,0.0013659584650196344,0.0,0.00045019147807279225,0.0,-0.0019098655127069986,0.0,0.0014007496939312247,0.0,-0.00018846932521388027,0.0,-0.0007338467832307405,0.0,0.0009718568779708558,0.0,0.001862954681961071,0.0,-0.0005921933262507117,0.0,219.499107837677
PFI,0.15,0.08117352551797241,1.0,0.0790230157423839,1.0,0.20457800634335266,1.0,0.5168960418525113,1.0,0.5382536092743824,1.0,-0.0031653140337601915,0.0,-0.0003207212916318536,0.0,-0.0006241647812601503,0.0,-0.0019210802540003957,0.0,0.0022865110450089876,0.0,-0.00024014581126952095,0.0,0.0006675828888620394,0.0,-0.0015869564417707593,0.0,-0.001213803148794712,0.0,0.0004423477446613422,0.0,0.001215600400978012,0.0,0.0011221794237790128,0.0,-2.6404722776041112e-05,0.0,0.0031830143665685373,0.0,-0.0001556542137601813,0.0,0.00032598256952587334,0.0,-0.0003276145870196867,0.0,0.0005429787674244846,0.0,-0.0006397692291719714,0.0,0.0012315067262145263,0.0,-0.001126374053329604,0.0,-0.0009069474758638396,0.0,0.00023506797070438346,0.0,-0.0004487583129215711,0.0,-0.0017567833242773112,0.0,-0.0004681581545051827,0.0,0.00016755942628932097,0.0,0.0003914830780953338,0.0,-0.0006005141311722362,0.0,0.0031008414522584182,0.0,-0.0012936183350718,0.0,0.002568422224513478,0.0,-0.00026509108350136756,0.0,-0.00012169547269214043,0.0,0.0007545425878328071,0.0,0.00023040631726778393,0.0,-0.00021739920944185975,0.0,2.0645265706331628e-05,0.0,-0.0012155267884128573,0.0,0.0004005254045793549,0.0,0.000896113781910346,0.0,-0.0004091221947917223,0.0,4.460146050377922e-05,0.0,-0.0003685905356205499,0.0,0.0006055960180031406,0.0,199.36233854293823
PFI,0.3,0.2180172029591989,1.0,0.19113969367169048,1.0,0.3033368689905196,1.0,0.652854932771511,1.0,0.6442837627991025,1.0,2.2258933718877216e-05,0.0,-0.0006659912538310442,0.0,0.0009484711458230821,0.0,-0.0016678450191168759,0.0,0.002116804817632101,0.0,0.0014039001856511746,0.0,-0.00037362375100269407,0.0,0.00039938882915446783,0.0,-2.7300694038889795e-05,0.0,0.00032410620719292016,0.0,0.0006186947718580527,0.0,-0.00017170617675998923,0.0,0.0019543614258809017,0.0,-0.0008764712535078711,0.0,-0.0003541687783155112,0.0,-0.0007681307144156158,0.0,0.0020299086978090575,0.0,-0.0005816738613553252,0.0,-0.0017646686648932208,0.0,-0.00019953810432993269,0.0,0.0003262640141955542,0.0,-0.00014282037583279727,0.0,0.0002470211605855033,0.0,0.0003602935666279228,0.0,-0.0004768391260496774,0.0,-0.001967042860763879,0.0,0.00017319597662057706,0.0,-0.0016538484066560555,0.0,0.0008420239224546933,0.0,-0.0010281115220216464,0.0,9.11874351161579e-05,0.0,-0.0008845295474344539,0.0,0.0005202409743437775,0.0,0.0011860275956124822,0.0,-0.00016788693366109886,0.0,0.00032049127322630877,0.0,0.0011210036758919628,0.0,-0.0019841629225704205,0.0,-4.90385959878159e-05,0.0,-0.002081006722098433,0.0,0.0001325282759867541,0.0,-0.0002781348733067457,0.0,0.006361372950445032,0.0,-0.0004290291774876609,0.0,-0.0005905721905340444,0.0,233.16781067848206
PFI,0.5,0.32103307695622363,1.0,0.2845473363540728,1.0,0.4699983617536706,1.0,0.9016382654476643,1.0,1.0309112436950638,1.0,0.0013857593908214172,0.0,0.0006757004752211415,0.0,0.0007027475846668185,0.0,0.00034064351288842776,0.0,0.00021119174822548104,0.0,0.000698298734298608,0.0,-0.0009600875960679156,0.0,0.0002332476467858946,0.0,0.00022557257499877803,0.0,-0.0006858958729569764,0.0,-0.00037136414922145367,0.0,0.00046403632637925796,0.0,-0.00011483096884179478,0.0,0.0002112773975333493,0.0,0.0001337900461682029,0.0,5.082901023456543e-05,0.0,0.0034021198521263507,0.0,0.0002913251620515478,0.0,0.0008585716966004187,0.0,0.0002797271014328695,0.0,0.00024657475357925396,0.0,-4.5713209467668214e-05,0.0,-0.00026068214045749105,0.0,8.839922092185315e-05,0.0,0.00041860381310054873,0.0,0.0017656666677189348,0.0,-0.0007596302268044752,0.0,-0.00017669431762890042,0.0,-0.0005889898769666502,0.0,-0.0005091995962819285,0.0,0.00013298334212197283,0.0,0.00010895982476788468,0.0,-9.003720673550486e-05,0.0,0.0007893228872376534,0.0,6.894182565442275e-05,0.0,0.00010284302158092284,0.0,0.0030074687339594064,0.0,0.00015099849625166417,0.0,-0.0003155517076944836,0.0,1.2098094410495364e-05,0.0,0.00011763966309019658,0.0,-0.00031550296077664797,0.0,-0.0001551318852580641,0.0,0.0008804896114400496,0.0,0.0003290019231353414,0.0,243.04055881500244
