method,n_samples,imp_V0,imp_V1
0.5*CPI,1000,2.8309924229791243,0.6913024416457053
0.5*CPI,2000,2.509495318664364,0.6257313378407013
PFI,30,0.9320740331110674,0.9183506743170884
PFI,50,2.932540697721703,1.926445764197884
PFI,100,2.877331533400325,1.172039984929227
PFI,250,2.4767339235641814,1.2403298418455262
PFI,500,3.1462990738730663,1.7543532007770741
PFI,1000,2.6745761436142788,1.332685679557477
PFI,2000,2.688097852375902,1.3414411925182337
LOCO-W,30,0.1242044917105485,0.777575526652121
LOCO-W,50,1.9932901578060613,1.4242083697644368
LOCO-W,100,2.0388197892195494,0.16821580285714272
LOCO-W,250,2.151409390111845,0.33684449238391206
LOCO-W,500,2.038736229050496,0.4629474115749752
LOCO-W,1000,2.4522574560872417,0.5342001786877383
LOCO-W,2000,2.3466597488651377,0.5856734100717791
LOCO-HD,30,1.4632818647315244,0.7861917341049582
LOCO-HD,50,1.481549381734992,1.107827978997288
LOCO-HD,100,1.7105059294094074,0.7688052627628851
LOCO-HD,250,1.5255836616516583,0.7563154050063291
LOCO-HD,500,1.5830613324375367,0.8480537042011024
LOCO-HD,1000,1.6547741188479128,0.8406743605021391
LOCO-HD,2000,1.590767076038568,0.7876655975597985
Robust-CPI,30,1.7225629209531248,0.5292889704324181
Robust-CPI,50,3.0894856541684845,1.1779297633444943
Robust-CPI,100,2.940222500021087,0.5912279090317666
Robust-CPI,250,2.256789720915535,0.589319860694052
Robust-CPI,500,2.4906895626343,0.7130741097966623
Robust-CPI,1000,2.706981003605216,0.6945223782697539
Robust-CPI,2000,2.507480507911178,0.6182452910347742
0.5*CPI,30,1.1416037103641326,0.20906204592750458
0.5*CPI,50,1.7856498365023843,0.8740412760885627
0.5*CPI,100,2.7776862060952023,0.634570329627348
0.5*CPI,250,1.8876441368184158,0.4307225101513468
0.5*CPI,500,2.4835133761857056,0.514636828296889
0.5*CPI,1000,2.5102120879509258,0.6097844646336468
0.5*CPI,2000,2.2034832406336147,0.5629531316818721
PFI,30,1.997467199510136,0.9256815955785376
PFI,50,2.8898740485173895,1.8083533402033143
PFI,100,2.72881252090247,1.3029816025386225
PFI,250,2.579863651788098,1.233718800659332
PFI,500,2.767894435761248,1.27126654112786
PFI,1000,2.9484862121876843,1.462125790715484
PFI,2000,2.776190181408442,1.401542793292913
LOCO-W,30,1.3283556504068867,0.9073282434688354
LOCO-W,50,1.1222783892339603,0.2804652962007166
LOCO-W,100,1.6020887141107756,0.6219489531523571
LOCO-W,250,1.8229798259935577,0.26988289235826385
LOCO-W,500,1.995083497730461,0.4657199302060781
LOCO-W,1000,2.1424405822908246,0.5879244215312148
LOCO-W,2000,2.0219566406810077,0.4877629316609739
LOCO-HD,30,1.3108769133386662,0.6819090009150847
LOCO-HD,50,1.4994292430612983,1.0068095534838248
LOCO-HD,100,1.7546161755188292,0.8563650923412991
LOCO-HD,250,1.4641024892538235,0.7200940219702089
LOCO-HD,500,1.6139335563557082,0.7575298705642876
LOCO-HD,1000,1.6355368132384902,0.8176950044152355
LOCO-HD,2000,1.5044476853607804,0.7704811040161993
Robust-CPI,30,1.533161183936344,0.3991738659746375
Robust-CPI,50,1.8176211033099239,0.8409748404787517
Robust-CPI,100,3.1943935477955527,0.7313891741590585
Robust-CPI,250,2.1136517825076937,0.5203361130598442
Robust-CPI,500,2.6107651915160406,0.5722914316225962
Robust-CPI,1000,2.66306065609233,0.665674865415091
Robust-CPI,2000,2.260771442824847,0.5899545629301332
0.5*CPI,30,1.4235706724648456,0.26462829866490145
0.5*CPI,50,1.9310683507712172,0.9295690355811354
0.5*CPI,100,3.6216105169695765,0.6571377160927214
0.5*CPI,250,2.5576264694255864,0.5184673624051187
0.5*CPI,500,3.261530644424349,0.6678611792443776
0.5*CPI,1000,2.4844437038825657,0.5797405845360418
0.5*CPI,2000,2.454945495143652,0.5842917119600228
PFI,30,2.3623584366748562,1.0156694203264185
PFI,50,1.5306826708865555,1.367479697949155
PFI,100,3.5034647307169493,1.4801229630483774
PFI,250,2.9764003866790656,1.3437203454605373
PFI,500,3.180185724482971,1.4628393214324564
PFI,1000,3.0022464055253333,1.4607847616699021
PFI,2000,2.7825879804874836,1.3593521845151593
LOCO-W,30,0.43281103472183,-0.09607428133838417
LOCO-W,50,1.89907154100529,0.06186328444765184
LOCO-W,100,2.3195360879307714,0.23235242712938473
LOCO-W,250,1.7107702004826206,0.31915471743990187
LOCO-W,500,2.140709641941372,0.4887116958317235
LOCO-W,1000,2.0536624775997128,0.4827040273538457
LOCO-W,2000,2.1961254725058157,0.590956985871229
LOCO-HD,30,1.5984431165984532,0.6843478043419933
LOCO-HD,50,1.5315100863448166,0.9350081174212741
LOCO-HD,100,1.8045886092851158,0.8192092377486749
LOCO-HD,250,1.7041049999007365,0.7507760080608786
LOCO-HD,500,1.7267999715501479,0.7867741575395444
LOCO-HD,1000,1.5542193000974578,0.7555989958144786
LOCO-HD,2000,1.6132770326728354,0.7950988984501988
Robust-CPI,30,1.4974169920675724,0.49296597402733305
Robust-CPI,50,2.051968854433949,0.835749565124736
Robust-CPI,100,3.1350566346610393,0.7210735166118266
Robust-CPI,250,2.9087875587602174,0.5717493350544933
Robust-CPI,500,2.8564958717854125,0.6334821585665171
Robust-CPI,1000,2.432016891488694,0.5706433248678164
Robust-CPI,2000,2.5914413296028953,0.6336160347491666
0.5*CPI,30,3.3067282917526226,0.9604900761238965
0.5*CPI,50,3.3966457051268613,0.8469586670173179
0.5*CPI,100,1.793822863551773,0.4536321435350651
0.5*CPI,250,2.5293618264161597,0.803327599006919
0.5*CPI,500,2.2586584283108984,0.5350902306958605
0.5*CPI,1000,2.1946091226456046,0.576322664995142
0.5*CPI,2000,2.2852464939731743,0.5956687178439416
PFI,30,4.34928803788133,2.5578683497941226
PFI,50,3.3877483503721617,1.6958423817366117
PFI,100,2.368358715727037,1.183510412499431
PFI,250,2.5633092704516947,1.495069269477196
PFI,500,2.7872640525744874,1.3619086681096368
PFI,1000,2.505108789190689,1.2872073828289519
PFI,2000,2.706225760125568,1.3806489333889214
LOCO-W,30,0.3594514939588428,0.04436117642752303
LOCO-W,50,1.9274441555277448,0.01533944493079641
LOCO-W,100,1.7581999645261897,0.35466120180934707
LOCO-W,250,2.1248227990732373,0.30198266589816847
LOCO-W,500,1.7664899357399722,0.39371983020070067
LOCO-W,1000,2.0288176203628687,0.516931323437918
LOCO-W,2000,2.4111980917441445,0.5835938015205943
LOCO-HD,30,1.4862766122440592,0.8197778320298398
LOCO-HD,50,2.018793177605204,0.9305800103673966
LOCO-HD,100,1.561706963677944,0.8932155825762481
LOCO-HD,250,1.615639536029134,0.9214978605694861
LOCO-HD,500,1.5441416457323234,0.7465531939745965
LOCO-HD,1000,1.5100886624995835,0.774875161467005
LOCO-HD,2000,1.5397694312326746,0.7904522391894413
Robust-CPI,30,2.0367883918712453,0.6975520091344977
Robust-CPI,50,3.9738981431837614,0.8237082184089548
Robust-CPI,100,2.420038654513162,0.7920081177960361
Robust-CPI,250,2.5178417257671826,0.8333059848814268
Robust-CPI,500,2.4264401462178573,0.5561733660630833
Robust-CPI,1000,2.2675917232522633,0.579153097415026
Robust-CPI,2000,2.3881524658399167,0.6264688061363055
0.5*CPI,30,1.0987476449792564,1.1000534009230383
0.5*CPI,50,1.4845263596864413,0.18972610427713624
0.5*CPI,100,3.0630117305513145,0.5025661086986806
0.5*CPI,250,3.700043145826524,0.9247206099819917
0.5*CPI,500,2.360813159925702,0.5547475977022183
0.5*CPI,1000,2.958939669713742,0.7259977155755986
0.5*CPI,2000,2.564857961549517,0.640377113088361
PFI,30,2.6792115469340523,2.0953860303907894
PFI,50,2.7144507111780847,1.1022131759224225
PFI,100,2.95902181165687,1.1885714238891876
PFI,250,3.0564305836440324,1.5659196193076204
PFI,500,2.8788382936374237,1.3965888921726017
PFI,1000,2.851439921321286,1.406687805826542
PFI,2000,2.740407098213308,1.3663224852889457
LOCO-W,30,1.681829421706254,0.040196447501457275
LOCO-W,50,1.909260745606848,0.006358463611114707
LOCO-W,100,1.248380762959432,0.3264701934103933
LOCO-W,250,1.7818345466231702,0.4244951168147142
LOCO-W,500,1.5933319868625948,0.3794324162599536
LOCO-W,1000,2.5821256563396693,0.5594842704801616
LOCO-W,2000,2.165826593892525,0.5499242585807285
LOCO-HD,30,1.1635460320585382,0.8983803375239777
LOCO-HD,50,1.387915103265351,0.6600146964532969
LOCO-HD,100,1.7078274750620739,0.6953276912268432
LOCO-HD,250,1.8261414315728821,0.873664207843022
LOCO-HD,500,1.5707532691280377,0.7325495605504997
LOCO-HD,1000,1.724808227021716,0.815573758417761
LOCO-HD,2000,1.5424189507404404,0.8210919313527332
Robust-CPI,30,1.2032742972210093,0.6541029241123547
Robust-CPI,50,2.0924859349676663,0.377342545003032
Robust-CPI,100,2.734101889940253,0.49932111493547393
Robust-CPI,250,3.23876477196951,0.767560528119971
Robust-CPI,500,2.4050110873307005,0.5309803205549398
Robust-CPI,1000,2.963854867460889,0.6555081504345762
Robust-CPI,2000,2.3909240047545093,0.6711941578107482
0.5*CPI,30,3.437901334726626,0.23870099570637068
0.5*CPI,50,4.328737772604856,1.042030984768403
0.5*CPI,100,1.6140867164557298,0.3077903135574909
0.5*CPI,250,2.2435361312407256,0.6081707814754883
0.5*CPI,500,2.922825365555229,0.5906440500155747
0.5*CPI,1000,2.1576040527300155,0.5543572238400145
0.5*CPI,2000,2.650467739611762,0.5940261697127327
PFI,30,2.7991936588523716,0.6240159035081807
PFI,50,3.3542983665417525,1.1913916009213328
PFI,100,2.5454970277290068,1.237595083028705
PFI,250,2.6142256289714374,1.3661076619563572
PFI,500,2.95478200604584,1.3319908139409387
PFI,1000,2.640874138750102,1.3378427750876107
PFI,2000,2.8851665800066444,1.3662588550380252
LOCO-W,30,1.041254584732955,1.061132385215598
LOCO-W,50,0.5025408383234896,0.2023807436059186
LOCO-W,100,0.6703787006692247,0.27945704514625913
LOCO-W,250,1.4704173663649396,0.46909899658365933
LOCO-W,500,1.6045115929242928,0.36516951421336574
LOCO-W,1000,2.155035701809335,0.4196817154243438
LOCO-W,2000,2.3417901773088,0.5278375409020718
LOCO-HD,30,1.6647749483521594,0.7033987994848327
LOCO-HD,50,2.0352799475144714,0.9808706134553835
LOCO-HD,100,1.2944481374326895,0.6900879095738365
LOCO-HD,250,1.7891235991044132,0.8556238319423635
LOCO-HD,500,1.722301450707204,0.8170349650290359
LOCO-HD,1000,1.4994313390448215,0.7570306846854024
LOCO-HD,2000,1.6127514893847994,0.7861587838849438
Robust-CPI,30,2.4743629471222546,0.3963226637834056
Robust-CPI,50,3.4917251590512164,0.8436152918901065
Robust-CPI,100,1.595239567101612,0.41104591767615367
Robust-CPI,250,3.126159886299044,0.7200004420015148
Robust-CPI,500,2.9672762609313326,0.6598332885638657
Robust-CPI,1000,2.2643255006534906,0.5644794299946605
Robust-CPI,2000,2.589302366698674,0.6151887123838797
0.5*CPI,30,2.8351091868014,0.5924781284481234
0.5*CPI,50,1.3921085543013043,0.4722285973920067
0.5*CPI,100,1.3171656544990644,0.512279582877365
0.5*CPI,250,2.780444571767673,0.5096601562862552
0.5*CPI,500,2.579929517150215,0.5359597798197783
0.5*CPI,1000,2.62889395333813,0.5651331834212814
0.5*CPI,2000,2.628679671028315,0.733711851292569
PFI,30,3.4599726452499797,1.6704751087229794
PFI,50,1.9456455097038468,1.2243715214885476
PFI,100,2.00624378920777,1.235737852989765
PFI,250,2.929478541369608,1.249935558335492
PFI,500,2.5511945519916295,1.1399124044873903
PFI,1000,2.8987849288585994,1.3420680091162154
PFI,2000,2.830977046767129,1.498420095302762
LOCO-W,30,0.27484864298729744,0.18346873233100103
LOCO-W,50,0.16813073911556844,0.0859974542702335
LOCO-W,100,0.8804851035807463,0.07470296324235047
LOCO-W,250,1.7106715481311745,0.3136472852349749
LOCO-W,500,2.0577751180733936,0.4676218949512366
LOCO-W,1000,1.938899014827269,0.588618567801013
LOCO-W,2000,2.068283903241166,0.5677129143290457
LOCO-HD,30,2.033886192780291,0.9589992618435341
LOCO-HD,50,1.5696001855183077,0.7281471100970119
LOCO-HD,100,1.0548216890689182,0.7192553670502517
LOCO-HD,250,1.6508754838689546,0.7083510913361745
LOCO-HD,500,1.5207540211136676,0.7266670423069673
LOCO-HD,1000,1.6337651833897338,0.807372194152523
LOCO-HD,2000,1.6006137863417136,0.8321450897249334
Robust-CPI,30,3.9590050275994177,0.9322075423322246
Robust-CPI,50,1.2246498061853555,0.3536378608788613
Robust-CPI,100,1.0504885552739698,0.47832457791182403
Robust-CPI,250,2.5871087526949674,0.4779471308402501
Robust-CPI,500,2.3843471151839988,0.5367732734897147
Robust-CPI,1000,2.64593416620678,0.6454615943905498
Robust-CPI,2000,2.579968617107043,0.6892141289581939
0.5*CPI,30,3.5912743343558255,0.5293384973296031
0.5*CPI,50,3.3614255510052913,1.352766249513744
0.5*CPI,100,2.846490186587432,0.43972010966938707
0.5*CPI,250,2.920657353170956,1.0365151083624182
0.5*CPI,500,2.4068577678008287,0.49596938178368066
0.5*CPI,1000,2.4402835395710007,0.587096600126252
0.5*CPI,2000,2.6042502244182293,0.6224070225421726
PFI,30,3.7508783358617617,2.088140929673023
PFI,50,2.745059057125523,1.7949702937141199
PFI,100,2.5187324476521726,0.9277546158636805
PFI,250,2.6720236502787573,1.6474437544969691
PFI,500,2.6744218131715622,1.2098323391972041
PFI,1000,2.792368858222574,1.3693816405243306
PFI,2000,2.8030527326728185,1.3698552520102742
LOCO-W,30,0.022820986551340777,-1.7135976812345876e-10
LOCO-W,50,1.5204037094368876,0.3393260489475762
LOCO-W,100,2.5731797995917542,0.24785756776452475
LOCO-W,250,1.4124865189838256,0.31838940651432346
LOCO-W,500,1.5137013194820357,0.46211533728532533
LOCO-W,1000,2.203397582743841,0.4527272079003063
LOCO-W,2000,2.172505005446024,0.5502198737696702
LOCO-HD,30,1.5930511983472933,0.783988650572822
LOCO-HD,50,1.7428190405137118,0.9977839403252137
LOCO-HD,100,1.4194501775884,0.6371784945878252
LOCO-HD,250,1.7034612296693654,0.9271128035886812
LOCO-HD,500,1.5033199645909494,0.7507264331511866
LOCO-HD,1000,1.5543622972925082,0.7587944764888002
LOCO-HD,2000,1.6053096595308252,0.7679071366835298
Robust-CPI,30,2.6681911523034203,0.5527425047633011
Robust-CPI,50,2.920907931311273,1.061225015650682
Robust-CPI,100,2.1305483655450463,0.3916213766331954
Robust-CPI,250,2.8783276381849983,0.8600864004115002
Robust-CPI,500,2.222719465240041,0.559804406878194
Robust-CPI,1000,2.4318649239954753,0.5766213061416959
Robust-CPI,2000,2.570732209684225,0.5877047847777753
0.5*CPI,30,5.139760366906127,1.06645785331756
0.5*CPI,50,1.964636996745278,0.5068937048395062
0.5*CPI,100,2.6429260354731814,0.6102614613114921
0.5*CPI,250,2.863053699527745,0.6208049884879172
0.5*CPI,500,1.898189025678317,0.7469726314088223
0.5*CPI,1000,2.348870157833404,0.6701163390598609
0.5*CPI,2000,2.403999944585581,0.6212195416876949
PFI,30,3.710032137576815,1.5200825193460037
PFI,50,2.1123577740485886,1.0626580994046428
PFI,100,1.9485957791256363,0.9710975068249411
PFI,250,2.4736086673630595,1.142766958157292
PFI,500,2.590801145687323,1.5824185535025508
PFI,1000,2.8313289297548687,1.506346437231792
PFI,2000,2.859078123334874,1.4525245610328077
LOCO-W,30,0.3456233404191792,0.2528218616448493
LOCO-W,50,0.45867560671471685,0.07206597184705467
LOCO-W,100,2.657687725975123,0.3497274490118409
LOCO-W,250,2.129332472145472,0.3709569378040823
LOCO-W,500,2.302244984728437,0.4943308256953038
LOCO-W,1000,1.8542447317233643,0.532082695223169
LOCO-W,2000,2.0390169985701605,0.5127930169579656
LOCO-HD,30,1.914156507971416,0.9494694837893999
LOCO-HD,50,1.4893323483796743,0.7308057453567123
LOCO-HD,100,1.6572503120269835,0.7579244489847045
LOCO-HD,250,1.7088561815444416,0.7575144383244256
LOCO-HD,500,1.4868708258703733,0.8019108449586918
LOCO-HD,1000,1.5484673552445012,0.7800831015195552
LOCO-HD,2000,1.5353157906410073,0.8132359646722456
Robust-CPI,30,3.566971466883825,0.8541539286746285
Robust-CPI,50,2.184638379073689,0.4567983570351744
Robust-CPI,100,2.500875953604082,0.5422141965524548
Robust-CPI,250,2.946732606340274,0.5641465015975258
Robust-CPI,500,2.0272569717762883,0.6173177615867506
Robust-CPI,1000,2.353377231419776,0.6010217407607586
Robust-CPI,2000,2.3425725155817774,0.6595107851348828
0.5*CPI,30,1.941107974626726,1.042892372330416
0.5*CPI,50,1.4982798049749928,0.4715128382026106
0.5*CPI,100,3.240124685119247,0.8079206460576706
0.5*CPI,250,3.0004053659076555,0.6738941390766282
0.5*CPI,500,2.2799773802616357,0.4868508273518504
0.5*CPI,1000,2.927209608935705,0.6622770809164787
0.5*CPI,2000,2.3125978770369655,0.6546653432041774
PFI,30,2.782429598507645,1.96521995014646
PFI,50,2.6503980330789716,1.3462231352756704
PFI,100,2.8657315145176208,1.359365788188004
PFI,250,3.0156644471368512,1.4294255240171096
PFI,500,2.801270684920493,1.3011954271471047
PFI,1000,3.1496610714107245,1.51176226175514
PFI,2000,2.762121222401427,1.4674506055792096
LOCO-W,30,0.0028631133704582193,-1.564674048067421
LOCO-W,50,0.6999710774022729,0.45385523110872916
LOCO-W,100,0.9351050858282467,0.506051868614085
LOCO-W,250,1.7206487705108398,0.3920974576970004
LOCO-W,500,2.024165987440402,0.4478563649276826
LOCO-W,1000,2.4471487592071464,0.622694437635289
LOCO-W,2000,2.3078845121798426,0.5035910868295319
LOCO-HD,30,1.231187647912398,0.9025770230353598
LOCO-HD,50,1.4139597871340905,0.7846273500632205
LOCO-HD,100,1.9761422391596717,0.9607457854581224
LOCO-HD,250,1.6016741928984917,0.8535970592678779
LOCO-HD,500,1.626031551766673,0.7327426942006011
LOCO-HD,1000,1.6926777412843061,0.7989273822819262
LOCO-HD,2000,1.5279759479771253,0.7999915913619978
Robust-CPI,30,1.3673840463826346,0.8437030657436326
Robust-CPI,50,1.7461918658245736,0.5262232501975815
Robust-CPI,100,3.847796919258096,0.9149139899089158
Robust-CPI,250,2.391186731063068,0.6978743336547094
Robust-CPI,500,2.579378209850738,0.5368317735437692
Robust-CPI,1000,2.865202980095671,0.6335051555022433
Robust-CPI,2000,2.3450771227124285,0.6442937234336504
0.5*CPI,30,1.3036722022756622,0.38179760986883343
0.5*CPI,50,2.4750055564949367,0.4096961447015196
0.5*CPI,100,2.216102168705378,0.7958221944524766
0.5*CPI,250,2.492734572038121,0.6299199859456488
0.5*CPI,500,1.9602630224974602,0.5831403343326125
0.5*CPI,1000,2.3762309132390524,0.7116909511187979
0.5*CPI,2000,2.268985835496912,0.6368970768546198
PFI,30,1.6218452266666645,0.9485454780476085
PFI,50,2.974935332525318,1.3035786930014341
PFI,100,2.8272683972683144,1.5808967138533976
PFI,250,2.9727643960223147,1.4850330428875023
PFI,500,2.8584989999276265,1.5413461082381767
PFI,1000,2.6648785293285284,1.4537032897173439
PFI,2000,2.820936825809539,1.4821523497469635
LOCO-W,30,0.3375423198475483,-1.408282589760041
LOCO-W,50,1.8325537452493514,0.5516164205936076
LOCO-W,100,0.9912182278739532,0.2747208820322387
LOCO-W,250,2.4850755618042997,0.30955476463439924
LOCO-W,500,1.5642706374985789,0.39251164915231823
LOCO-W,1000,2.2378420282884552,0.553938317785462
LOCO-W,2000,2.12727543405496,0.5152653441563758
LOCO-HD,30,1.2493753489313533,0.671347242233485
LOCO-HD,50,1.7514936511575572,0.8675441604147901
LOCO-HD,100,1.7756169880960089,0.8780054394095823
LOCO-HD,250,1.5836399857853278,0.7781267984053643
LOCO-HD,500,1.4548432312440793,0.7825992686492442
LOCO-HD,1000,1.533274209253052,0.817750869705578
LOCO-HD,2000,1.5614011921696067,0.8156434652534877
Robust-CPI,30,1.4503275391549624,0.3827576523721334
Robust-CPI,50,3.2077686143455364,0.7196173240337611
Robust-CPI,100,2.4354083516925966,0.7005150344865981
Robust-CPI,250,2.4485189681469133,0.5692625978906838
Robust-CPI,500,2.1235131579570847,0.6053626140160684
Robust-CPI,1000,2.3500448769104576,0.6719310250175614
Robust-CPI,2000,2.414653278385709,0.6575548027497242
0.5*CPI,30,3.354167363131455,0.4120018739748525
0.5*CPI,50,0.9451628279243519,0.5292969610743984
0.5*CPI,100,1.1314674218391565,0.4406356282421491
0.5*CPI,250,2.7723501116324614,0.552444024832261
0.5*CPI,500,3.1017366504899906,0.6277663607681562
0.5*CPI,1000,2.9720552641942137,0.6724503259525745
0.5*CPI,2000,2.7654446028129716,0.7035251993592403
PFI,30,2.6893431440080033,0.6672426607900187
PFI,50,1.5069504781366159,1.1996680382030738
PFI,100,2.6819384379517994,1.5163522471531425
PFI,250,2.740836094857779,1.1889340665531716
PFI,500,3.122668045108852,1.3814710158320238
PFI,1000,3.0145307012834563,1.4285672840593626
PFI,2000,2.757602308452145,1.395980315707037
LOCO-W,30,0.32665110301274086,0.20262415007110268
LOCO-W,50,1.81275801755639,0.05385894024750903
LOCO-W,100,1.9192601947348056,0.25124712385405257
LOCO-W,250,1.605320715529342,0.3389727679269242
LOCO-W,500,2.164814381825264,0.45277518592352334
LOCO-W,1000,2.195060858211064,0.45786030079136947
LOCO-W,2000,2.430735933867139,0.5664643078709684
LOCO-HD,30,2.180965476409127,0.7477642120813981
LOCO-HD,50,0.9190343550080716,0.6363989635667294
LOCO-HD,100,1.3221228437794699,0.7430271772230581
LOCO-HD,250,1.7614242364844286,0.7673843316315434
LOCO-HD,500,1.67138017654198,0.7430544673424587
LOCO-HD,1000,1.645044210894,0.7916559286553315
LOCO-HD,2000,1.6955403232557245,0.8285717067179708
Robust-CPI,30,3.7280076415207546,0.46570383932319187
Robust-CPI,50,0.7549248537720828,0.3850756269954676
Robust-CPI,100,1.700571108948541,0.5515769354034765
Robust-CPI,250,2.9607719781197623,0.5767822003567047
Robust-CPI,500,2.7898932405633547,0.548648699934749
Robust-CPI,1000,2.6789882713404403,0.6232920397589649
Robust-CPI,2000,2.8585256373497594,0.6905225967356956
0.5*CPI,30,2.7194842699292305,0.27395571561517873
0.5*CPI,50,2.0785112607324367,0.5075355725412448
0.5*CPI,100,1.8498079950869837,0.4567566114957503
0.5*CPI,250,2.2001207586587888,0.8485959425742762
0.5*CPI,500,2.753620481466257,0.5612128413918531
0.5*CPI,1000,2.1552964694856462,0.521886676012311
0.5*CPI,2000,2.3672933117362525,0.6733179992349577
PFI,30,2.941147163609093,0.9563883929907637
PFI,50,2.5381561522757603,1.2569844106105652
PFI,100,2.5684401159040315,1.2849572925426769
PFI,250,2.6067070169442856,1.583117239429905
PFI,500,2.9721172827490125,1.3578519354335865
PFI,1000,2.7033186082784457,1.3368534838120507
PFI,2000,2.6854448886834175,1.434535445314367
LOCO-W,30,1.0016661094170347,0.04437916902944372
LOCO-W,50,1.3395266942397295,0.2881521759776904
LOCO-W,100,1.1403962317692864,0.25279866514148186
LOCO-W,250,1.836309807698227,0.43661316952164453
LOCO-W,500,1.8754673540676894,0.49732958255000803
LOCO-W,1000,2.122035969939625,0.5139502026083781
LOCO-W,2000,2.18712380481428,0.605116134805549
LOCO-HD,30,1.3654359682123771,0.47535366538914253
LOCO-HD,50,1.7648334343591783,0.8460251417743341
LOCO-HD,100,1.6871531255084322,0.7183173858393336
LOCO-HD,250,1.8004729767031127,0.9038277292897997
LOCO-HD,500,1.6083100795352647,0.7947455930340654
LOCO-HD,1000,1.531376854472761,0.7379382200773575
LOCO-HD,2000,1.5284520871069363,0.8341134818833489
Robust-CPI,30,1.9176773083734946,0.1624496718544874
Robust-CPI,50,2.396213171218962,0.5390439603188996
Robust-CPI,100,2.7745243310784495,0.5284824034569103
Robust-CPI,250,3.1620915830493708,0.7956585139269495
Robust-CPI,500,2.604799798497917,0.615421963297335
Robust-CPI,1000,2.332809876483658,0.5468232421317176
Robust-CPI,2000,2.357960465196506,0.6922262939908116
0.5*CPI,30,1.592277619332249,0.3719659148891188
0.5*CPI,50,6.46852676111313,0.8412097182325895
0.5*CPI,100,4.364559252549831,0.8074274829483307
0.5*CPI,250,2.593811013218176,0.45704464572277675
0.5*CPI,500,1.6114486913193395,0.6622339172550675
0.5*CPI,1000,2.8574350955116268,0.7192164099180728
0.5*CPI,2000,2.5517519693642794,0.6217603490736091
PFI,30,2.1393338477222246,0.9984181585641756
PFI,50,4.639504633779808,1.5689043429530478
PFI,100,2.899227046316232,0.9015555076155964
PFI,250,2.83680039363519,1.216603517057721
PFI,500,2.2396794500631985,1.4279663799506195
PFI,1000,2.861916938320387,1.435546319059802
PFI,2000,2.8582509869415182,1.4107892821830423
LOCO-W,30,0.00805603842469215,0.19300676455676188
LOCO-W,50,2.765800665874313,0.02740118383257064
LOCO-W,100,2.6306495954011475,0.20711843718516362
LOCO-W,250,1.7618165178371874,0.35719748630294784
LOCO-W,500,2.187679410847944,0.49703773099133486
LOCO-W,1000,2.149915741598226,0.615908637747515
LOCO-W,2000,2.3572543358352585,0.5347333424753805
LOCO-HD,30,1.6587604788031896,0.696615851470843
LOCO-HD,50,2.1104040505008634,0.8960077358509771
LOCO-HD,100,1.9584133982453469,0.838373114151828
LOCO-HD,250,1.7884369747310773,0.726644382035708
LOCO-HD,500,1.3811010175605634,0.7730821057638108
LOCO-HD,1000,1.6443738434227626,0.8309192121078728
LOCO-HD,2000,1.6091911271823105,0.813043539540298
Robust-CPI,30,1.8214891943350928,0.35651376825525083
Robust-CPI,50,3.711789066599705,0.6749426610489551
Robust-CPI,100,3.598234443985118,0.7192662730840073
