method,snr,imp_V0,tr_V0,imp_V1,tr_V1,imp_V2,tr_V2,imp_V3,tr_V3,imp_V4,tr_V4,imp_V5,tr_V5,imp_V6,tr_V6,imp_V7,tr_V7,imp_V8,tr_V8,imp_V9,tr_V9,imp_V10,tr_V10,imp_V11,tr_V11,imp_V12,tr_V12,imp_V13,tr_V13,imp_V14,tr_V14,imp_V15,tr_V15,imp_V16,tr_V16,imp_V17,tr_V17,imp_V18,tr_V18,imp_V19,tr_V19,imp_V20,tr_V20,imp_V21,tr_V21,imp_V22,tr_V22,imp_V23,tr_V23,imp_V24,tr_V24,imp_V25,tr_V25,imp_V26,tr_V26,imp_V27,tr_V27,imp_V28,tr_V28,imp_V29,tr_V29,imp_V30,tr_V30,imp_V31,tr_V31,imp_V32,tr_V32,imp_V33,tr_V33,imp_V34,tr_V34,imp_V35,tr_V35,imp_V36,tr_V36,imp_V37,tr_V37,imp_V38,tr_V38,imp_V39,tr_V39,imp_V40,tr_V40,imp_V41,tr_V41,imp_V42,tr_V42,imp_V43,tr_V43,imp_V44,tr_V44,imp_V45,tr_V45,imp_V46,tr_V46,imp_V47,tr_V47,imp_V48,tr_V48,imp_V49,tr_V49
Robust-CPI,0.1,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,0.027771799038224562,0.0,0.4345135467308642,1.0,-0.004389397092316257,0.0,-0.04079060167754322,0.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,0.002825416784119897,0.0,-4.3969228698026e-16,0.0,0.37281177276445476,1.0,-0.23083840277770995,0.0,0.35227359422501076,1.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,0.518775351662289,1.0,-4.3969228698026e-16,0.0,-0.031596680901433326,0.0,-0.01644598010962055,0.0,-4.3969228698026e-16,0.0,0.002538593335105804,0.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,-0.2124418658076725,0.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,-0.12301671327412468,0.0,0.09124825820927661,0.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,0.020150989128790174,0.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,0.6428428399613287,1.0,0.024345093174970914,0.0,-4.3969228698026e-16,0.0,0.0035427919832631822,0.0,-4.3969228698026e-16,0.0,0.0020152407865785603,0.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,0.0019346257212644867,0.0,-0.017441138188180258,0.0,-0.010690556858166068,0.0,0.003711033349667663,0.0,-4.3969228698026e-16,0.0
Robust-CPI,0.5,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,0.027771799038224562,0.0,0.4345135467308642,1.0,-0.004389397092316257,0.0,-0.04079060167754322,0.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,0.002825416784119897,0.0,-4.3969228698026e-16,0.0,0.37281177276445476,1.0,-0.23083840277770995,0.0,0.35227359422501076,1.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,0.518775351662289,1.0,-4.3969228698026e-16,0.0,-0.031596680901433326,0.0,-0.01644598010962055,0.0,-4.3969228698026e-16,0.0,0.002538593335105804,0.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,-0.2124418658076725,0.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,-0.12301671327412468,0.0,0.09124825820927661,0.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,0.020150989128790174,0.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,0.6428428399613287,1.0,0.024345093174970914,0.0,-4.3969228698026e-16,0.0,0.0035427919832631822,0.0,-4.3969228698026e-16,0.0,0.0020152407865785603,0.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,0.0019346257212644867,0.0,-0.017441138188180258,0.0,-0.010690556858166068,0.0,0.003711033349667663,0.0,-4.3969228698026e-16,0.0
Robust-CPI,1.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,0.027771799038224562,0.0,0.4345135467308642,1.0,-0.004389397092316257,0.0,-0.04079060167754322,0.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,0.002825416784119897,0.0,-4.3969228698026e-16,0.0,0.37281177276445476,1.0,-0.23083840277770995,0.0,0.35227359422501076,1.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,0.518775351662289,1.0,-4.3969228698026e-16,0.0,-0.031596680901433326,0.0,-0.01644598010962055,0.0,-4.3969228698026e-16,0.0,0.002538593335105804,0.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,-0.2124418658076725,0.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,-0.12301671327412468,0.0,0.09124825820927661,0.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,0.020150989128790174,0.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,0.6428428399613287,1.0,0.024345093174970914,0.0,-4.3969228698026e-16,0.0,0.0035427919832631822,0.0,-4.3969228698026e-16,0.0,0.0020152407865785603,0.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,0.0019346257212644867,0.0,-0.017441138188180258,0.0,-0.010690556858166068,0.0,0.003711033349667663,0.0,-4.3969228698026e-16,0.0
Robust-CPI,2.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,0.027771799038224562,0.0,0.4345135467308642,1.0,-0.004389397092316257,0.0,-0.04079060167754322,0.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,0.002825416784119897,0.0,-4.3969228698026e-16,0.0,0.37281177276445476,1.0,-0.23083840277770995,0.0,0.35227359422501076,1.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,0.518775351662289,1.0,-4.3969228698026e-16,0.0,-0.031596680901433326,0.0,-0.01644598010962055,0.0,-4.3969228698026e-16,0.0,0.002538593335105804,0.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,-0.2124418658076725,0.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,-0.12301671327412468,0.0,0.09124825820927661,0.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,0.020150989128790174,0.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,0.6428428399613287,1.0,0.024345093174970914,0.0,-4.3969228698026e-16,0.0,0.0035427919832631822,0.0,-4.3969228698026e-16,0.0,0.0020152407865785603,0.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,0.0019346257212644867,0.0,-0.017441138188180258,0.0,-0.010690556858166068,0.0,0.003711033349667663,0.0,-4.3969228698026e-16,0.0
Robust-CPI,10.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,0.027771799038224562,0.0,0.4345135467308642,1.0,-0.004389397092316257,0.0,-0.04079060167754322,0.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,0.002825416784119897,0.0,-4.3969228698026e-16,0.0,0.37281177276445476,1.0,-0.23083840277770995,0.0,0.35227359422501076,1.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,0.518775351662289,1.0,-4.3969228698026e-16,0.0,-0.031596680901433326,0.0,-0.01644598010962055,0.0,-4.3969228698026e-16,0.0,0.002538593335105804,0.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,-0.2124418658076725,0.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,-0.12301671327412468,0.0,0.09124825820927661,0.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,0.020150989128790174,0.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,0.6428428399613287,1.0,0.024345093174970914,0.0,-4.3969228698026e-16,0.0,0.0035427919832631822,0.0,-4.3969228698026e-16,0.0,0.0020152407865785603,0.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,0.0019346257212644867,0.0,-0.017441138188180258,0.0,-0.010690556858166068,0.0,0.003711033349667663,0.0,-4.3969228698026e-16,0.0
0.5*CPI,0.1,0.0,0.0,0.0,0.0,-0.0144931714249259,0.0,0.23412636706742807,1.0,-0.01952813222071348,0.0,-0.020118176374402275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005963987796392178,0.0,0.0,0.0,0.165567287059603,1.0,-0.014046996453890737,0.0,0.2854141105103478,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49086106277180797,1.0,0.0,0.0,-0.03600452388969044,0.0,-0.00387032424189937,0.0,0.0,0.0,0.00630980634720979,0.0,0.0,0.0,0.0,0.0,-0.05484188032016202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08384874214822635,0.0,0.1603682511151272,0.0,0.0,0.0,0.0,0.0,0.020589089767339752,0.0,0.0,0.0,0.0,0.0,0.5867167788802015,1.0,0.015775211240816933,0.0,0.0,0.0,-0.001601530749127722,0.0,0.0,0.0,0.0035446477695524337,0.0,0.0,0.0,0.0,0.0,0.00121623516104985,0.0,-0.004135217369162003,0.0,0.002720052481557156,0.0,-0.009438381936004436,0.0,0.0,0.0
0.5*CPI,0.5,0.0,0.0,0.0,0.0,-0.0144931714249259,0.0,0.23412636706742807,1.0,-0.01952813222071348,0.0,-0.020118176374402275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005963987796392178,0.0,0.0,0.0,0.165567287059603,1.0,-0.014046996453890737,0.0,0.2854141105103478,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49086106277180797,1.0,0.0,0.0,-0.03600452388969044,0.0,-0.00387032424189937,0.0,0.0,0.0,0.00630980634720979,0.0,0.0,0.0,0.0,0.0,-0.05484188032016202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08384874214822635,0.0,0.1603682511151272,0.0,0.0,0.0,0.0,0.0,0.020589089767339752,0.0,0.0,0.0,0.0,0.0,0.5867167788802015,1.0,0.015775211240816933,0.0,0.0,0.0,-0.001601530749127722,0.0,0.0,0.0,0.0035446477695524337,0.0,0.0,0.0,0.0,0.0,0.00121623516104985,0.0,-0.004135217369162003,0.0,0.002720052481557156,0.0,-0.009438381936004436,0.0,0.0,0.0
0.5*CPI,1.0,0.0,0.0,0.0,0.0,-0.0144931714249259,0.0,0.23412636706742807,1.0,-0.01952813222071348,0.0,-0.020118176374402275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005963987796392178,0.0,0.0,0.0,0.165567287059603,1.0,-0.014046996453890737,0.0,0.2854141105103478,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49086106277180797,1.0,0.0,0.0,-0.03600452388969044,0.0,-0.00387032424189937,0.0,0.0,0.0,0.00630980634720979,0.0,0.0,0.0,0.0,0.0,-0.05484188032016202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08384874214822635,0.0,0.1603682511151272,0.0,0.0,0.0,0.0,0.0,0.020589089767339752,0.0,0.0,0.0,0.0,0.0,0.5867167788802015,1.0,0.015775211240816933,0.0,0.0,0.0,-0.001601530749127722,0.0,0.0,0.0,0.0035446477695524337,0.0,0.0,0.0,0.0,0.0,0.00121623516104985,0.0,-0.004135217369162003,0.0,0.002720052481557156,0.0,-0.009438381936004436,0.0,0.0,0.0
0.5*CPI,2.0,0.0,0.0,0.0,0.0,-0.0144931714249259,0.0,0.23412636706742807,1.0,-0.01952813222071348,0.0,-0.020118176374402275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005963987796392178,0.0,0.0,0.0,0.165567287059603,1.0,-0.014046996453890737,0.0,0.2854141105103478,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49086106277180797,1.0,0.0,0.0,-0.03600452388969044,0.0,-0.00387032424189937,0.0,0.0,0.0,0.00630980634720979,0.0,0.0,0.0,0.0,0.0,-0.05484188032016202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08384874214822635,0.0,0.1603682511151272,0.0,0.0,0.0,0.0,0.0,0.020589089767339752,0.0,0.0,0.0,0.0,0.0,0.5867167788802015,1.0,0.015775211240816933,0.0,0.0,0.0,-0.001601530749127722,0.0,0.0,0.0,0.0035446477695524337,0.0,0.0,0.0,0.0,0.0,0.00121623516104985,0.0,-0.004135217369162003,0.0,0.002720052481557156,0.0,-0.009438381936004436,0.0,0.0,0.0
0.5*CPI,10.0,0.0,0.0,0.0,0.0,-0.0144931714249259,0.0,0.23412636706742807,1.0,-0.01952813222071348,0.0,-0.020118176374402275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005963987796392178,0.0,0.0,0.0,0.165567287059603,1.0,-0.014046996453890737,0.0,0.2854141105103478,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49086106277180797,1.0,0.0,0.0,-0.03600452388969044,0.0,-0.00387032424189937,0.0,0.0,0.0,0.00630980634720979,0.0,0.0,0.0,0.0,0.0,-0.05484188032016202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08384874214822635,0.0,0.1603682511151272,0.0,0.0,0.0,0.0,0.0,0.020589089767339752,0.0,0.0,0.0,0.0,0.0,0.5867167788802015,1.0,0.015775211240816933,0.0,0.0,0.0,-0.001601530749127722,0.0,0.0,0.0,0.0035446477695524337,0.0,0.0,0.0,0.0,0.0,0.00121623516104985,0.0,-0.004135217369162003,0.0,0.002720052481557156,0.0,-0.009438381936004436,0.0,0.0,0.0
PFI,0.1,0.0,0.0,0.0,0.0,0.0032186778184846165,0.0,0.17478518328278114,1.0,-0.022134245389372476,0.0,-0.03157141780793893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025372711556732597,0.0,0.0,0.0,0.12587323612556944,1.0,0.23728361206941706,0.0,0.3632980829145347,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4778804060785724,1.0,0.0,0.0,-0.019882864478744766,0.0,-0.0016286053634084752,0.0,0.0,0.0,0.0031486003382501515,0.0,0.0,0.0,0.0,0.0,0.01677852869280949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05096328442073439,0.0,0.13241898894648418,0.0,0.0,0.0,0.0,0.0,0.011344931646565248,0.0,0.0,0.0,0.0,0.0,0.5307176082095064,1.0,0.010402742711530077,0.0,0.0,0.0,0.0013171164299969895,0.0,0.0,0.0,-1.0697406010340416e-05,0.0,0.0,0.0,0.0,0.0,-0.00015306552074845214,0.0,-0.0031168079744341437,0.0,-0.0013916946456398183,0.0,0.005385110334614751,0.0,0.0,0.0
PFI,0.5,0.0,0.0,0.0,0.0,0.0032186778184846165,0.0,0.17478518328278114,1.0,-0.022134245389372476,0.0,-0.03157141780793893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025372711556732597,0.0,0.0,0.0,0.12587323612556944,1.0,0.23728361206941706,0.0,0.3632980829145347,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4778804060785724,1.0,0.0,0.0,-0.019882864478744766,0.0,-0.0016286053634084752,0.0,0.0,0.0,0.0031486003382501515,0.0,0.0,0.0,0.0,0.0,0.01677852869280949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05096328442073439,0.0,0.13241898894648418,0.0,0.0,0.0,0.0,0.0,0.011344931646565248,0.0,0.0,0.0,0.0,0.0,0.5307176082095064,1.0,0.010402742711530077,0.0,0.0,0.0,0.0013171164299969895,0.0,0.0,0.0,-1.0697406010340416e-05,0.0,0.0,0.0,0.0,0.0,-0.00015306552074845214,0.0,-0.0031168079744341437,0.0,-0.0013916946456398183,0.0,0.005385110334614751,0.0,0.0,0.0
PFI,1.0,0.0,0.0,0.0,0.0,0.0032186778184846165,0.0,0.17478518328278114,1.0,-0.022134245389372476,0.0,-0.03157141780793893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025372711556732597,0.0,0.0,0.0,0.12587323612556944,1.0,0.23728361206941706,0.0,0.3632980829145347,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4778804060785724,1.0,0.0,0.0,-0.019882864478744766,0.0,-0.0016286053634084752,0.0,0.0,0.0,0.0031486003382501515,0.0,0.0,0.0,0.0,0.0,0.01677852869280949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05096328442073439,0.0,0.13241898894648418,0.0,0.0,0.0,0.0,0.0,0.011344931646565248,0.0,0.0,0.0,0.0,0.0,0.5307176082095064,1.0,0.010402742711530077,0.0,0.0,0.0,0.0013171164299969895,0.0,0.0,0.0,-1.0697406010340416e-05,0.0,0.0,0.0,0.0,0.0,-0.00015306552074845214,0.0,-0.0031168079744341437,0.0,-0.0013916946456398183,0.0,0.005385110334614751,0.0,0.0,0.0
PFI,2.0,0.0,0.0,0.0,0.0,0.0032186778184846165,0.0,0.17478518328278114,1.0,-0.022134245389372476,0.0,-0.03157141780793893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025372711556732597,0.0,0.0,0.0,0.12587323612556944,1.0,0.23728361206941706,0.0,0.3632980829145347,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4778804060785724,1.0,0.0,0.0,-0.019882864478744766,0.0,-0.0016286053634084752,0.0,0.0,0.0,0.0031486003382501515,0.0,0.0,0.0,0.0,0.0,0.01677852869280949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05096328442073439,0.0,0.13241898894648418,0.0,0.0,0.0,0.0,0.0,0.011344931646565248,0.0,0.0,0.0,0.0,0.0,0.5307176082095064,1.0,0.010402742711530077,0.0,0.0,0.0,0.0013171164299969895,0.0,0.0,0.0,-1.0697406010340416e-05,0.0,0.0,0.0,0.0,0.0,-0.00015306552074845214,0.0,-0.0031168079744341437,0.0,-0.0013916946456398183,0.0,0.005385110334614751,0.0,0.0,0.0
PFI,10.0,0.0,0.0,0.0,0.0,0.0032186778184846165,0.0,0.17478518328278114,1.0,-0.022134245389372476,0.0,-0.03157141780793893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025372711556732597,0.0,0.0,0.0,0.12587323612556944,1.0,0.23728361206941706,0.0,0.3632980829145347,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4778804060785724,1.0,0.0,0.0,-0.019882864478744766,0.0,-0.0016286053634084752,0.0,0.0,0.0,0.0031486003382501515,0.0,0.0,0.0,0.0,0.0,0.01677852869280949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05096328442073439,0.0,0.13241898894648418,0.0,0.0,0.0,0.0,0.0,0.011344931646565248,0.0,0.0,0.0,0.0,0.0,0.5307176082095064,1.0,0.010402742711530077,0.0,0.0,0.0,0.0013171164299969895,0.0,0.0,0.0,-1.0697406010340416e-05,0.0,0.0,0.0,0.0,0.0,-0.00015306552074845214,0.0,-0.0031168079744341437,0.0,-0.0013916946456398183,0.0,0.005385110334614751,0.0,0.0,0.0
LOCO-W,0.1,0.1692038493372969,0.0,0.1349055418079497,0.0,0.9463289358898962,0.0,0.0327298405222206,1.0,0.3670313773780688,0.0,-0.2552486583933569,0.0,0.3140832547198417,0.0,0.5393894113866159,0.0,0.10494580300183404,0.0,-0.12151971454788593,0.0,0.040919078912868105,0.0,-0.5855437092553951,0.0,-0.7084433781214906,1.0,1.6659798911553423,0.0,0.1322826586004474,1.0,0.04945072030236301,0.0,0.5519453112105374,0.0,0.19291358954215393,0.0,0.24334393426094444,1.0,0.37192234112037137,0.0,-0.2803381316877875,0.0,0.09283124583834632,0.0,-0.4915551837787754,0.0,0.07009146386152841,0.0,-0.2940224991516604,0.0,0.07299608581575409,0.0,0.33169950648804736,0.0,0.7075352357782079,0.0,0.4495038967945399,0.0,0.027992197915933402,0.0,-0.1787782435749349,0.0,-0.09266684052351015,0.0,-0.3479419230506364,0.0,0.16027919745663416,0.0,-0.20857522091369005,0.0,0.9374390820486094,0.0,-3.094235483357065,0.0,0.2503380456858243,1.0,0.15983919887495712,0.0,-0.32693768337126844,0.0,-0.15613750070181298,0.0,-1.2410771313139068,0.0,-0.679331119124598,0.0,0.1259386723938091,0.0,0.12090524927944761,0.0,-0.15965545623418587,0.0,0.18877150355970954,0.0,0.22786754729424946,0.0,-0.2885237630059944,0.0,-0.11277740769689011,0.0
LOCO-W,0.5,0.4011656644129326,0.0,0.39647564199183377,0.0,-0.1624033806835974,0.0,-0.7761396596392627,1.0,0.9023608677268913,0.0,-0.16987013719165517,0.0,-0.18568084348505762,0.0,0.9088242180902192,0.0,-0.09768176738785897,0.0,-1.4621502831529756,0.0,0.1623553079643652,0.0,-0.3187305863612781,0.0,0.20207200833298808,1.0,-0.16932611446206036,0.0,-0.4294254388759173,1.0,-0.394582518139386,0.0,-1.3352405735986363,0.0,-2.037253639096778,0.0,0.011530882084868011,1.0,-0.3586533120993801,0.0,0.42361749490247286,0.0,1.1905988919482768,0.0,0.8939405440995626,0.0,-0.03344352931700867,0.0,-0.3805185706191402,0.0,0.47110118480992486,0.0,-0.4478626964142513,0.0,0.6851278233794792,0.0,-0.0708988532813271,0.0,-0.8823935578291855,0.0,-0.19213875223729518,0.0,-0.00728874702522094,0.0,0.12295347226823654,0.0,0.1468777310442306,0.0,0.2604027055935043,0.0,-0.29502038527806707,0.0,-0.5589079106704923,0.0,0.8707199385975921,1.0,-0.3243850251169453,0.0,0.40439885471684506,0.0,0.154046177309735,0.0,0.5307977789708068,0.0,-0.10410934691285786,0.0,-1.4520666372037292,0.0,0.7368327058827784,0.0,0.09160606372204526,0.0,-0.6720953992518678,0.0,-0.41939564550148295,0.0,-0.20614431515791118,0.0,0.8963130414878533,0.0
LOCO-W,1.0,-0.10377728089889485,0.0,-0.23704155505072938,0.0,-3.2713842341017885,0.0,0.9239128888429579,1.0,-0.02580100687858743,0.0,0.06998169785309676,0.0,0.08959431426574384,0.0,0.8953008211508572,0.0,-0.47919657556600975,0.0,0.01863638215269883,0.0,0.23105752162349666,0.0,-0.25195497032735525,0.0,0.3161914529358784,1.0,0.22483566969255658,0.0,-1.9635716042826312,1.0,0.40300986152901075,0.0,0.5491566800006782,0.0,0.6305267644931848,0.0,0.20355654764680434,1.0,-0.4095106174135191,0.0,-1.439623792456507,0.0,-0.560037183844114,0.0,0.25831280487690134,0.0,0.029595489633095804,0.0,0.9369687796412622,0.0,0.37029302175339884,0.0,-1.0560572668806747,0.0,0.729579546565547,0.0,-0.20745757909999274,0.0,1.879535565253741,0.0,-0.9930140409740112,0.0,-0.4308885301781893,0.0,-0.09997504270824346,0.0,-1.3169112436913022,0.0,0.45873053425332977,0.0,-0.22071491977204916,0.0,-0.21202291235434673,0.0,-0.45247665142807597,1.0,-0.16681824270616807,0.0,0.08358829956903387,0.0,0.07883172552047778,0.0,0.1108468710801579,0.0,0.10970496049298487,0.0,-0.26826112851990086,0.0,-2.204534047751719,0.0,-1.0357280557760733,0.0,1.467665804321791,0.0,0.8936447127923832,0.0,-0.3247572863228012,0.0,-0.014899717071120998,0.0
LOCO-W,2.0,-0.33330653072449296,0.0,-1.162951015035515,0.0,-1.0198701789744604,0.0,0.35010768075872134,1.0,-0.16465399983222068,0.0,0.2582330601599933,0.0,0.16471685578900538,0.0,-0.15821503274938076,0.0,2.0671148186310253,0.0,0.1946118905560322,0.0,0.03956258688046292,0.0,-0.010910792196805035,0.0,0.5977806981581298,1.0,-0.17845740807494473,0.0,0.03751300149088665,1.0,-0.03043698750192145,0.0,1.1379086436322352,0.0,-0.3210665052915328,0.0,2.1994692568501346,1.0,0.1631628157649843,0.0,0.3385749414143037,0.0,0.598780132652554,0.0,-0.5736158687906275,0.0,0.21319654629041526,0.0,-0.18214729099377872,0.0,-0.5787932186829128,0.0,-2.1622180507905324,0.0,-0.643487470919224,0.0,0.9945491271604228,0.0,0.19180438392629406,0.0,-0.5682410778104322,0.0,1.8032703556561958,0.0,-0.0620383077343765,0.0,0.27216309993592336,0.0,0.11320432803680539,0.0,-2.463844262231762,0.0,0.9223962803715472,0.0,-0.4588448673978839,1.0,0.29999662212237,0.0,0.691129149342226,0.0,-0.49055649161497306,0.0,-0.48149034398168894,0.0,-0.13941308984343295,0.0,-0.07308997464823251,0.0,0.3909771199472984,0.0,1.331768578692956,0.0,-0.5824789163590122,0.0,-0.5517817769456559,0.0,-0.3258833300403722,0.0,0.5084785829665642,0.0
LOCO-W,10.0,0.30714751757136616,0.0,-0.7669888779376514,0.0,0.18892036940847196,0.0,0.38693279976649,1.0,0.18878749818404084,0.0,-1.3434474075616896,0.0,0.40035220691337176,0.0,0.012054179279436915,0.0,0.6515236147201643,0.0,-0.06955409658588886,0.0,-0.6115960314993895,0.0,0.5449805292394266,0.0,0.7070026309709135,1.0,2.2678918882270374,0.0,0.5345522141494136,1.0,-0.5660224533247596,0.0,-0.750210286011079,0.0,-0.21162189630313408,0.0,-0.8435252939616279,1.0,0.17490236241340346,0.0,0.41860536464671766,0.0,0.11124583540665658,0.0,-0.15519417412972453,0.0,0.4803029678130587,0.0,0.341361537136932,0.0,0.6407782081304783,0.0,-0.26016049174860095,0.0,-0.12476908028405534,0.0,0.38869516223558326,0.0,-0.7835636219356503,0.0,-0.6314886472396666,0.0,1.9603311171237967,0.0,-1.5398887374284018,0.0,0.4532979741483653,0.0,0.2579831010727049,0.0,-0.7995821119664956,0.0,-0.3349637108666945,0.0,0.47587812247728967,1.0,0.8992913444617093,0.0,0.7083491416404322,0.0,-0.06434551311233405,0.0,0.04055212881522924,0.0,0.2231726992848494,0.0,1.5035908442520511,0.0,-0.133537021522361,0.0,0.48327344040426073,0.0,-0.12055348243824088,0.0,0.10489845301987316,0.0,-0.4829045597399639,0.0,-0.12539253482355692,0.0
LOCO-HD,0.1,-5.2096794006306624e-05,0.0,2.4540406435846762e-06,0.0,-0.09874707702379615,0.0,0.5497152295599133,1.0,-0.07986618930367761,0.0,-0.014862616265843176,0.0,1.111870620462696e-06,0.0,8.36891364208725e-07,0.0,-1.7861533243568317e-05,0.0,-1.6015347988229678e-05,0.0,-0.004754291083655993,0.0,-4.4167711550802125e-05,0.0,0.26598492608161406,1.0,-0.40412489867245105,0.0,0.5601911620490143,1.0,1.2083070264345963e-06,0.0,0.0,0.0,-2.3240305075056256e-05,0.0,0.9100604549998277,1.0,-3.007584694625365e-06,0.0,-0.03133213473913754,0.0,-0.008436825002818171,0.0,0.0,0.0,0.008535638932088752,0.0,5.409102973530366e-06,0.0,1.327851755261733e-05,0.0,-0.20967294479147247,0.0,-8.881784197001252e-16,0.0,-8.881784197001252e-16,0.0,-4.011882591070659e-05,0.0,-0.11763818249933689,0.0,0.1108430047121769,0.0,0.0,0.0,1.5270919591081622e-06,0.0,0.007283887374941234,0.0,-1.0266338970499334e-05,0.0,-4.965099665987793e-05,0.0,0.9656586511055649,1.0,-0.060576923955458106,0.0,4.228519644655648e-06,0.0,0.019198755953444113,0.0,0.0,0.0,-0.004415724971587931,0.0,0.0,0.0,-2.2064334544769082e-05,0.0,0.003552940988159392,0.0,0.0008062025784059124,0.0,-0.036997100032998276,0.0,0.006616128944437527,0.0,0.0,0.0
