method,snr,imp_V0,tr_V0,imp_V1,tr_V1,imp_V2,tr_V2,imp_V3,tr_V3,imp_V4,tr_V4,imp_V5,tr_V5,imp_V6,tr_V6,imp_V7,tr_V7,imp_V8,tr_V8,imp_V9,tr_V9,imp_V10,tr_V10,imp_V11,tr_V11,imp_V12,tr_V12,imp_V13,tr_V13,imp_V14,tr_V14,imp_V15,tr_V15,imp_V16,tr_V16,imp_V17,tr_V17,imp_V18,tr_V18,imp_V19,tr_V19,imp_V20,tr_V20,imp_V21,tr_V21,imp_V22,tr_V22,imp_V23,tr_V23,imp_V24,tr_V24,imp_V25,tr_V25,imp_V26,tr_V26,imp_V27,tr_V27,imp_V28,tr_V28,imp_V29,tr_V29,imp_V30,tr_V30,imp_V31,tr_V31,imp_V32,tr_V32,imp_V33,tr_V33,imp_V34,tr_V34,imp_V35,tr_V35,imp_V36,tr_V36,imp_V37,tr_V37,imp_V38,tr_V38,imp_V39,tr_V39,imp_V40,tr_V40,imp_V41,tr_V41,imp_V42,tr_V42,imp_V43,tr_V43,imp_V44,tr_V44,imp_V45,tr_V45,imp_V46,tr_V46,imp_V47,tr_V47,imp_V48,tr_V48,imp_V49,tr_V49
LOCO-HD,0.5,-5.2096794006306624e-05,0.0,2.4540406435846762e-06,0.0,-0.09874707702379615,0.0,0.5497152295599133,1.0,-0.07986618930367761,0.0,-0.014862616265843176,0.0,1.111870620462696e-06,0.0,8.36891364208725e-07,0.0,-1.7861533243568317e-05,0.0,-1.6015347988229678e-05,0.0,-0.004754291083655993,0.0,-4.4167711550802125e-05,0.0,0.26598492608161406,1.0,-0.40412489867245105,0.0,0.5601911620490143,1.0,1.2083070264345963e-06,0.0,0.0,0.0,-2.3240305075056256e-05,0.0,0.9100604549998277,1.0,-3.007584694625365e-06,0.0,-0.03133213473913754,0.0,-0.008436825002818171,0.0,0.0,0.0,0.008535638932088752,0.0,5.409102973530366e-06,0.0,1.327851755261733e-05,0.0,-0.20967294479147247,0.0,-8.881784197001252e-16,0.0,-8.881784197001252e-16,0.0,-4.011882591070659e-05,0.0,-0.11763818249933689,0.0,0.1108430047121769,0.0,0.0,0.0,1.5270919591081622e-06,0.0,0.007283887374941234,0.0,-1.0266338970499334e-05,0.0,-4.965099665987793e-05,0.0,0.9656586511055649,1.0,-0.060576923955458106,0.0,4.228519644655648e-06,0.0,0.019198755953444113,0.0,0.0,0.0,-0.004415724971587931,0.0,0.0,0.0,-2.2064334544769082e-05,0.0,0.003552940988159392,0.0,0.0008062025784059124,0.0,-0.036997100032998276,0.0,0.006616128944437527,0.0,0.0,0.0
LOCO-HD,1.0,-5.2096794006306624e-05,0.0,2.4540406435846762e-06,0.0,-0.09874707702379615,0.0,0.5497152295599133,1.0,-0.07986618930367761,0.0,-0.014862616265843176,0.0,1.111870620462696e-06,0.0,8.36891364208725e-07,0.0,-1.7861533243568317e-05,0.0,-1.6015347988229678e-05,0.0,-0.004754291083655993,0.0,-4.4167711550802125e-05,0.0,0.26598492608161406,1.0,-0.40412489867245105,0.0,0.5601911620490143,1.0,1.2083070264345963e-06,0.0,0.0,0.0,-2.3240305075056256e-05,0.0,0.9100604549998277,1.0,-3.007584694625365e-06,0.0,-0.03133213473913754,0.0,-0.008436825002818171,0.0,0.0,0.0,0.008535638932088752,0.0,5.409102973530366e-06,0.0,1.327851755261733e-05,0.0,-0.20967294479147247,0.0,-8.881784197001252e-16,0.0,-8.881784197001252e-16,0.0,-4.011882591070659e-05,0.0,-0.11763818249933689,0.0,0.1108430047121769,0.0,0.0,0.0,1.5270919591081622e-06,0.0,0.007283887374941234,0.0,-1.0266338970499334e-05,0.0,-4.965099665987793e-05,0.0,0.9656586511055649,1.0,-0.060576923955458106,0.0,4.228519644655648e-06,0.0,0.019198755953444113,0.0,0.0,0.0,-0.004415724971587931,0.0,0.0,0.0,-2.2064334544769082e-05,0.0,0.003552940988159392,0.0,0.0008062025784059124,0.0,-0.036997100032998276,0.0,0.006616128944437527,0.0,0.0,0.0
LOCO-HD,2.0,-5.2096794006306624e-05,0.0,2.4540406435846762e-06,0.0,-0.09874707702379615,0.0,0.5497152295599133,1.0,-0.07986618930367761,0.0,-0.014862616265843176,0.0,1.111870620462696e-06,0.0,8.36891364208725e-07,0.0,-1.7861533243568317e-05,0.0,-1.6015347988229678e-05,0.0,-0.004754291083655993,0.0,-4.4167711550802125e-05,0.0,0.26598492608161406,1.0,-0.40412489867245105,0.0,0.5601911620490143,1.0,1.2083070264345963e-06,0.0,0.0,0.0,-2.3240305075056256e-05,0.0,0.9100604549998277,1.0,-3.007584694625365e-06,0.0,-0.03133213473913754,0.0,-0.008436825002818171,0.0,0.0,0.0,0.008535638932088752,0.0,5.409102973530366e-06,0.0,1.327851755261733e-05,0.0,-0.20967294479147247,0.0,-8.881784197001252e-16,0.0,-8.881784197001252e-16,0.0,-4.011882591070659e-05,0.0,-0.11763818249933689,0.0,0.1108430047121769,0.0,0.0,0.0,1.5270919591081622e-06,0.0,0.007283887374941234,0.0,-1.0266338970499334e-05,0.0,-4.965099665987793e-05,0.0,0.9656586511055649,1.0,-0.060576923955458106,0.0,4.228519644655648e-06,0.0,0.019198755953444113,0.0,0.0,0.0,-0.004415724971587931,0.0,0.0,0.0,-2.2064334544769082e-05,0.0,0.003552940988159392,0.0,0.0008062025784059124,0.0,-0.036997100032998276,0.0,0.006616128944437527,0.0,0.0,0.0
LOCO-HD,10.0,-5.2096794006306624e-05,0.0,2.4540406435846762e-06,0.0,-0.09874707702379615,0.0,0.5497152295599133,1.0,-0.07986618930367761,0.0,-0.014862616265843176,0.0,1.111870620462696e-06,0.0,8.36891364208725e-07,0.0,-1.7861533243568317e-05,0.0,-1.6015347988229678e-05,0.0,-0.004754291083655993,0.0,-4.4167711550802125e-05,0.0,0.26598492608161406,1.0,-0.40412489867245105,0.0,0.5601911620490143,1.0,1.2083070264345963e-06,0.0,0.0,0.0,-2.3240305075056256e-05,0.0,0.9100604549998277,1.0,-3.007584694625365e-06,0.0,-0.03133213473913754,0.0,-0.008436825002818171,0.0,0.0,0.0,0.008535638932088752,0.0,5.409102973530366e-06,0.0,1.327851755261733e-05,0.0,-0.20967294479147247,0.0,-8.881784197001252e-16,0.0,-8.881784197001252e-16,0.0,-4.011882591070659e-05,0.0,-0.11763818249933689,0.0,0.1108430047121769,0.0,0.0,0.0,1.5270919591081622e-06,0.0,0.007283887374941234,0.0,-1.0266338970499334e-05,0.0,-4.965099665987793e-05,0.0,0.9656586511055649,1.0,-0.060576923955458106,0.0,4.228519644655648e-06,0.0,0.019198755953444113,0.0,0.0,0.0,-0.004415724971587931,0.0,0.0,0.0,-2.2064334544769082e-05,0.0,0.003552940988159392,0.0,0.0008062025784059124,0.0,-0.036997100032998276,0.0,0.006616128944437527,0.0,0.0,0.0
Robust-CPI,0.1,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,0.027771799038224562,0.0,0.4345135467308642,1.0,-0.004389397092316257,0.0,-0.04079060167754322,0.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,0.002825416784119897,0.0,-4.3969228698026e-16,0.0,0.37281177276445476,1.0,-0.23083840277770995,0.0,0.35227359422501076,1.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,0.518775351662289,1.0,-4.3969228698026e-16,0.0,-0.031596680901433326,0.0,-0.01644598010962055,0.0,-4.3969228698026e-16,0.0,0.002538593335105804,0.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,-0.2124418658076725,0.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,-0.12301671327412468,0.0,0.09124825820927661,0.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,0.020150989128790174,0.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,0.6428428399613287,1.0,0.024345093174970914,0.0,-4.3969228698026e-16,0.0,0.0035427919832631822,0.0,-4.3969228698026e-16,0.0,0.0020152407865785603,0.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,0.0019346257212644867,0.0,-0.017441138188180258,0.0,-0.010690556858166068,0.0,0.003711033349667663,0.0,-4.3969228698026e-16,0.0
Robust-CPI,0.5,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,0.027771799038224562,0.0,0.4345135467308642,1.0,-0.004389397092316257,0.0,-0.04079060167754322,0.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,0.002825416784119897,0.0,-4.3969228698026e-16,0.0,0.37281177276445476,1.0,-0.23083840277770995,0.0,0.35227359422501076,1.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,0.518775351662289,1.0,-4.3969228698026e-16,0.0,-0.031596680901433326,0.0,-0.01644598010962055,0.0,-4.3969228698026e-16,0.0,0.002538593335105804,0.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,-0.2124418658076725,0.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,-0.12301671327412468,0.0,0.09124825820927661,0.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,0.020150989128790174,0.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,0.6428428399613287,1.0,0.024345093174970914,0.0,-4.3969228698026e-16,0.0,0.0035427919832631822,0.0,-4.3969228698026e-16,0.0,0.0020152407865785603,0.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,0.0019346257212644867,0.0,-0.017441138188180258,0.0,-0.010690556858166068,0.0,0.003711033349667663,0.0,-4.3969228698026e-16,0.0
Robust-CPI,1.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,0.027771799038224562,0.0,0.4345135467308642,1.0,-0.004389397092316257,0.0,-0.04079060167754322,0.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,0.002825416784119897,0.0,-4.3969228698026e-16,0.0,0.37281177276445476,1.0,-0.23083840277770995,0.0,0.35227359422501076,1.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,0.518775351662289,1.0,-4.3969228698026e-16,0.0,-0.031596680901433326,0.0,-0.01644598010962055,0.0,-4.3969228698026e-16,0.0,0.002538593335105804,0.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,-0.2124418658076725,0.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,-0.12301671327412468,0.0,0.09124825820927661,0.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,0.020150989128790174,0.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,0.6428428399613287,1.0,0.024345093174970914,0.0,-4.3969228698026e-16,0.0,0.0035427919832631822,0.0,-4.3969228698026e-16,0.0,0.0020152407865785603,0.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,0.0019346257212644867,0.0,-0.017441138188180258,0.0,-0.010690556858166068,0.0,0.003711033349667663,0.0,-4.3969228698026e-16,0.0
Robust-CPI,2.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,0.027771799038224562,0.0,0.4345135467308642,1.0,-0.004389397092316257,0.0,-0.04079060167754322,0.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,0.002825416784119897,0.0,-4.3969228698026e-16,0.0,0.37281177276445476,1.0,-0.23083840277770995,0.0,0.35227359422501076,1.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,0.518775351662289,1.0,-4.3969228698026e-16,0.0,-0.031596680901433326,0.0,-0.01644598010962055,0.0,-4.3969228698026e-16,0.0,0.002538593335105804,0.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,-0.2124418658076725,0.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,-0.12301671327412468,0.0,0.09124825820927661,0.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,0.020150989128790174,0.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,0.6428428399613287,1.0,0.024345093174970914,0.0,-4.3969228698026e-16,0.0,0.0035427919832631822,0.0,-4.3969228698026e-16,0.0,0.0020152407865785603,0.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,0.0019346257212644867,0.0,-0.017441138188180258,0.0,-0.010690556858166068,0.0,0.003711033349667663,0.0,-4.3969228698026e-16,0.0
Robust-CPI,10.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,0.027771799038224562,0.0,0.4345135467308642,1.0,-0.004389397092316257,0.0,-0.04079060167754322,0.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,0.002825416784119897,0.0,-4.3969228698026e-16,0.0,0.37281177276445476,1.0,-0.23083840277770995,0.0,0.35227359422501076,1.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,0.518775351662289,1.0,-4.3969228698026e-16,0.0,-0.031596680901433326,0.0,-0.01644598010962055,0.0,-4.3969228698026e-16,0.0,0.002538593335105804,0.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,-0.2124418658076725,0.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,-0.12301671327412468,0.0,0.09124825820927661,0.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,0.020150989128790174,0.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,0.6428428399613287,1.0,0.024345093174970914,0.0,-4.3969228698026e-16,0.0,0.0035427919832631822,0.0,-4.3969228698026e-16,0.0,0.0020152407865785603,0.0,-4.3969228698026e-16,0.0,-4.3969228698026e-16,0.0,0.0019346257212644867,0.0,-0.017441138188180258,0.0,-0.010690556858166068,0.0,0.003711033349667663,0.0,-4.3969228698026e-16,0.0
0.5*CPI,0.1,0.0,0.0,0.0,0.0,-0.0144931714249259,0.0,0.23412636706742807,1.0,-0.01952813222071348,0.0,-0.020118176374402275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005963987796392178,0.0,0.0,0.0,0.165567287059603,1.0,-0.014046996453890737,0.0,0.2854141105103478,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49086106277180797,1.0,0.0,0.0,-0.03600452388969044,0.0,-0.00387032424189937,0.0,0.0,0.0,0.00630980634720979,0.0,0.0,0.0,0.0,0.0,-0.05484188032016202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08384874214822635,0.0,0.1603682511151272,0.0,0.0,0.0,0.0,0.0,0.020589089767339752,0.0,0.0,0.0,0.0,0.0,0.5867167788802015,1.0,0.015775211240816933,0.0,0.0,0.0,-0.001601530749127722,0.0,0.0,0.0,0.0035446477695524337,0.0,0.0,0.0,0.0,0.0,0.00121623516104985,0.0,-0.004135217369162003,0.0,0.002720052481557156,0.0,-0.009438381936004436,0.0,0.0,0.0
0.5*CPI,0.5,0.0,0.0,0.0,0.0,-0.0144931714249259,0.0,0.23412636706742807,1.0,-0.01952813222071348,0.0,-0.020118176374402275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005963987796392178,0.0,0.0,0.0,0.165567287059603,1.0,-0.014046996453890737,0.0,0.2854141105103478,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49086106277180797,1.0,0.0,0.0,-0.03600452388969044,0.0,-0.00387032424189937,0.0,0.0,0.0,0.00630980634720979,0.0,0.0,0.0,0.0,0.0,-0.05484188032016202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08384874214822635,0.0,0.1603682511151272,0.0,0.0,0.0,0.0,0.0,0.020589089767339752,0.0,0.0,0.0,0.0,0.0,0.5867167788802015,1.0,0.015775211240816933,0.0,0.0,0.0,-0.001601530749127722,0.0,0.0,0.0,0.0035446477695524337,0.0,0.0,0.0,0.0,0.0,0.00121623516104985,0.0,-0.004135217369162003,0.0,0.002720052481557156,0.0,-0.009438381936004436,0.0,0.0,0.0
0.5*CPI,1.0,0.0,0.0,0.0,0.0,-0.0144931714249259,0.0,0.23412636706742807,1.0,-0.01952813222071348,0.0,-0.020118176374402275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005963987796392178,0.0,0.0,0.0,0.165567287059603,1.0,-0.014046996453890737,0.0,0.2854141105103478,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49086106277180797,1.0,0.0,0.0,-0.03600452388969044,0.0,-0.00387032424189937,0.0,0.0,0.0,0.00630980634720979,0.0,0.0,0.0,0.0,0.0,-0.05484188032016202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08384874214822635,0.0,0.1603682511151272,0.0,0.0,0.0,0.0,0.0,0.020589089767339752,0.0,0.0,0.0,0.0,0.0,0.5867167788802015,1.0,0.015775211240816933,0.0,0.0,0.0,-0.001601530749127722,0.0,0.0,0.0,0.0035446477695524337,0.0,0.0,0.0,0.0,0.0,0.00121623516104985,0.0,-0.004135217369162003,0.0,0.002720052481557156,0.0,-0.009438381936004436,0.0,0.0,0.0
0.5*CPI,2.0,0.0,0.0,0.0,0.0,-0.0144931714249259,0.0,0.23412636706742807,1.0,-0.01952813222071348,0.0,-0.020118176374402275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005963987796392178,0.0,0.0,0.0,0.165567287059603,1.0,-0.014046996453890737,0.0,0.2854141105103478,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49086106277180797,1.0,0.0,0.0,-0.03600452388969044,0.0,-0.00387032424189937,0.0,0.0,0.0,0.00630980634720979,0.0,0.0,0.0,0.0,0.0,-0.05484188032016202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08384874214822635,0.0,0.1603682511151272,0.0,0.0,0.0,0.0,0.0,0.020589089767339752,0.0,0.0,0.0,0.0,0.0,0.5867167788802015,1.0,0.015775211240816933,0.0,0.0,0.0,-0.001601530749127722,0.0,0.0,0.0,0.0035446477695524337,0.0,0.0,0.0,0.0,0.0,0.00121623516104985,0.0,-0.004135217369162003,0.0,0.002720052481557156,0.0,-0.009438381936004436,0.0,0.0,0.0
0.5*CPI,10.0,0.0,0.0,0.0,0.0,-0.0144931714249259,0.0,0.23412636706742807,1.0,-0.01952813222071348,0.0,-0.020118176374402275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005963987796392178,0.0,0.0,0.0,0.165567287059603,1.0,-0.014046996453890737,0.0,0.2854141105103478,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49086106277180797,1.0,0.0,0.0,-0.03600452388969044,0.0,-0.00387032424189937,0.0,0.0,0.0,0.00630980634720979,0.0,0.0,0.0,0.0,0.0,-0.05484188032016202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08384874214822635,0.0,0.1603682511151272,0.0,0.0,0.0,0.0,0.0,0.020589089767339752,0.0,0.0,0.0,0.0,0.0,0.5867167788802015,1.0,0.015775211240816933,0.0,0.0,0.0,-0.001601530749127722,0.0,0.0,0.0,0.0035446477695524337,0.0,0.0,0.0,0.0,0.0,0.00121623516104985,0.0,-0.004135217369162003,0.0,0.002720052481557156,0.0,-0.009438381936004436,0.0,0.0,0.0
PFI,0.1,0.0,0.0,0.0,0.0,0.0032186778184846165,0.0,0.17478518328278114,1.0,-0.022134245389372476,0.0,-0.03157141780793893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025372711556732597,0.0,0.0,0.0,0.12587323612556944,1.0,0.23728361206941706,0.0,0.3632980829145347,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4778804060785724,1.0,0.0,0.0,-0.019882864478744766,0.0,-0.0016286053634084752,0.0,0.0,0.0,0.0031486003382501515,0.0,0.0,0.0,0.0,0.0,0.01677852869280949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05096328442073439,0.0,0.13241898894648418,0.0,0.0,0.0,0.0,0.0,0.011344931646565248,0.0,0.0,0.0,0.0,0.0,0.5307176082095064,1.0,0.010402742711530077,0.0,0.0,0.0,0.0013171164299969895,0.0,0.0,0.0,-1.0697406010340416e-05,0.0,0.0,0.0,0.0,0.0,-0.00015306552074845214,0.0,-0.0031168079744341437,0.0,-0.0013916946456398183,0.0,0.005385110334614751,0.0,0.0,0.0
PFI,0.5,0.0,0.0,0.0,0.0,0.0032186778184846165,0.0,0.17478518328278114,1.0,-0.022134245389372476,0.0,-0.03157141780793893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025372711556732597,0.0,0.0,0.0,0.12587323612556944,1.0,0.23728361206941706,0.0,0.3632980829145347,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4778804060785724,1.0,0.0,0.0,-0.019882864478744766,0.0,-0.0016286053634084752,0.0,0.0,0.0,0.0031486003382501515,0.0,0.0,0.0,0.0,0.0,0.01677852869280949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05096328442073439,0.0,0.13241898894648418,0.0,0.0,0.0,0.0,0.0,0.011344931646565248,0.0,0.0,0.0,0.0,0.0,0.5307176082095064,1.0,0.010402742711530077,0.0,0.0,0.0,0.0013171164299969895,0.0,0.0,0.0,-1.0697406010340416e-05,0.0,0.0,0.0,0.0,0.0,-0.00015306552074845214,0.0,-0.0031168079744341437,0.0,-0.0013916946456398183,0.0,0.005385110334614751,0.0,0.0,0.0
PFI,1.0,0.0,0.0,0.0,0.0,0.0032186778184846165,0.0,0.17478518328278114,1.0,-0.022134245389372476,0.0,-0.03157141780793893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025372711556732597,0.0,0.0,0.0,0.12587323612556944,1.0,0.23728361206941706,0.0,0.3632980829145347,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4778804060785724,1.0,0.0,0.0,-0.019882864478744766,0.0,-0.0016286053634084752,0.0,0.0,0.0,0.0031486003382501515,0.0,0.0,0.0,0.0,0.0,0.01677852869280949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05096328442073439,0.0,0.13241898894648418,0.0,0.0,0.0,0.0,0.0,0.011344931646565248,0.0,0.0,0.0,0.0,0.0,0.5307176082095064,1.0,0.010402742711530077,0.0,0.0,0.0,0.0013171164299969895,0.0,0.0,0.0,-1.0697406010340416e-05,0.0,0.0,0.0,0.0,0.0,-0.00015306552074845214,0.0,-0.0031168079744341437,0.0,-0.0013916946456398183,0.0,0.005385110334614751,0.0,0.0,0.0
PFI,2.0,0.0,0.0,0.0,0.0,0.0032186778184846165,0.0,0.17478518328278114,1.0,-0.022134245389372476,0.0,-0.03157141780793893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025372711556732597,0.0,0.0,0.0,0.12587323612556944,1.0,0.23728361206941706,0.0,0.3632980829145347,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4778804060785724,1.0,0.0,0.0,-0.019882864478744766,0.0,-0.0016286053634084752,0.0,0.0,0.0,0.0031486003382501515,0.0,0.0,0.0,0.0,0.0,0.01677852869280949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05096328442073439,0.0,0.13241898894648418,0.0,0.0,0.0,0.0,0.0,0.011344931646565248,0.0,0.0,0.0,0.0,0.0,0.5307176082095064,1.0,0.010402742711530077,0.0,0.0,0.0,0.0013171164299969895,0.0,0.0,0.0,-1.0697406010340416e-05,0.0,0.0,0.0,0.0,0.0,-0.00015306552074845214,0.0,-0.0031168079744341437,0.0,-0.0013916946456398183,0.0,0.005385110334614751,0.0,0.0,0.0
PFI,10.0,0.0,0.0,0.0,0.0,0.0032186778184846165,0.0,0.17478518328278114,1.0,-0.022134245389372476,0.0,-0.03157141780793893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025372711556732597,0.0,0.0,0.0,0.12587323612556944,1.0,0.23728361206941706,0.0,0.3632980829145347,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4778804060785724,1.0,0.0,0.0,-0.019882864478744766,0.0,-0.0016286053634084752,0.0,0.0,0.0,0.0031486003382501515,0.0,0.0,0.0,0.0,0.0,0.01677852869280949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05096328442073439,0.0,0.13241898894648418,0.0,0.0,0.0,0.0,0.0,0.011344931646565248,0.0,0.0,0.0,0.0,0.0,0.5307176082095064,1.0,0.010402742711530077,0.0,0.0,0.0,0.0013171164299969895,0.0,0.0,0.0,-1.0697406010340416e-05,0.0,0.0,0.0,0.0,0.0,-0.00015306552074845214,0.0,-0.0031168079744341437,0.0,-0.0013916946456398183,0.0,0.005385110334614751,0.0,0.0,0.0
LOCO-W,0.1,0.3897817208536897,0.0,0.2241771056528289,0.0,-0.08211812847875692,0.0,0.34979444591022885,1.0,-0.43478158880557133,0.0,-2.305905273515884,0.0,0.05582441143015384,0.0,0.644211003735652,0.0,-0.011019954055268299,0.0,1.1364000847688815,0.0,0.5761224576032985,0.0,-0.8398301460636755,0.0,0.6245839504444295,1.0,0.9243472539374391,0.0,1.0794993316385793,1.0,0.4759547778516356,0.0,-0.4055388370420609,0.0,0.01418754765618476,0.0,0.37164907131754976,1.0,0.9649376968227313,0.0,-0.5434931084502178,0.0,0.21658124645067786,0.0,1.0435775674583814,0.0,0.2806922899691924,0.0,-1.0825189404422635,0.0,-0.37305803686755207,0.0,-0.016501916936414007,0.0,0.039503091265107815,0.0,-3.431509528083281,0.0,-0.3037851385140735,0.0,-0.7251542941024697,0.0,-0.046558981990145784,0.0,1.5517266377581576,0.0,-0.27295962979147803,0.0,0.1946717600882182,0.0,-0.6330602139722199,0.0,-0.41213548801111277,0.0,1.9251256194168838,1.0,0.3691666821973628,0.0,-0.03419052046516027,0.0,0.6607290650332861,0.0,-0.26056503139116594,0.0,0.6994000827924075,0.0,0.8393948056163668,0.0,-1.7450954645012282,0.0,0.03497761279604247,0.0,-0.20413809154543025,0.0,-0.2152545456067541,0.0,-0.31598243994172115,0.0,-1.4954006885558355,0.0
