method,intra_cor,imp_V0,imp_V1,imp_V2,imp_V3,imp_V4,imp_V5,imp_V6,imp_V7,imp_V8,imp_V9,imp_V10,imp_V11,imp_V12,imp_V13,imp_V14,imp_V15,imp_V16,imp_V17,imp_V18,imp_V19,imp_V20,imp_V21,imp_V22,imp_V23,imp_V24,imp_V25,imp_V26,imp_V27,imp_V28,imp_V29,imp_V30,imp_V31,imp_V32,imp_V33,imp_V34,imp_V35,imp_V36,imp_V37,imp_V38,imp_V39,imp_V40,imp_V41,imp_V42,imp_V43,imp_V44,imp_V45,imp_V46,imp_V47,imp_V48,imp_V49
n_cal1,0.0,0.36258886546809665,0.3802391701361344,0.8968142286286895,1.8273584847979842,1.4784257932791716,0.004362775415448883,0.007322646062741495,0.0026291359050706897,0.0014834107360377768,0.002000699462324451,0.00127276201194379,-0.003258974130969039,0.0031214346253903014,8.014064594180637e-05,-0.0027730054740033316,-0.00026783205163838364,-0.00025127922328180285,-0.004709442556253746,0.0011427686903119905,-0.00019677984188379294,0.0037020118220551512,0.0009376335267844982,0.0005038918824043503,-0.001856464855983897,0.0019829551276980273,0.001422375254396091,0.00245235312495079,-0.00039424324651249343,-0.00022736860378352874,-0.001303266772929218,-0.0014468157515533653,0.0016978119203759912,0.001232661039897498,0.0004204628688621592,0.00312088853231271,0.002511703078686006,0.0026698757859443256,-0.0026715345674936386,0.0008624452027867768,6.418646236794334e-06,0.0051336337313879765,0.003024882668679313,0.0005264934957225076,0.0017962247293038802,-0.0009675880854013719,0.0015352223470468385,-0.002764701908826661,-0.00043781009931970205,0.0027287042523404803,0.0012980624451372491
n_cal1,0.05,0.31563070141706095,0.3011914841309461,0.7752746986672193,1.7032317070652074,1.592740115351531,-0.005551149488803031,-0.0023009757873907466,-0.003501808770707715,0.002627565927046438,0.010489516873978089,0.015332422982621219,0.0038183361504980917,0.004493306752369586,-0.0013347408129839589,-0.0001387532209031761,0.00347322639453973,-0.0031058522903635866,-0.0015702489522705365,-0.0008143339658105986,0.0013142001719549379,-0.00272531601226067,-0.012166460272944268,-0.003640272532261901,0.0020347278043840733,0.0012875002737134933,0.0015989710166454119,0.0006078281402651098,0.004890223021000006,-0.0018189973171769402,0.0005512866550335116,-0.003133256156924502,-0.0011866895772937314,0.00076587490307789,-0.004679239200137131,-0.0006555653593992017,-0.005527838765147897,0.004605591474450277,-0.0013094991201169082,0.00010313492394564694,-0.002231757423446723,-0.0026501183653259708,0.0003071681219533051,-0.00016774186189399964,-0.002399164134984977,-0.00013795145254164032,-0.0010880580834781717,0.0013391035569602083,0.002161492232740869,-0.0005316791174234115,-0.003541974874841536
n_cal1,0.15,0.4134148737855634,0.4187612528037087,0.7441741368921543,1.4638408935321634,1.4783681973443703,-0.0030773114871392726,-0.002852441208902212,0.003160738207273611,0.0007224653030019068,0.0005086298696297398,0.001994605239197811,-0.004582784512568522,-0.00018823253456257127,0.006437198810224504,-0.0034390241341206995,-0.0002743016540659171,0.00014778663800735226,0.0013292159606204113,-0.001005156346650521,-0.0004537029824658312,0.0013107277156408081,-0.0008390309846424415,0.0003320760884944485,-0.005672174481035158,-0.0005188430712103065,0.0007622170672675621,-0.0011932603084801041,-0.0017384379393426963,-0.007230880897450026,0.0013779611178959816,0.0014455699689074897,-0.0009655270624571444,1.9813771999527274e-05,0.0009201181576907469,0.0010957585311579254,-0.001240976482405426,-0.001164545609057599,0.005629078108465718,-0.0002714188991555233,-0.002186076977105794,-0.004570031458418944,0.00199913336507207,-0.002412296711723272,-0.00029761312390097494,-0.0007338755694852594,0.0014986180236514213,7.889795611948358e-05,0.0013282645388584535,0.0011127719390130186,0.0009572053528025259
n_cal1,0.3,0.3562522646019214,0.2988979637388659,0.9746784128031121,1.8798602806898548,2.033184589956658,-0.0007291656781557854,8.509720859462e-05,-0.0001670813807713445,-0.0006309749743190485,-0.00023985657148986594,0.0001806651730699993,0.0001646570631876343,-0.0016455283284275979,0.0003197687761437862,-0.00016740618916391559,-0.0002943310190391124,-0.001590493935965498,0.0002677640290291994,-0.0004691706779834659,-0.0007827230169017985,0.00011990966124872382,-0.0008259674181953502,-0.00035750337335971327,-0.00018319524583182423,0.0014802864771827628,-0.0002430402755526362,0.00038083972765837193,-0.002136638811689129,-0.00012139332734301123,0.00017759988621676714,5.709239954129752e-05,0.0002578741050241473,0.00016528448714900335,0.000389822375688742,3.106134046490516e-05,0.00035855885618116257,0.0005786127480787995,-0.00012318076974124348,0.0003624836237834106,0.00013869707958197308,-0.00013613104623710903,0.0005981702481804574,-0.00011305078333948004,2.8821907922887968e-05,-0.0001643149760319207,6.9054792109779495e-06,-0.0002715165057272373,-0.00017488389132713777,-0.00023692266475877632,-0.0002911779511467205
n_cal1,0.5,0.33420180501709223,0.26388144628529764,0.46074698946549447,1.1487369791475384,1.3255471855197645,0.0011920019709155821,0.005256034032987578,-0.0008062086651189765,2.9303223446047744e-05,-0.00030740936306972166,-0.0002078923565179136,-9.422323495023033e-05,-0.00028768073755808254,0.0006703993287216076,0.0001503484822079626,0.0007921650005969644,3.8774634247687456e-05,-9.281455026338703e-05,-8.723035034689797e-05,-0.0007820748226698981,0.0002603286731984733,-0.0002858636560996025,0.0017615380834666156,-0.00016779435301848833,0.00033523018496775525,0.0012752250466115667,0.0005693009843064645,-2.271854495014547e-06,-0.0006110934393745715,0.00037674307234809856,0.0003159732874221943,-0.00021164978115105482,-4.142729039244286e-05,-0.0003439222469234643,-0.0015865460716533164,0.00013961295879498514,0.00017948322984459586,-0.0002430460571108961,0.00013348669938376134,-0.00027761151885657975,-0.0007375247211010294,0.0012911768893052317,0.0017741671924289132,-0.0001809091014797759,-4.602927715309513e-05,-0.0003871645724082273,0.0004970511609453249,0.0005269027061989423,-3.8640971683504e-05,-1.712372285532504e-05
n_cal1,0.65,0.24505919385649974,0.1756433201813482,0.3086704813921308,0.7785739217738058,0.6742294476240049,0.0024790663158853685,-0.00013906083596368357,4.6331225744988824e-05,3.514128984712789e-05,-7.342847853884088e-05,5.304616540809104e-06,-6.0063490770707884e-05,-6.796184467700722e-05,2.0740586866678512e-05,0.0001689983856344307,-4.605081559975327e-05,3.291184662745916e-05,-1.968984797923179e-05,4.472008237284275e-05,-1.5302921785420587e-05,-8.172784329643634e-06,9.837630981165968e-05,0.00015042530828450473,-0.00026360977095518656,5.563118357965885e-05,-4.400729801885134e-05,-3.141623109822328e-05,0.00015029262903071272,-8.830373397095137e-05,-4.2445410849342724e-05,-0.00012255194956939386,-3.4610798540293808e-06,-9.680584730261538e-05,-0.0005553415031896575,0.0006988212484615175,0.0001737157687221602,0.00014603094657487242,-4.920259969382057e-05,-0.00014549367378729333,5.748924031075825e-05,-4.987152374732323e-05,1.620190941322569e-05,8.436441177944037e-05,1.5598107383718585e-05,8.141372188136958e-05,1.845916926224156e-05,3.385069046684536e-05,-0.00013847043873913,-0.0002867246363272985,0.00020640320407366158
n_cal1,0.85,0.12343289341084698,0.06340345157910646,0.038946228053468854,0.2940267137568774,0.35658629051986357,0.002341107417977051,0.0004936085673142715,-0.0002665082654372958,2.8726048426602757e-05,-2.6345253728798923e-05,-6.0967248286941667e-05,0.0006467942345441957,0.00010598544360894413,0.00021324701688013592,-0.00019083776197616198,-0.00011156628485731179,3.9808899970628087e-05,0.00011355335233555197,7.558753113995342e-05,0.00023162764385131762,-0.00019174762901581766,0.00010139800140525346,0.00020440031377837176,-1.1730316353666947e-05,-0.00011406026853837126,-0.00012247784337188206,-0.00014142297723591934,3.483849160144936e-05,-0.0001716911663524473,-6.306561094393537e-05,-0.0001711307200393808,-0.0003027652635239769,-0.00014140068184843868,4.1169771750559914e-05,-7.177593764451373e-06,-1.8663897164969412e-05,6.254037494944631e-05,5.1146418018219175e-05,-0.00012563165729988224,0.0002582564880332927,9.124148995412473e-06,1.309690073901526e-05,4.185664880780593e-05,-1.3902190511186352e-05,0.00011383916094349911,2.181394426332972e-05,-3.101041443533126e-05,-0.00017972472268787398,3.472062997211811e-05,0.0001338621544314661
n_cal5,0.0,0.4088315971398979,0.41708045234702507,1.0575573018089988,1.7159043151347897,1.6105018293005708,0.0017021052908668122,0.00024838982374010093,-5.3144521102166387e-05,0.0004369470745010466,-0.0043731099352426845,-0.0017680606407966444,-0.0041852265206617405,-0.00048331441053188023,-0.00021319769678317577,-0.0030089049945903703,-0.0008248619764744206,-0.00546392156096175,-0.011241499128407939,-0.00016493030994282898,-0.0022703310773480403,0.0008985267375307323,-0.000283656468830773,0.00015335927007438985,-0.0043936171943366005,-0.004352089053633971,9.643043247265874e-05,-0.0002224950598879912,-0.0010644612130766378,-0.009735905745421464,-0.005328707045042236,-0.0005102626579774524,-0.014883887896291331,0.0012578431977616766,0.00012193614389190606,-0.0011525944302275455,0.0026739732663185836,-0.00374749418982546,-0.010379494141137488,-0.0029492782293074247,0.00038436780273450505,0.0020470820596357278,0.0013302706078394122,-0.0012279373870441312,-0.0010893805888682884,-0.0014920388770291633,-0.0015793508957151943,-0.02199259405054892,-0.0010545393188639747,-0.002504227518983493,0.0002937340253663749
n_cal5,0.05,0.3873633361450579,0.35417230676222894,0.8769147187960661,1.7478213131113307,1.6545732072028965,-0.02348546654965154,-0.006800346912060791,-0.005021193650127653,0.0007890525371839763,-0.003322639441482681,0.004730751178502375,-0.005213186194398996,-0.0011307954950381949,-0.0071868186420491935,-0.0035891641722963588,0.00036359047674489053,-0.0030402541758979087,-0.00559240823824562,-0.0033069955548477767,-0.0015202432576565579,-0.002711307409344795,-0.027664408737557617,-0.0046947413325532095,0.002143622223003405,-0.0007053472433761939,-0.0015594185551731643,-0.0028181475223091703,-0.003246312730560789,-0.004441783463069726,-0.0006429843852162609,-0.005145575684194122,-0.007167465296422833,0.0003889212484326869,-0.005641077409845319,-0.002946692884343386,-0.01403579218246409,-0.0002890501778752645,-0.0038395159773119136,-0.0023692394566883954,-0.003965216430664165,-0.006896779595465807,-0.003579435044086532,-0.0025048488121148793,-0.004239426931722061,-0.0021540156469539626,-0.0016894948432881012,0.0008587180841466516,-0.0005476001323366045,0.0014726605186028234,-0.013460257175261411
n_cal5,0.15,0.4005338758171812,0.38900976275286414,0.8725095300460963,1.280840388727267,1.4303137396689902,-0.002589393199906309,-0.004686486452784948,0.005153258298598491,-9.828906584232374e-06,-0.009883929557491974,0.004376815907680316,-0.005290968314371619,-0.00029829192449898345,0.0032801182919296734,-0.0017698440646644424,-0.002534166725629607,-0.0033992535605169294,0.001317487635041405,-0.0018476271453610194,0.0008207800459186324,-0.0022636322038803447,-0.00337346945202636,-0.0018378207703646325,-0.0055901672289119615,-0.002768937572676424,-0.000949162965280248,-0.0016108664829985835,-0.004392979285094412,-0.007810405308031111,-0.0002747936681841053,-0.00010367559953312437,-0.0028806714092622274,5.637456044533621e-05,0.0005213287815220013,-0.0016263546866264005,0.0006800593590493287,-0.003721416974183517,-0.0011617078336510305,-0.0006801884907899532,-0.003161524346247622,-0.0062379290245535846,0.0007110901918394585,-0.001798798416456036,-0.0012643621309558113,-0.0012428251384801376,0.002234476791759902,-0.0065629840218336954,0.00040313789536061684,-0.0075492301960743595,0.00040876196093715217
n_cal5,0.3,0.3151794220404998,0.28808870288302163,0.9742282064963258,1.8267328448648836,1.9005174912739247,-0.001349050250891437,0.0004063659278983241,-6.751918153261038e-05,-0.0020795654813307585,-0.00015997775969644099,0.0006023892930321258,-0.0002124047765749796,-0.0012664501546065983,-0.00016266683327233652,-0.00012048460902529719,-0.0006027906876089617,-0.002176991067326569,0.0003967801772182071,-0.00026658047410019203,-0.0007657447686318375,6.715886551137788e-05,-0.0018203406714165093,-0.0005844373952537211,-0.0006760419745836336,0.000847474896742556,-0.00031751357560329724,-0.00028494833815645437,-0.0019377985558370614,0.0001463202405755278,-0.00030758709939783985,-0.0010914178472953377,0.00024095894522943584,0.00018933059468239274,-0.0001652568348604888,8.822694475538184e-05,-0.0004133027372915654,0.00035181305076422326,-0.0002643658462212854,0.00015428467783467256,0.00024039758688689425,-0.0017412037025025622,0.000909132953563809,-9.741264648370958e-05,-4.341937907899792e-05,-0.00029834886482847195,7.15244762037696e-05,-0.0006842240247239654,-5.062741868321526e-05,-0.00016995232813394692,-1.8321579765464186e-05
