method,intra_cor,imp_V0,tr_V0,imp_V1,tr_V1,imp_V2,tr_V2,imp_V3,tr_V3,imp_V4,tr_V4,imp_V5,tr_V5,imp_V6,tr_V6,imp_V7,tr_V7,imp_V8,tr_V8,imp_V9,tr_V9,imp_V10,tr_V10,imp_V11,tr_V11,imp_V12,tr_V12,imp_V13,tr_V13,imp_V14,tr_V14,imp_V15,tr_V15,imp_V16,tr_V16,imp_V17,tr_V17,imp_V18,tr_V18,imp_V19,tr_V19,imp_V20,tr_V20,imp_V21,tr_V21,imp_V22,tr_V22,imp_V23,tr_V23,imp_V24,tr_V24,imp_V25,tr_V25,imp_V26,tr_V26,imp_V27,tr_V27,imp_V28,tr_V28,imp_V29,tr_V29,imp_V30,tr_V30,imp_V31,tr_V31,imp_V32,tr_V32,imp_V33,tr_V33,imp_V34,tr_V34,imp_V35,tr_V35,imp_V36,tr_V36,imp_V37,tr_V37,imp_V38,tr_V38,imp_V39,tr_V39,imp_V40,tr_V40,imp_V41,tr_V41,imp_V42,tr_V42,imp_V43,tr_V43,imp_V44,tr_V44,imp_V45,tr_V45,imp_V46,tr_V46,imp_V47,tr_V47,imp_V48,tr_V48,imp_V49,tr_V49
0.5*CPI,0.0,0.0841351399596797,1.0,0.06669357322138314,1.0,0.06013704066691794,1.0,0.19951659435780655,1.0,0.1978435902792668,1.0,-0.008146430392901527,0.0,-0.007922040143241826,0.0,-0.01204753624418986,0.0,-0.0017430486658243094,0.0,0.00556731485212647,0.0,-0.016077793903389814,0.0,0.015938350587895167,0.0,0.0020700791547272335,0.0,-0.010921596201141082,0.0,-0.006241132826490636,0.0,-0.005567945983059985,0.0,-0.0042575086808032125,0.0,0.0055820397460744076,0.0,0.015662311255320693,0.0,0.00010552599076274483,0.0,0.004215637480141643,0.0,0.0032947346290255197,0.0,-0.014843955865714964,0.0,-0.002258241298320751,0.0,-0.0007415447233882766,0.0,0.00019889330768529945,0.0,-0.0056358727349998805,0.0,0.0018609669876703538,0.0,-0.003417933610089241,0.0,0.00520504800806032,0.0,0.0016123708888016175,0.0,0.018850544828716176,0.0,-0.012484065260287114,0.0,-0.00836362851155159,0.0,-0.004192219138360986,0.0,0.0008645797183084447,0.0,5.645961426448132e-05,0.0,0.0017943150541970265,0.0,-0.0045694357781926875,0.0,-0.00017861114656025912,0.0,0.0034238989583794677,0.0,0.0072030164681411435,0.0,0.0006567420230083609,0.0,0.006024946130788189,0.0,0.0029004843671580627,0.0,0.011819569830584742,0.0,0.0066186435021358125,0.0,-0.0013396675618253528,0.0,0.0018448537956365918,0.0,-0.012362503392151725,0.0
0.5*CPI,0.15,0.1292260781764334,1.0,0.10739942504886824,1.0,0.11221947946612576,1.0,0.5296334561928921,1.0,0.361986649303748,1.0,-0.00603573851744077,0.0,-0.002530580195929555,0.0,0.0006306062576499905,0.0,-0.01336249246052279,0.0,0.0026755734584947843,0.0,-0.00016978521555588433,0.0,-0.001069526827013223,0.0,0.010056303463480631,0.0,-0.004530445310374054,0.0,0.001672250425533095,0.0,0.010420959297523846,0.0,0.002103805241949752,0.0,0.0007951408022314199,0.0,-0.0038286670478792084,0.0,0.025363134001287757,0.0,0.005679048607354131,0.0,0.00034741662325787903,0.0,-0.008883786426305829,0.0,0.004860524845572312,0.0,-0.0021213774634312177,0.0,0.0016563497889990897,0.0,-0.004215725998973352,0.0,0.00606187153369564,0.0,-0.00233955740892422,0.0,0.0012582043687048294,0.0,0.008423960936559505,0.0,-0.003451151701841737,0.0,0.0021916308238817406,0.0,0.001577463705060289,0.0,0.007438582918931291,0.0,-0.0007118056725147204,0.0,-0.00044259236637322896,0.0,0.01702220134391952,0.0,-0.004277787486186679,0.0,0.0025779891896680063,0.0,-0.001090404710873072,0.0,-0.013941680423526948,0.0,0.005937196076249096,0.0,-0.001993021110932136,0.0,-0.0007318048287831003,0.0,0.001049802285260637,0.0,-0.011558994489743513,0.0,-0.001350461180882001,0.0,0.012591743348457252,0.0,0.016474210227428898,0.0
0.5*CPI,0.3,0.1518674440103538,1.0,0.10680264455566246,1.0,0.17032285978966777,1.0,1.0611909285404422,1.0,0.5298008279731685,1.0,0.007474539600549557,0.0,0.003815672178899332,0.0,-0.003006623718245116,0.0,0.0006731603776499728,0.0,0.0027930380020293466,0.0,-0.00236859250289001,0.0,-0.0008785208431441038,0.0,-0.0010921184121905902,0.0,0.0004915750547171971,0.0,-0.008373469931499011,0.0,-0.000774862317616476,0.0,-0.0009519187916464666,0.0,-0.0004196710774311274,0.0,-0.00869496727944008,0.0,-0.0007291544675402939,0.0,0.001430200070458909,0.0,-0.0017411942751797138,0.0,-0.0009440887946992049,0.0,0.0024517519571791713,0.0,0.0008137148408862149,0.0,0.0004776840665312587,0.0,0.005767293491453662,0.0,-0.002492917446487608,0.0,-0.00338654111153347,0.0,-0.011026812587769053,0.0,-0.0015988223635317045,0.0,0.006974309871314421,0.0,-0.004174592001549904,0.0,0.0080412726426351,0.0,-0.0004634290393514817,0.0,0.000735847982905824,0.0,0.005462433244396436,0.0,0.001780091501627279,0.0,0.0006590332399163401,0.0,-0.000594129584107872,0.0,9.675936018482822e-05,0.0,0.0007659986308929945,0.0,-0.004262955518281819,0.0,0.0004882699540122992,0.0,0.00032754768195042416,0.0,0.0013576353983519862,0.0,-0.003093241808955316,0.0,-0.001796402775374517,0.0,-0.000100145826049447,0.0,0.0016223597337714502,0.0
0.5*CPI,0.5,0.17949439151483526,1.0,0.05504434724422391,1.0,0.1309764042192414,1.0,0.7172868635775096,1.0,0.994379438645727,1.0,-0.0007231634478446214,0.0,-0.004811224750272292,0.0,-0.0042386965809244614,0.0,0.001982499776650437,0.0,0.00037977170112268865,0.0,0.002009035619989108,0.0,-0.0012655028606347596,0.0,-0.002868250852373855,0.0,0.0024391043837621584,0.0,-0.019971986426239097,0.0,-0.009288991962286719,0.0,0.004590405125487473,0.0,-0.00254785158992088,0.0,-0.0010808071150998355,0.0,-0.001477677891362994,0.0,0.003303997155271521,0.0,-0.0017862472956917674,0.0,-0.005002128697072505,0.0,0.0026540377603772036,0.0,-0.003764339360931679,0.0,-0.0011399446738513674,0.0,0.010564917380498251,0.0,0.00039005972234384956,0.0,0.0058410850511290136,0.0,0.001796409886906547,0.0,0.0013860542920798302,0.0,8.87097078476895e-05,0.0,-0.003068558749763861,0.0,0.020460553496967293,0.0,-0.00858417708222059,0.0,-0.0011527042305181645,0.0,0.0023712969538753903,0.0,-0.02791042564889068,0.0,0.002867304262631931,0.0,0.0003975329040104558,0.0,-0.001333306987576277,0.0,0.0020969307613183386,0.0,0.004310335658918696,0.0,-0.0004316052650015223,0.0,1.3937514913742177e-05,0.0,-0.011629673776119454,0.0,0.00044440978444559853,0.0,0.0040693186573537155,0.0,-0.0017086038361653344,0.0,-0.00014684954506472003,0.0
0.5*CPI,0.65,0.1821763677301667,1.0,0.08722243539559588,1.0,0.04372723571966547,1.0,0.5159856719433733,1.0,0.48984224738297405,1.0,-0.003235502961983605,0.0,0.00362185183646363,0.0,-0.0028367354576615544,0.0,0.0007259066665547542,0.0,-0.0008306698808294155,0.0,0.0014716828744329447,0.0,0.0001861765477312871,0.0,-0.0014927352816868633,0.0,0.00028339337193639125,0.0,0.00024184558316325822,0.0,-0.001654356948244784,0.0,0.0014186269724122957,0.0,-0.0005773861315099826,0.0,-0.0009326902516208491,0.0,1.738988478117154e-05,0.0,-0.0002018259934277733,0.0,0.0001310449024011784,0.0,-0.0009464258901417666,0.0,0.005345428211104675,0.0,0.0016598325097375022,0.0,-0.00032212948360710314,0.0,0.0003406793639995076,0.0,-0.0004997033391340167,0.0,-0.0009095699029172954,0.0,0.0007969857510596312,0.0,-0.0009189644520893325,0.0,-0.0009266267547325957,0.0,0.0015192399595636008,0.0,0.0004172534847693421,0.0,0.00025806744364431644,0.0,-4.978500356245252e-06,0.0,-0.00127328904858659,0.0,-0.0006685403565415693,0.0,-0.0010382112330062365,0.0,-0.0015851321840982813,0.0,-0.00015137266321835208,0.0,0.0004589659397862267,0.0,-0.0005203907417338782,0.0,0.0002951486100193357,0.0,-0.003978673106471764,0.0,-0.002037183699159284,0.0,0.003559759081887437,0.0,0.0009015509302697233,0.0,-0.0001095944943961813,0.0,0.0015781459414188626,0.0
0.5*CPI,0.85,0.16676344342278704,1.0,0.06405754987422074,1.0,0.004015929436030685,1.0,0.2679672853027904,1.0,0.29520059164145857,1.0,-0.0015151146505688051,0.0,0.0001457532470355849,0.0,0.0007269557190364151,0.0,-0.001716391538900186,0.0,0.00014774813387441466,0.0,5.409325990168856e-05,0.0,-7.036514515385006e-05,0.0,-0.0001010212374513153,0.0,-0.001652934338718548,0.0,-0.00017993951919909046,0.0,0.0002471030366438254,0.0,-0.0002472820193325509,0.0,0.0005896835267955591,0.0,0.0008542426383096324,0.0,0.0030414559461205415,0.0,-0.00016035248909401778,0.0,0.0016254700850643622,0.0,-0.0016752710478046828,0.0,-0.00038372301791078645,0.0,3.155968446083568e-05,0.0,-0.00038232274727856286,0.0,0.00039419961398057257,0.0,-0.0010570891020431628,0.0,-0.00037934409055123686,0.0,-0.00018610561560694627,0.0,-7.598364569383342e-05,0.0,4.28815254273629e-05,0.0,5.879483390858198e-05,0.0,-0.0009542886041049581,0.0,5.9642387718328305e-05,0.0,1.8781576130777466e-05,0.0,0.0005201449769387523,0.0,0.000568733691249157,0.0,-0.0005374032145499807,0.0,-7.883692431154277e-06,0.0,-7.386795018421433e-05,0.0,0.00022799682267249377,0.0,-0.00016297190679970264,0.0,0.00016926720955895425,0.0,0.00043294346409378237,0.0,-0.00043033335940412254,0.0,-7.668463893290012e-05,0.0,-0.0001427922600029663,0.0,0.000651684773614436,0.0,-0.00011169903352664656,0.0
PFI,0.0,0.05305528472288312,1.0,0.042201126769183306,1.0,0.037010962186001306,1.0,0.12309595868254952,1.0,0.12210123148674779,1.0,-0.005233285346613936,0.0,-0.0050889005359726625,0.0,-0.0077456150123143,0.0,-0.001118260351794964,0.0,0.003733788402077609,0.0,-0.01034539855626515,0.0,0.010188364966375651,0.0,0.001327027255324964,0.0,-0.007020087138960296,0.0,-0.004007740239158508,0.0,-0.0035749568923884034,0.0,-0.002732838356012568,0.0,0.00353426385118083,0.0,0.011967566702132615,0.0,6.767490728409875e-05,0.0,0.0027012507122505802,0.0,0.002111563447457998,0.0,-0.009549027955976452,0.0,-0.0014489380905629012,0.0,-0.00047564315199410956,0.0,9.396008236994824e-05,0.0,-0.003613577002325119,0.0,0.0011930268374478192,0.0,-0.002193546589494222,0.0,0.0033345579298973416,0.0,0.0010337098902406527,0.0,0.01175964638483884,0.0,-0.008599792888202007,0.0,-0.005373055129348936,0.0,-0.0026908936401535133,0.0,0.0005543773807619168,0.0,3.620849883301247e-05,0.0,0.0011503134325594466,0.0,-0.0029332488906574916,0.0,-0.00011455186568842812,0.0,0.0021406168447966056,0.0,0.004612646495903094,0.0,0.00010652535002986241,0.0,0.003943295832873783,0.0,0.001859042712891057,0.0,0.007561840724785052,0.0,0.0042389346785025594,0.0,-0.0009652067134184872,0.0,0.0011827009231466512,0.0,-0.00794863277647928,0.0
PFI,0.15,0.10471737464926667,1.0,0.08815580704318582,1.0,0.08901183305558713,1.0,0.40065661652208884,1.0,0.27593312009026594,1.0,-0.005011419061238032,0.0,-0.0020364493403126627,0.0,0.002006776299821489,0.0,-0.011658332633804891,0.0,0.002627120475248601,0.0,0.000784391870379153,0.0,-0.0006149449505838955,0.0,0.006410862296402753,0.0,-0.0043448594039317,0.0,0.000914975198015533,0.0,0.008984651570870694,0.0,0.001475911255972795,0.0,6.0741898650462645e-05,0.0,-0.0025546765329069743,0.0,0.026243339528222,0.0,0.0034831483664801155,0.0,-0.0038925863596628307,0.0,-0.005647396929365112,0.0,0.0016374423994709453,0.0,-0.0017794449230497111,0.0,0.0038054038571553317,0.0,-0.0027225284303962205,0.0,0.0060312192333222825,0.0,-0.0016378550948281667,0.0,0.0007348264884556865,0.0,0.006465840177822146,0.0,0.0020799812912180027,0.0,0.0014666885926415407,0.0,0.006080885782247192,0.0,0.0032630883165878366,0.0,-4.33132086083976e-05,0.0,0.0002556009030738604,0.0,0.010925803122138866,0.0,-0.003574819182963873,0.0,0.0014484653486064314,0.0,-0.0029123481266610796,0.0,-0.011910187059410271,0.0,0.00711162353727679,0.0,0.0005983719295512557,0.0,-0.0010791455331933264,0.0,0.0013306472525937973,0.0,0.0004265230147608712,0.0,-0.0004163425813399346,0.0,0.010178426725741652,0.0,0.013543726166294956,0.0
PFI,0.3,0.11039927769600388,1.0,0.07573709658826866,1.0,0.14272446112477888,1.0,0.6721288831611012,1.0,0.4119158662082836,1.0,0.006907191471051455,0.0,0.0011381790428774963,0.0,-0.0015479368127111481,0.0,0.004356996793156709,0.0,0.0015254718979267334,0.0,-0.0015920492560363986,0.0,-0.0003575268777533669,0.0,-0.0014876000950474477,0.0,0.000149378864916061,0.0,-0.005807449518987484,0.0,-0.0003314598665349333,0.0,-0.001077137549570173,0.0,-0.0012660247537628067,0.0,-0.003337909287729257,0.0,-0.0006116517116854236,0.0,0.0017535647716475644,0.0,-0.00189838685704391,0.0,-0.0009329226552303727,0.0,-0.0004212391259774684,0.0,0.002495610314037,0.0,0.0006250924435866612,0.0,0.002745992660045049,0.0,-0.001237326535443506,0.0,-0.003106424613501302,0.0,-0.0008215849093262673,0.0,0.0010120579835048993,0.0,0.00822258959003519,0.0,-0.005116038357189101,0.0,0.003247224905578827,0.0,-0.0004407761032145796,0.0,-0.001079766920812908,0.0,0.004198053651983891,0.0,0.002118605889722014,0.0,0.0009262387244417525,0.0,0.0001263725078359812,0.0,0.00028671611334618596,0.0,-0.0008435925053686955,0.0,-0.0028460856811272084,0.0,0.00041745992822095346,0.0,-0.0006620146249782799,0.0,0.0004655144372247566,0.0,-0.0016309517583457112,0.0,0.002259159821483392,0.0,0.0013522462546207148,0.0,0.0023603279564636814,0.0
PFI,0.5,0.09145255295949517,1.0,0.06351754306834656,1.0,0.18518123431353728,1.0,0.7206673638006775,1.0,0.7548994708801986,1.0,-0.00020230066911341993,0.0,-0.0032453869389248435,0.0,-0.00013943635483903982,0.0,0.0004777920029161997,0.0,-0.0012677622492449636,0.0,0.0022319509050552355,0.0,-0.0007849491815228316,0.0,-0.0019705912417846694,0.0,0.0017645816779221501,0.0,-0.0069518380678335046,0.0,-0.011048521974178938,0.0,0.0026354880928864954,0.0,-0.0010304985397693311,0.0,-0.0010887933092369462,0.0,-0.0013698900972736183,0.0,0.0014505030614753167,0.0,-0.0013200271270545905,0.0,-0.0056490307314349675,0.0,-0.004426521280665785,0.0,-0.004744024517856049,0.0,-0.0022119802970645974,0.0,0.0045528993269685625,0.0,0.0026855777446046503,0.0,0.004099764928636507,0.0,-0.00031699742918367413,0.0,0.00012295266397366333,0.0,-0.00021267826301296644,0.0,-0.0013249165995505852,0.0,0.015394994794136307,0.0,-0.008392133575103156,0.0,-0.001974000680071697,0.0,-0.0034910007416293354,0.0,-0.010958182531077831,0.0,0.0033852471863744515,0.0,-0.0007612721182832516,0.0,-0.00046291209911464293,0.0,0.0020159368740966244,0.0,0.0038502404219871167,0.0,0.0007037603571988793,0.0,1.427388960939524e-05,0.0,0.00018606126863929262,0.0,0.00102744397329535,0.0,0.0016362696898550855,0.0,-0.0024743783288263543,0.0,0.0023914702683365263,0.0
PFI,0.65,0.23970047600820765,1.0,0.18327935324718359,1.0,0.08277224729305732,1.0,0.5573991170329519,1.0,0.6720527801069355,1.0,-0.0009298148406867712,0.0,0.005751365451925117,0.0,-0.0011072552417454862,0.0,0.00020416522567368034,0.0,0.0010638424071169883,0.0,0.001948547271936718,0.0,0.0013393918488098233,0.0,-8.778082262794751e-05,0.0,0.0024196974242614022,0.0,0.0016154651020696686,0.0,0.0002717558253998442,0.0,0.0024946153629101797,0.0,-0.001492475884926181,0.0,-0.0013527621040267945,0.0,-0.0008798311550856086,0.0,-0.0010601989089585873,0.0,0.00034941040836311554,0.0,-0.000539559617267038,0.0,0.00528806519528624,0.0,0.003614905229397558,0.0,0.0035424542549288285,0.0,-0.00039270832992877036,0.0,-0.0026067810111811696,0.0,-0.001857932007451768,0.0,-0.0008177391880287432,0.0,-3.544905895458417e-05,0.0,-0.0010354248886569328,0.0,0.00041372519432691934,0.0,0.0020121600516969096,0.0,-0.0008947097871000453,0.0,-4.52084232052119e-05,0.0,-0.0024004319798383023,0.0,-0.00046133947443594003,0.0,-0.0033453801327587573,0.0,-0.004043605399298822,0.0,-0.002456539666294888,0.0,-0.0012757961209329816,0.0,-0.0014072826895230595,0.0,-0.0007947753278474412,0.0,-0.0022489087474589775,0.0,-0.003283715470082882,0.0,0.0020755541516442877,0.0,0.00088288609761078,0.0,-0.00023316861028022107,0.0,0.00017611257692962123,0.0
