method,d,imp_V0,tr_V0,imp_V1,tr_V1,imp_V2,tr_V2,imp_V3,tr_V3,imp_V4,tr_V4,imp_V5,tr_V5,imp_V6,tr_V6,imp_V7,tr_V7,imp_V8,tr_V8,imp_V9,tr_V9,imp_V10,tr_V10,imp_V11,tr_V11,imp_V12,tr_V12,imp_V13,tr_V13,imp_V14,tr_V14,imp_V15,tr_V15,imp_V16,tr_V16,imp_V17,tr_V17,imp_V18,tr_V18,imp_V19,tr_V19,imp_V20,tr_V20,imp_V21,tr_V21,imp_V22,tr_V22,imp_V23,tr_V23,imp_V24,tr_V24,imp_V25,tr_V25,imp_V26,tr_V26,imp_V27,tr_V27,imp_V28,tr_V28,imp_V29,tr_V29,imp_V30,tr_V30,imp_V31,tr_V31,imp_V32,tr_V32,imp_V33,tr_V33,imp_V34,tr_V34,imp_V35,tr_V35,imp_V36,tr_V36,imp_V37,tr_V37,imp_V38,tr_V38,imp_V39,tr_V39,imp_V40,tr_V40,imp_V41,tr_V41,imp_V42,tr_V42,imp_V43,tr_V43,imp_V44,tr_V44,imp_V45,tr_V45,imp_V46,tr_V46,imp_V47,tr_V47,imp_V48,tr_V48,imp_V49,tr_V49,imp_V50,tr_V50,imp_V51,tr_V51,imp_V52,tr_V52,imp_V53,tr_V53,imp_V54,tr_V54,imp_V55,tr_V55,imp_V56,tr_V56,imp_V57,tr_V57,imp_V58,tr_V58,imp_V59,tr_V59,imp_V60,tr_V60,imp_V61,tr_V61,imp_V62,tr_V62,imp_V63,tr_V63,imp_V64,tr_V64,imp_V65,tr_V65,imp_V66,tr_V66,imp_V67,tr_V67,imp_V68,tr_V68,imp_V69,tr_V69,imp_V70,tr_V70,imp_V71,tr_V71,imp_V72,tr_V72,imp_V73,tr_V73,imp_V74,tr_V74,imp_V75,tr_V75,imp_V76,tr_V76,imp_V77,tr_V77,imp_V78,tr_V78,imp_V79,tr_V79,imp_V80,tr_V80,imp_V81,tr_V81,imp_V82,tr_V82,imp_V83,tr_V83,imp_V84,tr_V84,imp_V85,tr_V85,imp_V86,tr_V86,imp_V87,tr_V87,imp_V88,tr_V88,imp_V89,tr_V89,imp_V90,tr_V90,imp_V91,tr_V91,imp_V92,tr_V92,imp_V93,tr_V93,imp_V94,tr_V94,imp_V95,tr_V95,imp_V96,tr_V96,imp_V97,tr_V97,imp_V98,tr_V98,imp_V99,tr_V99
LOCO-HD,100,0.1832590493251307,1.0,0.2078908766814398,1.0,0.23158402601686023,1.0,0.6649693493502118,1.0,0.5179047022484322,1.0,0.09995594530424223,1.0,0.058408640194827166,1.0,1.3647198960477958,1.0,0.05147242601378932,1.0,0.24863966120407688,1.0,0.007052581755751408,0.0,0.021695629251387016,0.0,0.0020861849615949613,0.0,0.003955222647097134,0.0,0.002354725624010623,0.0,0.018052784397712518,0.0,0.009561762397692908,0.0,0.004318592999202009,0.0,0.0033706506545563286,0.0,-0.008686534109840549,0.0,0.02446635091023497,0.0,0.0207776109840776,0.0,0.015037500722132835,0.0,0.017806159119702958,0.0,0.008074848925012867,0.0,0.02147767369405429,0.0,-0.016418057698546873,0.0,0.0075230157754189175,0.0,0.013690474125515939,0.0,0.02767164227168495,0.0,0.04845828197831148,0.0,0.01137201162217405,0.0,-0.0050687018629946845,0.0,0.007796866852981754,0.0,-0.002393180938548012,0.0,-0.012191635317029714,0.0,-0.028464460179857154,0.0,-0.010305952222906534,0.0,0.014693406122520791,0.0,-0.007723327750832398,0.0,0.00015066252547257797,0.0,-0.00296794124761246,0.0,0.011363571698040031,0.0,0.005667498875735699,0.0,0.007456283266402686,0.0,-0.043236336407932896,0.0,-0.005839892140905967,0.0,0.00046718027242409477,0.0,-0.0007516723652107871,0.0,-0.007356651451077889,0.0,0.01798412419282802,0.0,-0.006485320493714752,0.0,0.009941683424780301,0.0,0.010485809678856484,0.0,0.0027497078229847816,0.0,-0.0017781270636558766,0.0,0.004328178217305911,0.0,0.012867789951138908,0.0,0.002850066825362374,0.0,0.001221365632459337,0.0,0.01881926142784751,0.0,0.030123441947324636,0.0,0.023169393827680684,0.0,0.016456881665150247,0.0,0.02034982391685136,0.0,-0.010315669635084568,0.0,0.013616568568304954,0.0,0.024103259535414034,0.0,0.0016069911322571517,0.0,0.017809646087840747,0.0,0.014447736033828207,0.0,0.00831950875694032,0.0,0.0257816649023217,0.0,0.009134076678776637,0.0,0.008972051345109255,0.0,0.027588053389909772,0.0,0.0062582834131210685,0.0,0.004731133672551513,0.0,0.02307131819843078,0.0,0.014650937975226652,0.0,-0.003911961644674111,0.0,0.0022604224186193456,0.0,0.01257766805416205,0.0,-0.004960433080015703,0.0,-0.008851145476659994,0.0,1.464135916462439e-05,0.0,0.01153046555557613,0.0,-0.02690390422780453,0.0,-0.01827384866419557,0.0,0.003816182037025717,0.0,-0.011945900170268198,0.0,-0.013359905569341635,0.0,0.015385122823324382,0.0,0.012404366324241911,0.0,0.026150897705120357,0.0,0.006072931539375492,0.0,0.03140261522546073,0.0,-0.0017779614871278326,0.0,-0.008541426770212857,0.0,0.007458733242502458,0.0
Robust-CPI,20,0.3085389480083732,1.0,0.12706720661542467,1.0,0.1805542204575004,1.0,0.8310309528942028,1.0,0.6326055707797879,1.0,0.03265661105021689,1.0,0.0653937353347366,1.0,1.1698588866436808,1.0,0.05314195062182084,1.0,0.13432115959484286,1.0,0.003616082140057607,0.0,-0.022140410979452883,0.0,0.00036477049686708696,0.0,-0.04038575826438558,0.0,0.016935979994199876,0.0,0.012540987400222671,0.0,0.010797762866230153,0.0,0.013156793263086356,0.0,-0.03918562334503151,0.0,-0.04314506808346068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robust-CPI,35,0.20078653437335675,1.0,0.075719906843301,1.0,0.07656642689067446,1.0,0.773605995234231,1.0,0.8909670068378002,1.0,0.03510788973435859,1.0,0.04640614729718238,1.0,1.5085224295048525,1.0,0.022114298554830502,1.0,0.132735780519789,1.0,-0.012645090252469758,0.0,0.007489821216968688,0.0,-0.010805061976052365,0.0,0.0036055388274372742,0.0,-0.02439517380361078,0.0,-0.008266392011172418,0.0,-0.02093375184934051,0.0,-0.01417538111773889,0.0,0.005511457274539913,0.0,9.797827376231442e-05,0.0,0.0024543496698910387,0.0,-0.012758950936878117,0.0,-0.013159123006096583,0.0,0.002343674560856672,0.0,0.010939749850699827,0.0,-0.007433962911950098,0.0,-0.013732788887941676,0.0,0.010292985895120116,0.0,0.0014166749438641753,0.0,0.016549128544296465,0.0,-0.004280633919768537,0.0,-0.003294233743435061,0.0,-0.01209940687001784,0.0,-0.03149195333505661,0.0,-0.004046972137630975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robust-CPI,50,0.10506101286659146,1.0,0.11850604420864608,1.0,0.08512240322186933,1.0,0.6102207527166505,1.0,0.8726142804057091,1.0,0.02992705800815575,1.0,0.05253101183049285,1.0,1.5500341226009695,1.0,0.004118769123252183,1.0,0.008715890203497934,1.0,-0.0012302622912391764,0.0,-0.0034318438532634295,0.0,-0.0034186380846504523,0.0,0.0023625087906718116,0.0,2.3190704262992572e-05,0.0,0.00161719722512837,0.0,0.004188496089853762,0.0,0.002994710979349739,0.0,0.001160117934606171,0.0,-0.002910698027661741,0.0,0.0038439567601134994,0.0,-0.001108812858973634,0.0,0.0003091873734470144,0.0,-0.0029533420108512395,0.0,0.002126877061754608,0.0,-0.0012147979953076996,0.0,-0.004524795099171242,0.0,0.0008214788108309244,0.0,-0.0018077366266032837,0.0,-0.018816183728278937,0.0,-0.00026271545638299125,0.0,0.000718873591507372,0.0,-0.00458291591168977,0.0,-0.00688093270561155,0.0,-0.0013114289568922305,0.0,0.0027950423764002493,0.0,0.0003438136681589331,0.0,0.003857755824419455,0.0,0.0005284458623818059,0.0,0.0015822588487571483,0.0,-9.295539732935187e-05,0.0,-0.006626636170193373,0.0,-0.0010454058171085266,0.0,0.0020256704257741328,0.0,0.003498340843492381,0.0,-0.003197256699763905,0.0,0.0015114024976228067,0.0,0.006505950333706762,0.0,0.0042838666445668945,0.0,-0.0001362268633288043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robust-CPI,100,0.18367407108822958,1.0,0.17402179119056535,1.0,0.2293286721824979,1.0,0.37375457646863597,1.0,0.5100640772930322,1.0,0.052448157211276006,1.0,0.017077362466599248,1.0,1.2853278899627014,1.0,0.04843335003696916,1.0,0.15374142654774173,1.0,0.00038764484065004467,0.0,-0.001170480849421729,0.0,-0.0008388685434500654,0.0,-0.0005636285692888311,0.0,0.0010952278752996878,0.0,0.004465854299625144,0.0,0.0008155145000842235,0.0,-0.002507469553823981,0.0,-0.007886102436111087,0.0,0.0003544042910531463,0.0,-0.008441726100886327,0.0,-0.00014209134458618357,0.0,-6.032426813730073e-05,0.0,0.002391497188585627,0.0,-0.0005268765708158182,0.0,-0.005229515467917167,0.0,-0.006694009069244566,0.0,-0.0004494558629860893,0.0,0.0005299182728052914,0.0,0.0012915680847909576,0.0,0.0010140680221876702,0.0,-0.0018205658335245336,0.0,-0.001684988389813811,0.0,0.0012473946105829756,0.0,0.0032009160670946764,0.0,-0.0015842369459936638,0.0,-0.000463159046075947,0.0,-0.0019084041310548437,0.0,0.0020681164943526687,0.0,-0.0035538837088981575,0.0,-0.00032188483613637686,0.0,0.0016177685079070288,0.0,-0.002930965550209865,0.0,-0.003078656941350001,0.0,-0.0020407376074221325,0.0,-0.005425497887928374,0.0,-0.0033937077198484015,0.0,-0.0007111123798594657,0.0,0.0005261943763974889,0.0,0.0016139880293130173,0.0,0.0001673060239530551,0.0,0.0030759659970014397,0.0,-0.0013668638249800498,0.0,0.0011177282450121465,0.0,0.0007552770642480701,0.0,0.0022388345013686765,0.0,-0.0012694279217807423,0.0,0.002345171674462687,0.0,-0.0038515853891256265,0.0,0.002409025810246046,0.0,0.0015349564414006297,0.0,5.913509969398848e-05,0.0,-0.0003651280792197039,0.0,0.0010281698223669653,0.0,-0.007668147679461859,0.0,-7.94206223029483e-06,0.0,0.0043517887232862925,0.0,-0.001184634455362523,0.0,-0.002955553052674001,0.0,-0.0008079549272013961,0.0,-0.003953575835425983,0.0,-0.0035727482069616086,0.0,0.0005320085675684296,0.0,-0.00029810636411346667,0.0,0.0025997515037540723,0.0,7.501551162752469e-05,0.0,0.0002570539208767254,0.0,0.002981788220148627,0.0,-0.00034153228556437816,0.0,0.0009050777766856315,0.0,-0.0038383654815206517,0.0,-0.00017743649570543175,0.0,-0.0008308087126606235,0.0,0.0041211613388464855,0.0,0.00043993603496969314,0.0,0.0026526187956984774,0.0,0.0003442356521160034,0.0,0.0008334088865877023,0.0,0.0008790320781273196,0.0,0.006886759487659721,0.0,0.004163196697876025,0.0,3.298008071710031e-05,0.0,0.0008024340657701453,0.0,0.0005405830122358472,0.0,3.792638562478084e-05,0.0,0.001151465327632631,0.0,-0.0024973798342580785,0.0,0.0021966656558364776,0.0,0.0020168104977529907,0.0,-0.002094103696091673,0.0
0.5*CPI,20,0.18162731176532365,1.0,0.07096864157383509,1.0,0.13305011504826092,1.0,0.49974999650038987,1.0,0.953383996568041,1.0,0.07164483678725775,1.0,0.06564859582149762,1.0,1.1900280218011687,1.0,0.014690732287046093,1.0,0.1491458709381519,1.0,-0.004870178298726269,0.0,0.001547737584980391,0.0,0.008929729827123256,0.0,0.019485174320895138,0.0,-0.012975713930829469,0.0,-0.0197899982148384,0.0,-0.014337947080233726,0.0,0.00750906239575766,0.0,-0.008433461502336481,0.0,-0.003388559858729545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5*CPI,35,0.17844512096725063,1.0,0.1461269086756335,1.0,0.0630780251156573,1.0,0.36853981440299877,1.0,0.4981296871020462,1.0,0.02906565443148168,1.0,0.03682399110282375,1.0,0.8075020551300989,1.0,0.012164191508333033,1.0,0.1451654549465451,1.0,-0.0033381783947856736,0.0,0.008352411034061591,0.0,0.001959268430539396,0.0,0.0017056066549572257,0.0,-0.006917586116628072,0.0,-0.0036492520443783816,0.0,-0.00067011634118741,0.0,0.00022775454880674673,0.0,0.004356425015267007,0.0,-0.00021321513262184677,0.0,0.016993274179059603,0.0,-0.0003652938243895454,0.0,0.004412470908949695,0.0,-0.007881733331917551,0.0,0.010746559511555343,0.0,-0.002309956221066445,0.0,0.00022694820035762397,0.0,-0.005892886798214203,0.0,0.011930643220416925,0.0,0.0006945985317799996,0.0,0.005386607703937729,0.0,0.0028248328586584215,0.0,-0.0017366680109072163,0.0,-0.005564649176410086,0.0,0.0028129710022292143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5*CPI,50,0.1580180859947128,1.0,0.08386546750579882,1.0,0.025811486569486175,1.0,0.7253573550563647,1.0,0.48018713925591217,1.0,0.034360590706549066,1.0,0.00478937222153375,1.0,0.9183694061401065,1.0,0.016210915383790714,1.0,0.20975835161160183,1.0,-0.0019468035549258245,0.0,0.0010063794480167365,0.0,-0.0021756415647694594,0.0,-0.0030921432570660823,0.0,-0.003084815280434916,0.0,0.002462381548299364,0.0,-0.007939347735663072,0.0,-0.00684080069279791,0.0,0.00028476571846358656,0.0,-0.0023892517326288276,0.0,0.0035938923287617275,0.0,0.0043514683009272526,0.0,-0.004533457841320088,0.0,0.0005460347933770038,0.0,0.002942113013023828,0.0,-0.002818476824293481,0.0,-0.0002527827857702336,0.0,0.00928994573444586,0.0,-0.0033646618890528224,0.0,0.0002783547917506457,0.0,-0.0026266341331783183,0.0,0.004050026007735186,0.0,0.0029372113522957433,0.0,0.001914292806771245,0.0,-0.009515691720682673,0.0,-0.006836010089919742,0.0,-0.0008066531087084217,0.0,0.0002999708513824473,0.0,-0.001718478760781017,0.0,-0.004500329037642969,0.0,-0.011670856021629983,0.0,-0.0016550890392752482,0.0,-4.3962779386896855e-05,0.0,0.008169221908325697,0.0,-0.004775297709046278,0.0,0.016136442087238856,0.0,-0.0016428472987275455,0.0,0.007841073335254078,0.0,0.0010945314297317044,0.0,-0.008564075014135253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5*CPI,100,0.09588226814119971,1.0,0.09959777857122054,1.0,0.026416333321236607,1.0,0.16347300049013258,1.0,0.6877034092562753,1.0,0.05111741977797757,1.0,0.01202028157130508,1.0,1.0939153219934294,1.0,0.017471220281039868,1.0,0.3890658947939034,1.0,-0.0004496732685801419,0.0,0.0019744415307785257,0.0,-0.0002460538095816478,0.0,-0.0028167960326599406,0.0,-0.00010826378690986793,0.0,0.0003994810382710323,0.0,6.673722948402627e-05,0.0,-0.0021376134243988876,0.0,0.0003635233494170276,0.0,-0.0003960110378891102,0.0,0.0008842919280906969,0.0,-0.0016435927153792829,0.0,0.00013386332572151716,0.0,-0.0010561934558013242,0.0,0.0028414829921383777,0.0,-0.0004675668664482213,0.0,-0.0014945816331342066,0.0,-0.0006618996050442583,0.0,-0.00036681175724506687,0.0,-0.0015576316086094444,0.0,-0.00421917778308023,0.0,0.001012447522661386,0.0,-0.001417644569985388,0.0,0.0019426567586287025,0.0,0.008527841752141496,0.0,0.002974455222440886,0.0,-0.0052542493326335205,0.0,0.0014986134553092167,0.0,-0.0027561683120636005,0.0,1.2469749656629503e-05,0.0,-0.001469807066210027,0.0,0.0005641148949113717,0.0,0.0013423371943643847,0.0,0.006841782846778832,0.0,0.001185553128896455,0.0,0.004438434317847406,0.0,0.0012957260279831129,0.0,-0.0006576060935152839,0.0,0.0017322674987243492,0.0,-0.00012223967837843297,0.0,0.0014845007160766421,0.0,0.018267741049931452,0.0,0.001526782925728165,0.0,0.0003903980198778356,0.0,0.0005221562512807143,0.0,0.0023236505473906988,0.0,-0.0012208633585912843,0.0,-0.0010038467974566867,0.0,-0.0006906880744848021,0.0,-0.002348584802854381,0.0,0.0002186627460531998,0.0,-0.001663885422851008,0.0,0.0019390219785264673,0.0,-0.003586521982170021,0.0,-0.0017205127494286376,0.0,-0.0016057114288801078,0.0,0.003995029604394906,0.0,-0.001683798526204372,0.0,-0.0006146447956776324,0.0,0.0029260349755328985,0.0,0.0020926622551578067,0.0,-0.0007708826496195531,0.0,-0.0021875039333425494,0.0,0.0027731391463419186,0.0,0.0008107835669777241,0.0,0.00019290834443941307,0.0,0.0008575880357621912,0.0,-0.005667525789413208,0.0,0.0013278729463057637,0.0,0.0013726595758374316,0.0,-0.0009970544254498392,0.0,-0.00018529474498762966,0.0,0.0017750076584992502,0.0,-0.003216425630987896,0.0,-0.0012344118552425343,0.0,0.002538225811174133,0.0,-6.714226210724483e-05,0.0,-9.786846843184982e-05,0.0,-9.487129736363009e-05,0.0,-0.0035799443668094177,0.0,-0.0018936411422876276,0.0,-0.0009607530768922512,0.0,-0.013454107580602281,0.0,0.0028882992148200337,0.0,0.0016280100568999423,0.0,0.0007975319039568163,0.0,-0.0007508051537672422,0.0,0.001663668148706332,0.0,-0.0006119527134762492,0.0,-0.0014099619810017394,0.0
PFI,20,0.19171483403689615,1.0,0.1945387914959369,1.0,0.22981044127320227,1.0,0.6241233680799712,1.0,0.7748203083390124,1.0,0.14796730912263256,1.0,0.11369863988550266,1.0,0.9384937709452426,1.0,0.016212550515884105,1.0,0.24652226177639291,1.0,-0.006154789252699855,0.0,0.02047178868400734,0.0,8.718229601600846e-05,0.0,0.020231701480309283,0.0,-0.022272009680323168,0.0,-0.015845787881190954,0.0,-0.00029918653550553564,0.0,0.007039413235396141,0.0,0.006844954556128657,0.0,-0.00457975334536509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PFI,35,0.18222962131875464,1.0,0.18101495078505225,1.0,0.08127791233769699,1.0,0.4937994452513239,1.0,0.5016975346989359,1.0,0.059788520035259474,1.0,0.03296042152168899,1.0,0.6723333822212556,1.0,0.013475714821333362,1.0,0.1642457541389406,1.0,-0.00458129871572055,0.0,0.00029513501280220567,0.0,0.012603063674772264,0.0,0.006730907597545466,0.0,-0.003706880098873766,0.0,-0.006707038888427386,0.0,-3.378376577090059e-05,0.0,0.005234276452528608,0.0,0.008040798474465705,0.0,0.002319302019460734,0.0,0.01802239890077617,0.0,0.005627598791689836,0.0,0.006332893122821037,0.0,-0.0027686784177523016,0.0,0.012044189117098147,0.0,-0.0008503380276405625,0.0,8.746673201964761e-05,0.0,-0.0021437149677465683,0.0,0.010768893932822099,0.0,0.0033496708950853105,0.0,0.0051565824386332615,0.0,-0.006600833093800551,0.0,0.0030175088529624805,0.0,-0.00029793303217684475,0.0,5.6282546675445744e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
